12.405	20.096	INDEF	INDEF 
12.4	INDEF  	INDEF	22.49
12.372	17.883	INDEF	INDEF 
12.392	INDEF  	INDEF	INDEF 
12.381	INDEF  	INDEF	INDEF 
12.416	INDEF  	INDEF	18.371
12.39	INDEF  	INDEF	INDEF 
12.415	INDEF  	INDEF	INDEF 
12.432	19.989	INDEF	INDEF 
12.451	19.391	23.677	INDEF 
12.486	INDEF  	INDEF	INDEF 
12.542	INDEF  	INDEF	19.54
12.479	INDEF  	INDEF	19.192
12.544	INDEF  	INDEF	21.043
12.618	INDEF  	INDEF	20.959
12.7	INDEF  	INDEF	INDEF 
12.658	19.935	INDEF	INDEF 
12.577	INDEF  	INDEF	INDEF 
12.549	21.41	INDEF	INDEF 
12.558	19.292	INDEF	18.572
12.556	INDEF  	INDEF	20.081
12.596	19.232	INDEF	INDEF 
12.613	INDEF  	19.865	19.592
12.722	INDEF  	INDEF	INDEF 
12.687	22.215	INDEF	INDEF 
12.506	INDEF  	19.088	INDEF 
12.484	20.841	INDEF	INDEF 
12.466	19.176	20.46	20.44
12.467	INDEF  	INDEF	INDEF 
12.476	20.025	INDEF	19.056
12.461	INDEF  	18.61	19.766
12.457	18.631	INDEF	19.134
12.454	INDEF  	INDEF	21.063
12.422	INDEF  	21.19	INDEF 
12.427	19.015	19.397	INDEF 
12.418	INDEF  	20.032	19.371
12.409	19.308	20.405	19.605
12.403	INDEF  	20.281	21.567
12.408	20.64	19.774	22.754
12.414	22.747	24.235	18.203
12.404	19.967	19.582	19.805
12.413	19.397	19.052	19.969
12.411	INDEF  	INDEF	19.423
12.426	18.284	INDEF	19.449
12.433	INDEF  	INDEF	19.279
12.444	INDEF  	INDEF	21.136
12.78	19.4	19.52	INDEF 
12.767	INDEF  	INDEF	INDEF 
12.771	20.703	INDEF	INDEF 
12.762	19.632	INDEF	INDEF 
12.768	INDEF  	INDEF	INDEF 
12.764	19.137	19.205	INDEF 
12.776	19.583	21.322	INDEF 
12.774	INDEF  	23.461	INDEF 
12.772	20.207	INDEF	19.458
12.775	20.763	INDEF	INDEF 
12.779	18.329	19.778	INDEF 
12.806	INDEF  	INDEF	18.637
12.788	20.472	20.481	19.95
12.815	INDEF  	INDEF	INDEF 
12.843	19.228	INDEF	20.318
12.932	INDEF  	INDEF	20.022
13.164	20.11	21.658	INDEF 
13.215	INDEF  	20.479	20.805
13.155	19.008	20.787	INDEF 
13.226	19.713	19.499	INDEF 
13.23	20.015	INDEF	INDEF 
13.268	INDEF  	19.892	18.833
13.323	20.365	INDEF	INDEF 
13.257	19.784	INDEF	INDEF 
13.234	18.926	21.794	INDEF 
13.227	INDEF  	18.621	INDEF 
13.243	INDEF  	INDEF	19.728
13.204	INDEF  	INDEF	INDEF 
13.155	INDEF  	18.849	22.171
13.181	INDEF  	INDEF	20.446
13.15	INDEF  	INDEF	INDEF 
13.153	19.297	20.317	21.164
13.126	19.265	INDEF	INDEF 
13.109	20.702	INDEF	19.215
13.088	19.208	INDEF	19.288
13.068	22.579	INDEF	20.465
13.07	19.59	INDEF	INDEF 
13.066	19.428	21.748	20.144
13.166	22.56	INDEF	INDEF 
13.197	20.348	22.218	18.882
13.275	19.225	18.159	INDEF 
13.308	19.977	INDEF	INDEF 
13.338	INDEF  	INDEF	INDEF 
13.357	INDEF  	19.945	19.7
13.387	18.716	INDEF	19.735
13.368	INDEF  	20.223	INDEF 
13.362	INDEF  	INDEF	INDEF 
13.34	INDEF  	19.194	19.985
13.277	21.543	INDEF	INDEF 
13.269	19.652	INDEF	INDEF 
13.275	19.83	INDEF	19.7
13.268	INDEF  	INDEF	18.185
13.25	INDEF  	INDEF	18.581
13.225	INDEF  	INDEF	19.25
13.201	INDEF  	19.709	18.455
13.191	INDEF  	INDEF	23.017
13.157	INDEF  	INDEF	20.045
13.14	20.424	INDEF	20.183
13.12	INDEF  	INDEF	INDEF 
13.097	INDEF  	INDEF	19.283
13.114	INDEF  	INDEF	INDEF 
13.058	INDEF  	INDEF	21.362
13.044	INDEF  	INDEF	24.586
13.056	INDEF  	INDEF	INDEF 
13.029	INDEF  	INDEF	20.428
13.048	INDEF  	INDEF	19.804
13.045	20.054	INDEF	19.611
13.054	INDEF  	INDEF	19.748
13.047	INDEF  	INDEF	INDEF 
13.044	18.826	INDEF	INDEF 
13.041	21.591	21.933	INDEF 
13.022	20.92	INDEF	22.573
13.041	INDEF  	INDEF	18.979
13.027	INDEF  	INDEF	21.706
13.032	INDEF  	INDEF	22.024
13.015	INDEF  	17.15	19.327
13.02	INDEF  	21.254	18.887
13.019	INDEF  	INDEF	19.682
13.009	20.289	INDEF	20.742
13.03	INDEF  	19.063	19.476
13.037	INDEF  	19.574	19.646
12.996	INDEF  	INDEF	23.668
13.016	18.744	19.585	18.762
12.997	INDEF  	19.062	18.266
13.017	20.575	19.198	19.09
13.034	20.934	INDEF	18.954
12.994	18.377	INDEF	19.196
12.973	19.094	INDEF	18.73
12.99	19.202	20.296	18.492
12.969	19.144	19.797	18.414
12.968	19.923	19.367	INDEF 
12.976	19.027	INDEF	INDEF 
12.941	19.561	INDEF	18.54
12.917	18.757	22.318	19.094
12.923	19.053	INDEF	21.552
12.927	INDEF  	INDEF	19.337
12.89	19.082	19.241	19.445
12.896	23.222	INDEF	20.138
12.892	INDEF  	INDEF	INDEF 
12.873	19.299	20.45	INDEF 
12.859	18.589	22.096	INDEF 
12.869	20.806	18.796	INDEF 
12.824	19.606	INDEF	INDEF 
12.824	21.849	INDEF	INDEF 
12.844	22.824	21.514	INDEF 
12.768	INDEF  	INDEF	INDEF 
12.76	INDEF  	19.36	INDEF 
12.734	INDEF  	21.637	INDEF 
12.749	INDEF  	INDEF	20.204
12.753	20.069	INDEF	INDEF 
12.759	INDEF  	INDEF	INDEF 
12.786	19.595	INDEF	INDEF 
12.706	18.598	INDEF	INDEF 
12.693	INDEF  	INDEF	INDEF 
12.648	INDEF  	INDEF	INDEF 
12.622	19.144	INDEF	19.498
12.629	INDEF  	INDEF	INDEF 
12.604	INDEF  	INDEF	INDEF 
12.599	INDEF  	INDEF	18.938
12.564	INDEF  	INDEF	INDEF 
12.57	INDEF  	INDEF	INDEF 
12.566	INDEF  	INDEF	18.081
12.602	INDEF  	21.834	18.472
