12.83	17.747	INDEF	19.204
13.002	19.128	18.994	19.129
11.715	INDEF  	17.588	18.418
12.164	INDEF  	19.873	19.284
12.204	18.238	13.667	17.615
12.169	19.146	17.784	18.496
12.172	INDEF  	16.681	10.82
12.222	18.912	16.914	10.856
12.191	19.239	17.939	17.807
12.182	18.961	17.865	17.165
12.167	INDEF  	20.816	17.981
12.171	18.5	16.827	17.907
12.195	19.378	18.357	17.581
12.177	17.992	17.448	19.802
12.179	18.797	17.243	18.9
12.176	19.819	13.591	18.038
12.183	21.984	18.726	18.806
12.225	INDEF  	13.653	18.528
12.194	18.397	17.1	INDEF 
12.213	18.688	17.933	18.411
12.184	INDEF  	18.048	17.863
12.224	INDEF  	13.628	17.764
12.184	18.739	16.974	17.943
12.255	18.997	13.662	18.232
12.192	19.048	17.935	17.968
12.217	26.969	13.628	19.004
12.228	20.295	16.636	17.586
12.241	18.269	16.614	18.63
12.296	19.244	18.437	18.73
12.274	18.273	16.91	10.874
12.242	INDEF  	17.345	17.677
12.25	18.657	16.839	17.959
12.265	18.186	INDEF	19.076
12.271	INDEF  	19.499	19.501
12.278	19.368	13.64	18.324
12.283	18.804	INDEF	18.39
12.291	INDEF  	INDEF	18.304
12.322	INDEF  	13.686	18.893
12.28	INDEF  	17.936	18.031
12.302	18.537	INDEF	18.086
12.295	INDEF  	INDEF	18.189
12.347	21.449	13.695	17.228
12.319	18.583	13.687	10.891
12.311	INDEF  	13.679	18.38
12.336	INDEF  	13.708	19.119
12.316	INDEF  	18.081	19.432
12.295	18.093	18.383	19.247
12.282	INDEF  	19.248	19.425
12.281	INDEF  	16.968	19.288
12.267	INDEF  	16.118	17.658
12.301	21.183	17.573	17.673
12.275	INDEF  	17.038	19.749
12.315	19.936	13.68	20.675
12.267	INDEF  	18.255	17.284
12.264	INDEF  	18.827	INDEF 
12.267	22.548	18.282	10.809
13.662	19.127	19.764	INDEF 
13.483	18.527	INDEF	18.469
13.186	INDEF  	INDEF	19.794
13.009	19.044	INDEF	INDEF 
12.857	INDEF  	INDEF	INDEF 
12.851	INDEF  	INDEF	INDEF 
12.795	20.847	18.847	18.783
12.783	INDEF  	INDEF	18.919
12.778	INDEF  	INDEF	20.79
12.702	INDEF  	INDEF	20.31
12.656	INDEF  	INDEF	19.702
12.636	INDEF  	INDEF	INDEF 
12.596	19.289	INDEF	18.927
12.614	INDEF  	19.092	INDEF 
12.568	INDEF  	INDEF	INDEF 
12.556	INDEF  	INDEF	19.114
12.523	INDEF  	21.227	INDEF 
12.504	INDEF  	19.061	18.403
12.447	INDEF  	20.022	INDEF 
12.444	INDEF  	INDEF	INDEF 
12.437	21.622	INDEF	INDEF 
12.4	INDEF  	INDEF	INDEF 
12.402	INDEF  	INDEF	20.558
12.382	INDEF  	INDEF	INDEF 
12.369	INDEF  	INDEF	INDEF 
12.384	INDEF  	INDEF	21.497
12.384	INDEF  	INDEF	20.221
12.363	21.528	INDEF	19.359
12.356	INDEF  	INDEF	INDEF 
12.371	21.698	INDEF	INDEF 
12.371	INDEF  	INDEF	18.962
12.396	INDEF  	INDEF	20.019
12.385	INDEF  	INDEF	INDEF 
