0	11.138
202	11.278
667	9.962
756	10.407
792	10.441
900	10.377
925	10.386
949	10.442
974	10.408
999	10.401
1023	10.381
1048	10.383
1073	10.406
1097	10.384
1122	10.39
1147	10.381
1172	10.384
1196	10.426
1221	10.384
1246	10.41
1270	10.377
1295	10.422
1320	10.374
1344	10.443
1369	10.378
1394	10.4
1418	10.407
1443	10.421
1468	10.474
1492	10.447
1517	10.423
1542	10.411
1567	10.436
1591	10.437
1616	10.43
1641	10.441
1665	10.444
1690	10.476
1715	10.436
1739	10.457
1764	10.444
1789	10.495
1813	10.468
1838	10.452
1863	10.478
1888	10.447
1912	10.426
1937	10.42
1962	10.414
1986	10.403
2011	10.427
2036	10.4
2060	10.438
2085	10.389
2110	10.379
2134	10.386
3926	11.653
4070	11.461
4157	11.168
4227	10.982
4251	10.847
4276	10.814
4301	10.758
4326	10.744
4350	10.738
4375	10.675
4400	10.631
4424	10.603
4449	10.572
4474	10.583
4498	10.544
4523	10.524
4548	10.482
4572	10.466
4597	10.429
4622	10.411
4647	10.407
4671	10.387
4696	10.365
4721	10.367
4745	10.374
4770	10.36
4795	10.364
4820	10.37
4844	10.357
4869	10.362
4894	10.341
4918	10.358
4943	10.351
4968	10.36
4993	10.363
5017	10.342
5042	10.352
5067	10.351
5091	10.363
5116	10.354
5141	10.37
5166	10.376
5190	10.403
5215	10.433
5240	10.49
5264	10.441
5289	10.495
5314	10.56
5338	10.649
5363	10.602
5388	10.501
5412	10.491
5437	10.511
5462	10.508
5487	10.539
5511	10.544
5536	10.67
5561	10.632
5585	10.459
5610	10.436
5635	10.444
5659	10.43
5684	10.42
5709	10.416
5734	10.421
5758	10.408
5783	10.407
5808	10.371
5832	10.373
5857	10.366
5882	10.373
5906	10.381
5931	10.356
5956	10.371
5981	10.372
6005	10.36
6030	10.377
6055	10.372
6079	10.375
6173	10.714
6193	10.703
6213	10.699
6233	10.691
6252	10.696
6272	10.693
6292	10.696
6311	10.701
6331	10.699
6351	10.7
6371	10.699
6390	10.725
6410	10.711
6430	10.733
6449	10.76
6469	10.851
6489	11.079
6508	11.14
6528	11.078
6548	11.146
6568	11.148
6587	11.194
6607	11.237
6627	11.17
6646	11.159
6666	11.169
6686	11.163
6705	11.145
6725	11.089
6745	11.105
6765	11.09
6784	11.085
6804	11.051
6824	11.035
6843	11.023
6863	11.012
6883	11.005
6902	11.026
6922	11.1
6942	11.133
6962	11.213
6981	11.261
7001	11.283
7021	11.302
7040	11.326
7060	11.323
7080	11.33
7100	11.292
7119	11.242
7139	11.248
7159	11.247
7178	11.244
7198	11.229
7218	11.201
7237	11.178
7257	11.16
7277	11.146
7297	11.15
7316	11.118
7336	11.096
7356	11.113
7375	11.064
7395	11.056
7415	11.05
7435	11.046
7454	11.048
7474	11.057
7494	11.065
7513	11.049
7533	11.062
7553	11.058
7572	11.057
7592	11.074
7612	11.078
7631	11.079
7651	11.068
7671	11.084
7691	11.081
7710	11.074
7730	11.104
7750	11.117
7769	11.08
7789	11.105
7809	11.099
7828	11.114
7848	11.142
7868	11.118
7887	11.099
7907	11.104
7927	11.102
7947	11.11
7966	11.125
7986	11.103
8006	11.093
8025	11.105
8045	11.107
8065	11.088
8085	11.089
8104	11.099
8124	11.084
8144	11.075
8163	11.092
8183	11.067
8203	11.072
8222	11.097
8242	11.045
8262	11.043
8282	11.036
8301	11.056
8321	11.084
8341	11.096
8361	11.133
8380	11.075
8400	11.075
8420	11.04
8440	11.034
8459	11.05
8479	11.048
8499	11.049
8518	11.031
8538	11.053
8558	11.061
8578	11.113
