712 358 26 72 21
713 358 26 72 21
714 352 26 72 21
715 352 26 69 21
716 355 26 69 21
717 357 26 71 21
718 357 26 73 21
719 354 26 71 21
720 356 26 71 21
721 353 26 71 21
722 355 26 73 21
723 353 25 71 20
724 353 26 71 21
725 352 26 70 21
726 353 26 72 21
727 351 26 70 21
728 355 26 70 21
729 354 26 70 21
730 353 26 70 21
731 355 26 70 21
732 358 26 70 21
733 353 26 72 21
734 357 26 72 21
735 353 26 70 21
736 354 26 70 21
737 357 26 72 21
738 355 26 72 21
739 355 26 70 21
740 357 26 70 21
741 356 26 74 21
742 359 26 73 21
743 357 26 69 21
744 357 26 73 21
745 357 26 73 21
746 358 26 71 21
747 358 26 71 21
748 358 26 73 21
749 357 26 73 21
750 357 26 71 21
751 357 26 69 21
752 354 26 69 21
753 359 26 72 21
754 356 26 71 21
755 359 26 70 21
756 359 26 70 21
757 359 26 70 21
758 358 26 70 21
759 358 26 70 21
760 359 26 70 21
761 361 26 69 21
762 360 26 69 21
763 356 26 69 21
764 358 26 69 21
765 360 26 71 21
766 360 26 69 21
767 359 26 69 21
768 362 26 71 21
769 362 26 70 21
770 364 26 71 21
771 360 26 71 21
772 361 26 69 21
773 362 26 69 21
774 366 26 73 21
775 367 26 73 21
776 365 26 72 21
777 360 26 72 21
778 366 26 72 21
779 363 26 72 21
780 363 26 74 21
781 366 26 74 21
782 364 26 74 21
783 363 26 73 21
784 369 26 73 21
785 365 26 73 21
786 363 26 75 21
787 368 26 75 21
788 369 26 72 21
789 366 26 72 21
790 366 26 72 21
791 365 26 74 21
792 365 26 75 21
793 367 26 70 21
794 366 26 72 21
795 361 26 72 21
796 366 26 70 21
797 366 26 72 21
798 368 26 73 21
799 365 26 73 21
800 365 26 73 21
801 366 26 75 21
802 368 26 77 21
803 367 26 76 21
804 370 26 78 21
805 366 26 76 21
806 366 26 76 21
807 369 26 75 21
808 368 26 75 21
809 366 26 78 21
810 369 26 78 21
811 369 26 77 21
812 367 26 78 21
813 369 26 79 21
814 370 26 81 21
815 369 26 80 21
816 371 26 79 21
817 369 26 79 21
818 369 26 79 21
819 372 26 79 21
820 370 26 81 21
821 369 26 79 21
822 369 26 79 21
823 371 26 81 21
824 371 26 81 21
825 372 26 81 21
826 369 26 81 21
827 373 26 80 21
828 370 26 80 21
829 372 26 80 21
830 369 26 80 21
831 366 26 80 21
832 371 26 80 21
833 372 26 82 21
834 372 26 86 21
835 371 26 84 21
836 373 26 83 21
837 373 26 83 21
838 373 26 85 21
839 376 26 86 21
840 375 26 84 21
841 371 26 84 21
842 373 26 85 21
843 371 26 85 21
844 372 26 85 21
845 372 26 87 21
846 373 26 87 21
847 374 26 87 21
848 374 26 87 21
849 375 26 90 21
850 373 26 90 21
851 373 26 88 21
852 376 26 90 21
853 375 26 92 21
854 377 26 89 21
855 375 26 87 21
856 374 26 89 21
857 375 26 91 21
858 375 26 89 21
859 375 26 89 21
860 374 26 89 21
861 375 26 93 21
862 376 26 91 21
863 376 26 91 21
864 376 26 93 21
865 376 26 93 21
866 374 26 89 21
867 374 26 91 21
868 375 26 91 21
869 376 26 91 21
870 374 26 91 21
871 374 26 90 21
872 375 26 90 21
873 377 26 90 21
874 376 26 91 21
875 378 26 94 21
876 379 26 94 21
877 378 26 90 21
878 377 26 92 21
879 376 26 96 21
880 377 26 96 21
881 378 26 94 21
882 380 26 96 21
883 380 26 96 21
884 378 26 95 21
885 377 26 93 21
886 380 26 95 21
887 381 26 97 21
888 378 26 97 21
889 376 26 95 21
890 380 26 97 21
891 379 26 99 21
892 381 26 99 21
893 379 26 99 21
894 379 26 99 21
895 380 26 97 21
896 379 26 97 21
897 382 26 101 21
898 380 26 101 21
899 380 26 100 21
900 381 26 100 21
901 381 26 100 21
902 378 26 100 21
903 377 26 100 21
904 379 26 100 21
905 380 26 102 21
906 382 26 102 21
907 379 26 102 21
908 381 26 104 21
909 381 26 104 21
910 381 26 104 21
911 383 26 106 21
912 381 26 103 21
913 383 26 103 21
914 383 26 105 21
915 384 26 103 21
916 382 26 103 21
917 382 26 105 21
918 383 26 105 21
919 385 26 105 21
920 383 26 105 21
921 383 26 105 21
922 383 26 105 21
923 383 26 105 21
924 384 26 109 21
925 387 26 107 21
926 385 26 107 21
927 384 26 109 21
928 385 26 109 21
929 385 26 109 21
930 386 26 109 21
931 387 26 109 21
932 386 26 111 21
933 389 26 112 21
934 387 26 108 21
935 389 26 112 21
936 386 26 112 21
937 387 26 110 21
938 387 26 112 21
939 384 26 112 21
940 387 26 111 21
941 386 26 111 21
942 386 26 111 21
943 385 26 111 21
944 387 26 113 21
945 389 26 115 21
946 389 26 113 21
947 389 26 115 21
948 390 26 115 21
949 389 26 113 21
950 390 26 113 21
951 391 26 119 21
952 391 26 119 21
953 391 26 115 21
954 389 26 113 21
955 390 26 117 21
956 391 26 117 21
957 389 26 116 21
958 391 26 118 21
959 392 26 120 21
960 390 26 118 21
961 392 26 120 21
962 389 26 120 21
963 391 26 120 21
964 391 26 120 21
965 391 26 119 21
966 392 26 120 21
967 392 26 120 21
968 394 26 122 21
969 393 26 121 21
970 392 26 122 21
971 394 26 123 21
972 391 26 122 21
973 393 26 122 21
974 391 26 122 21
975 392 26 122 21
976 393 26 121 21
977 393 26 123 21
978 391 26 123 21
979 393 26 123 21
980 394 26 123 21
981 394 26 123 21
982 395 26 123 21
983 392 26 124 21
984 395 26 123 21
985 397 26 123 21
986 397 26 125 21
987 395 26 125 21
988 397 26 123 21
989 396 26 124 21
990 396 26 125 21
991 396 26 122 21
992 396 26 122 21
993 395 26 124 21
994 398 26 122 21
995 394 26 122 21
996 396 26 124 21
997 398 26 124 21
998 398 26 122 21
999 396 26 122 21
1000 397 26 123 21
1001 397 26 123 21
1002 398 26 124 21
1003 398 26 125 21
1004 399 26 124 21
1005 398 26 122 21
1006 397 26 126 21
1007 399 26 126 21
1008 398 26 122 21
1009 395 26 120 21
1010 395 26 124 21
1011 396 26 121 21
1012 397 26 120 21
1013 397 26 122 21
1014 397 26 126 21
1015 397 26 124 21
1016 400 26 123 21
1017 397 26 123 21
1018 399 26 123 21
1019 397 26 121 21
1020 399 26 125 21
1021 400 26 123 21
1022 398 26 122 21
1023 399 26 124 21
1024 398 26 124 21
1025 400 26 124 21
1026 400 26 126 21
1027 398 26 122 21
1028 398 26 124 21
1029 399 26 128 21
1030 400 26 127 21
1031 402 26 125 21
1032 400 26 127 21
1033 400 26 128 21
1034 399 26 127 21
1035 401 26 126 21
1036 401 26 127 21
1037 401 26 128 21
1038 399 26 127 21
1039 402 26 129 21
1040 402 26 127 21
1041 402 26 128 21
1042 402 26 129 21
1043 402 26 131 21
1044 403 26 129 21
1045 402 26 128 21
1046 401 26 130 21
1047 402 26 132 21
1048 405 26 132 21
1049 401 26 130 21
1050 405 26 132 21
1051 404 26 134 21
1052 403 26 136 21
1053 406 26 133 21
1054 407 26 133 21
1055 405 26 135 21
1056 405 26 135 21
1057 406 26 135 21
1058 406 26 136 21
1059 406 26 132 21
1060 408 26 134 21
1061 406 26 136 21
1062 407 26 136 21
1063 407 26 136 21
1064 408 26 137 21
1065 407 26 135 21
1066 407 26 137 21
1067 409 26 139 21
1068 410 26 139 21
1069 408 26 139 21
1070 409 26 138 21
1071 410 26 138 21
1072 408 26 138 21
1073 409 26 138 21
1074 410 26 138 21
1075 409 26 140 21
1076 409 26 139 21
1077 411 26 138 21
1078 410 26 138 21
1079 412 26 140 21
1080 410 26 140 21
1081 409 26 138 21
1082 410 26 140 21
1083 409 26 140 21
1084 410 26 140 21
1085 410 26 142 21
1086 408 26 140 21
1087 412 26 140 21
1088 411 26 143 21
1089 410 26 143 21
1090 410 26 141 21
1091 412 26 143 21
1092 413 26 145 21
1093 413 26 143 21
1094 412 26 145 21
1095 413 26 145 21
1096 415 26 145 21
1097 414 26 144 21
1098 414 26 144 21
1099 414 26 145 21
1100 414 26 147 21
1101 413 26 145 21
1102 415 26 145 21
1103 413 26 145 21
1104 415 26 145 21
1105 414 26 146 21
1106 416 26 148 21
1107 416 26 147 21
1108 415 26 149 21
1109 413 26 147 21
1110 416 26 147 21
1111 418 26 149 21
1112 416 26 151 21
1113 418 26 148 21
1114 417 26 148 21
1115 416 26 148 21
1116 418 26 148 21
1117 418 26 150 21
1118 416 26 150 21
1119 418 26 148 21
1120 418 26 150 21
1121 416 26 152 21
1122 418 26 150 21
1123 418 26 152 21
1124 417 26 152 21
1125 419 26 150 21
1126 421 26 152 21
1127 419 26 151 21
1128 421 26 151 21
1129 420 26 153 21
1130 419 26 152 21
1131 420 26 150 21
1132 422 26 153 21
1133 422 26 155 21
1134 422 26 153 21
1135 422 26 153 21
1136 422 26 155 21
1137 423 26 155 21
1138 423 26 153 21
1139 423 26 155 21
1140 423 26 157 21
1141 423 26 156 21
1142 423 26 154 21
1143 422 26 155 21
1144 424 26 157 21
1145 423 26 157 21
1146 423 26 155 21
1147 424 26 158 21
1148 423 26 160 21
1149 425 26 158 21
1150 427 26 158 21
1151 427 26 161 21
1152 426 26 161 21
1153 426 26 160 21
1154 424 26 162 21
1155 426 26 162 21
1156 426 26 161 21
1157 427 26 165 21
1158 427 26 165 21
1159 427 26 163 21
1160 427 26 165 21
1161 427 26 167 21
1162 429 26 165 21
1163 429 26 168 21
1164 429 26 170 21
1165 428 26 169 21
1166 430 26 169 21
1167 429 26 174 21
1168 429 26 176 21
1169 430 26 174 21
1170 430 26 174 21
1171 432 26 180 21
1172 430 26 180 21
1173 430 26 176 21
1174 432 26 179 21
1175 431 26 179 21
1176 431 26 180 21
1177 430 26 180 21
1178 434 26 182 21
1179 434 26 184 21
1180 434 26 186 21
1181 432 26 184 21
1182 433 26 185 21
1183 436 26 187 21
1184 435 26 187 21
1185 435 26 189 21
1186 435 26 189 21
1187 436 26 189 21
1188 436 26 191 21
1189 437 26 193 21
1190 436 26 191 21
1191 437 26 193 21
1192 437 26 192 21
1193 439 26 192 21
1194 439 26 194 21
1195 438 26 196 21
1196 438 26 194 21
1197 440 26 196 21
1198 440 26 198 21
1199 439 26 196 21
1200 441 26 199 21
1201 439 26 201 21
1202 441 26 200 21
1203 442 26 201 21
1204 442 26 203 21
1205 441 26 201 21
1206 441 26 203 21
1207 443 26 206 21
1208 443 26 206 21
1209 441 26 204 21
1210 442 26 207 21
1211 443 26 208 21
1212 443 26 208 21
1213 443 26 208 21
1214 443 26 209 21
1215 443 26 210 21
1216 443 26 210 21
1217 443 26 212 21
1218 443 26 211 21
1219 445 26 213 21
1220 445 26 214 21
1221 445 26 214 21
1222 445 26 214 21
1223 444 26 214 21
1224 445 26 215 21
1225 445 26 217 21
1226 444 26 217 21
1227 444 26 217 21
1228 445 26 217 21
1229 446 26 217 21
1230 446 26 218 21
1231 446 26 218 21
1232 446 26 218 21
1233 446 26 218 21
1234 448 26 221 21
1235 447 26 221 21
1236 446 26 221 21
1237 447 26 221 21
