Adjusted Timestamp,Timestamp,UTC,Callsign,Latitude,Longitude,Altitude,Speed,Direction
-7648,1580983344,2020-02-06T10:02:24Z,EZY89ZC,41.304863,2.083786,0,11,250
-7637,1580983355,2020-02-06T10:02:35Z,EZY89ZC,41.304939,2.084,0,10,244
-7468,1580983524,2020-02-06T10:05:24Z,EZY89ZC,41.304749,2.08493,0,22,123
-7457,1580983535,2020-02-06T10:05:35Z,EZY89ZC,41.304356,2.085405,0,28,154
-7445,1580983547,2020-02-06T10:05:47Z,EZY89ZC,41.303658,2.085811,0,32,154
-7425,1580983567,2020-02-06T10:06:07Z,EZY89ZC,41.30278,2.085754,0,27,247
-7416,1580983576,2020-02-06T10:06:16Z,EZY89ZC,41.302608,2.08522,0,28,247
-7408,1580983584,2020-02-06T10:06:24Z,EZY89ZC,41.302368,2.084534,0,30,244
-7388,1580983604,2020-02-06T10:06:44Z,EZY89ZC,41.30191,2.08316,0,33,244
-7382,1580983610,2020-02-06T10:06:50Z,EZY89ZC,41.301693,2.082535,0,15,247
-7373,1580983619,2020-02-06T10:06:59Z,EZY89ZC,41.301418,2.081726,0,16,244
-7337,1580983655,2020-02-06T10:07:35Z,EZY89ZC,41.300076,2.077836,0,20,244
-7328,1580983664,2020-02-06T10:07:44Z,EZY89ZC,41.299736,2.076828,0,22,247
-7320,1580983672,2020-02-06T10:07:52Z,EZY89ZC,41.2994,2.075839,0,22,244
-7306,1580983686,2020-02-06T10:08:06Z,EZY89ZC,41.298798,2.074081,0,22,244
-7294,1580983698,2020-02-06T10:08:18Z,EZY89ZC,41.298271,2.072546,0,22,244
-7283,1580983709,2020-02-06T10:08:29Z,EZY89ZC,41.297836,2.071121,0,21,244
-7274,1580983718,2020-02-06T10:08:38Z,EZY89ZC,41.297516,2.070221,0,21,244
-7264,1580983728,2020-02-06T10:08:48Z,EZY89ZC,41.297039,2.068832,0,21,244
-7251,1580983741,2020-02-06T10:09:01Z,EZY89ZC,41.296585,2.06749,0,21,244
-7245,1580983747,2020-02-06T10:09:07Z,EZY89ZC,41.296314,2.066727,0,21,247
-7234,1580983758,2020-02-06T10:09:18Z,EZY89ZC,41.295776,2.06517,0,21,244
-7218,1580983774,2020-02-06T10:09:34Z,EZY89ZC,41.295113,2.063248,0,21,244
-7210,1580983782,2020-02-06T10:09:42Z,EZY89ZC,41.294827,2.062408,0,20,244
-7204,1580983788,2020-02-06T10:09:48Z,EZY89ZC,41.294621,2.061813,0,17,244
-7198,1580983794,2020-02-06T10:09:54Z,EZY89ZC,41.294403,2.061356,0,30,222
-7180,1580983812,2020-02-06T10:10:12Z,EZY89ZC,41.293312,2.06131,0,32,168
-7171,1580983821,2020-02-06T10:10:21Z,EZY89ZC,41.292767,2.061638,0,34,154
-7163,1580983829,2020-02-06T10:10:29Z,EZY89ZC,41.292194,2.061981,0,16,154
-7156,1580983836,2020-02-06T10:10:36Z,EZY89ZC,41.291763,2.062231,0,16,157
-7150,1580983842,2020-02-06T10:10:42Z,EZY89ZC,41.291348,2.06248,0,16,154
-7141,1580983851,2020-02-06T10:10:51Z,EZY89ZC,41.290741,2.062881,0,32,140
-7134,1580983858,2020-02-06T10:10:58Z,EZY89ZC,41.290524,2.063339,0,26,112
-7100,1580983892,2020-02-06T10:11:32Z,EZY89ZC,41.290009,2.065227,0,25,92
-7092,1580983900,2020-02-06T10:11:40Z,EZY89ZC,41.290123,2.065726,0,25,61
-7080,1580983912,2020-02-06T10:11:52Z,EZY89ZC,41.290363,2.066422,0,28,64
-7074,1580983918,2020-02-06T10:11:58Z,EZY89ZC,41.290497,2.066818,0,31,64
-7060,1580983932,2020-02-06T10:12:12Z,EZY89ZC,41.290894,2.067973,0,15,67
-7034,1580983958,2020-02-06T10:12:38Z,EZY89ZC,41.291794,2.070602,0,19,64
-7024,1580983968,2020-02-06T10:12:48Z,EZY89ZC,41.292194,2.071777,0,19,64
-6937,1580984055,2020-02-06T10:14:15Z,EZY89ZC,41.295502,2.08168,0,21,67
-6922,1580984070,2020-02-06T10:14:30Z,EZY89ZC,41.295826,2.083439,0,16,64
-6915,1580984077,2020-02-06T10:14:37Z,EZY89ZC,41.295982,2.083862,0,16,67
-6905,1580984087,2020-02-06T10:14:47Z,EZY89ZC,41.296268,2.084874,0,31,92
-6894,1580984098,2020-02-06T10:14:58Z,EZY89ZC,41.295834,2.085419,0,29,157
-6886,1580984106,2020-02-06T10:15:06Z,EZY89ZC,41.295456,2.085623,0,32,154
-6880,1580984112,2020-02-06T10:15:12Z,EZY89ZC,41.294998,2.085907,0,15,154
-6873,1580984119,2020-02-06T10:15:19Z,EZY89ZC,41.294643,2.086136,0,16,154
-6865,1580984127,2020-02-06T10:15:27Z,EZY89ZC,41.294025,2.086502,0,15,154
-6859,1580984133,2020-02-06T10:15:33Z,EZY89ZC,41.293579,2.086777,0,15,154
-6846,1580984146,2020-02-06T10:15:46Z,EZY89ZC,41.292835,2.087231,0,31,154
-6840,1580984152,2020-02-06T10:15:52Z,EZY89ZC,41.292568,2.087387,0,32,154
-6834,1580984158,2020-02-06T10:15:58Z,EZY89ZC,41.292229,2.087601,0,15,157
-6822,1580984170,2020-02-06T10:16:10Z,EZY89ZC,41.291309,2.088151,0,16,154
-6816,1580984176,2020-02-06T10:16:16Z,EZY89ZC,41.290962,2.088354,0,17,154
-6810,1580984182,2020-02-06T10:16:22Z,EZY89ZC,41.290466,2.088654,0,18,154
-6804,1580984188,2020-02-06T10:16:28Z,EZY89ZC,41.289986,2.088943,0,18,154
-6798,1580984194,2020-02-06T10:16:34Z,EZY89ZC,41.289574,2.089218,0,30,140
-6789,1580984203,2020-02-06T10:16:43Z,EZY89ZC,41.289459,2.089783,0,29,70
-6783,1580984209,2020-02-06T10:16:49Z,EZY89ZC,41.289623,2.090211,0,29,64
-6771,1580984221,2020-02-06T10:17:01Z,EZY89ZC,41.28989,2.091007,0,32,64
-6765,1580984227,2020-02-06T10:17:07Z,EZY89ZC,41.290077,2.091537,0,34,64
-6759,1580984233,2020-02-06T10:17:13Z,EZY89ZC,41.290272,2.092117,0,16,64
-6733,1580984259,2020-02-06T10:17:39Z,EZY89ZC,41.291149,2.094675,0,19,64
-6701,1580984291,2020-02-06T10:18:11Z,EZY89ZC,41.292515,2.098648,0,20,64
-6694,1580984298,2020-02-06T10:18:18Z,EZY89ZC,41.292744,2.099243,0,16,53
