counter,frame,x,y,w,h
2,882,496,104,9,9
1,883,387,102,8,8
2,883,496,104,9,9
1,884,385,101,8,8
2,884,494,104,9,9
1,885,385,100,8,8
2,885,494,103,9,9
1,886,386,101,8,8
2,886,496,104,9,9
1,887,387,103,8,8
2,887,496,106,9,9
1,888,384,102,8,8
2,888,494,106,9,9
1,889,384,101,8,8
2,889,495,104,9,9
1,890,386,102,8,8
2,890,496,105,9,9
1,891,386,104,8,8
2,891,496,107,9,9
1,892,386,103,8,8
2,892,496,107,9,9
1,893,387,105,8,8
2,893,497,109,9,9
1,894,386,104,8,8
2,894,495,107,9,9
1,895,388,103,8,8
2,895,498,106,9,9
1,896,386,104,8,8
2,896,497,107,9,9
1,897,387,107,8,8
2,897,497,110,9,9
1,898,387,107,8,8
2,898,498,109,9,9
1,899,388,106,8,8
2,899,498,109,9,9
1,900,387,106,8,8
2,900,498,109,9,9
1,901,388,107,8,8
2,901,498,109,9,9
1,902,386,107,8,8
2,902,501,109,9,9
1,903,385,106,8,8
2,903,501,109,9,9
1,904,387,107,8,8
2,904,502,110,9,9
1,905,385,108,8,8
2,905,501,110,9,9
1,906,386,108,8,8
2,906,502,111,9,9
1,907,387,108,8,8
2,907,503,111,9,9
1,908,388,110,8,8
2,908,499,113,9,9
1,909,388,109,8,8
2,909,500,113,9,9
1,910,389,110,8,8
2,910,500,114,9,9
1,911,388,111,8,8
2,911,500,114,9,9
1,912,388,109,8,8
2,912,500,113,9,9
1,913,390,109,8,8
2,913,501,113,9,9
1,914,390,112,8,8
2,914,502,116,9,9
1,915,390,110,8,8
2,915,502,113,9,9
1,916,390,110,8,8
2,916,502,114,9,9
1,917,390,112,8,8
2,917,502,116,9,9
1,918,390,112,8,8
2,918,503,116,9,9
1,919,391,111,8,8
2,919,503,115,9,9
1,920,391,112,8,8
2,920,504,116,9,9
1,921,390,111,8,8
2,921,503,116,9,9
1,922,391,111,8,8
2,922,504,116,9,9
1,923,391,113,8,8
2,923,504,118,9,9
1,924,391,116,8,8
2,924,504,121,9,9
1,925,395,114,8,8
2,925,507,120,9,9
1,926,392,113,8,8
2,926,504,119,9,9
1,927,390,116,8,8
2,927,502,120,9,9
1,928,394,115,8,8
2,928,506,120,9,9
1,929,393,115,8,8
2,929,506,120,9,9
1,930,391,114,8,8
2,930,504,120,9,9
1,931,394,115,8,8
2,931,507,120,9,9
1,932,394,117,8,8
2,932,507,122,9,9
1,933,394,118,8,8
2,933,507,123,9,9
1,934,394,114,8,8
2,934,506,119,9,9
1,935,395,118,8,8
2,935,508,123,9,9
1,936,394,118,8,8
2,936,507,123,9,9
1,937,396,116,8,8
2,937,509,121,9,9
1,938,392,116,8,8
2,938,510,120,9,9
1,939,391,117,8,8
2,939,510,122,9,9
1,940,392,116,8,8
2,940,512,121,9,9
1,941,391,116,9,9
2,941,511,120,9,9
1,942,393,118,8,8
2,942,511,121,9,9
1,943,391,118,8,8
2,943,512,121,9,9
1,944,395,121,8,8
2,944,510,124,9,9
1,945,397,122,8,8
2,945,511,126,9,9
1,946,397,120,8,8
2,946,510,124,9,9
1,947,398,123,8,8
2,947,513,126,9,9
1,948,398,122,8,8
2,948,512,126,9,9
1,949,398,120,8,8
2,949,512,124,9,9
1,950,396,119,8,8
2,950,511,122,9,9
1,951,398,126,8,8
2,951,513,128,9,9
1,952,398,125,8,8
2,952,513,127,9,9
1,953,398,121,8,8
2,953,513,123,9,9
1,954,397,120,8,8
2,954,513,121,9,9
1,955,399,124,8,8
2,955,514,125,9,9
1,956,398,124,8,8
2,956,513,124,9,9
1,957,399,123,8,8
2,957,514,123,9,9
1,958,399,124,8,8
2,958,514,123,9,9
1,959,399,126,8,8
2,959,514,125,9,9
1,960,398,125,8,8
2,960,514,123,9,9
1,961,399,126,8,8
2,961,515,124,9,9
1,962,398,127,8,8
2,962,514,125,9,9
1,963,400,127,8,8
2,963,516,125,9,9
1,964,400,127,8,8
2,964,515,124,9,9
1,965,399,126,8,8
2,965,514,123,9,9
1,966,400,126,8,8
2,966,515,124,9,9
1,967,401,128,8,8
2,967,517,125,9,9
1,968,402,128,8,8
2,968,519,125,9,9
1,969,400,128,8,8
2,969,516,124,9,9
1,970,401,130,8,8
2,970,517,125,9,9
1,971,402,130,8,8
2,971,518,126,9,9
1,972,400,129,8,8
2,972,517,125,9,9
1,973,399,129,8,8
2,973,521,123,9,9
1,974,399,129,8,8
2,974,521,123,9,9
1,975,399,129,8,8
2,975,522,123,9,9
1,976,400,128,8,8
2,976,523,123,9,9
1,977,399,129,8,8
2,977,522,123,9,9
1,978,398,130,8,8
2,978,521,125,9,9
1,979,399,129,8,8
2,979,519,126,9,9
1,980,402,130,8,8
2,980,519,127,9,9
1,981,404,131,8,8
2,981,522,127,9,9
1,982,404,130,8,8
2,982,521,126,9,9
1,983,402,131,8,8
2,983,519,128,9,9
1,984,403,130,8,8
2,984,520,127,9,9
1,985,406,129,8,8
2,985,523,127,9,9
1,986,404,132,8,8
2,986,522,129,9,9
1,987,403,132,8,8
2,987,521,129,9,9
1,988,404,129,8,8
2,988,521,125,9,9
1,989,404,131,8,8
2,989,522,128,9,9
1,990,403,132,8,8
2,990,522,129,9,9
1,991,403,129,8,8
2,991,522,126,9,9
1,992,403,130,8,8
2,992,523,128,9,9
1,993,404,131,8,8
2,993,522,129,9,9
1,994,405,129,8,8
2,994,523,127,9,9
1,995,403,129,8,8
2,995,521,127,9,9
1,996,404,131,8,8
2,996,523,129,9,9
1,997,406,132,8,8
2,997,526,130,9,9
1,998,406,129,8,8
2,998,525,127,9,9
1,999,405,129,8,8
2,999,524,127,9,9
1,1000,404,130,8,8
2,1000,524,128,9,9
1,1001,405,129,8,8
2,1001,524,128,9,9
1,1002,405,131,8,8
2,1002,525,130,9,9
1,1003,407,132,8,8
2,1003,526,132,9,9
1,1004,406,131,8,8
2,1004,525,131,9,9
1,1005,405,129,8,8
2,1005,525,129,9,9
1,1006,405,133,8,8
2,1006,525,133,9,9
1,1007,407,132,8,8
2,1007,527,132,9,9
1,1008,406,129,8,8
2,1008,527,130,9,9
1,1009,402,127,8,8
2,1009,528,128,9,9
1,1010,402,129,8,8
2,1010,527,130,9,9
1,1011,403,128,8,8
2,1011,528,128,9,9
1,1012,405,126,8,8
2,1012,530,128,9,9
1,1013,404,128,8,8
2,1013,529,130,9,9
1,1014,403,132,8,8
2,1014,528,133,9,9
1,1015,404,130,8,8
2,1015,527,132,9,9
1,1016,407,130,8,8
2,1016,528,132,9,9
1,1017,405,130,8,8
2,1017,526,131,9,9
1,1018,407,129,8,8
2,1018,528,132,9,9
1,1019,406,128,8,8
2,1019,527,131,9,9
1,1020,406,131,8,8
2,1020,526,134,9,9
1,1021,406,129,8,8
2,1021,528,132,9,9
1,1022,406,129,8,8
2,1022,527,132,9,9
1,1023,405,130,8,8
2,1023,527,133,9,9
1,1024,406,129,8,8
2,1024,527,132,9,9
1,1025,408,131,8,8
2,1025,530,133,9,9
1,1026,408,133,8,8
2,1026,530,135,9,9
1,1027,407,129,8,8
2,1027,529,131,9,9
1,1028,405,130,8,8
2,1028,527,132,9,9
1,1029,407,134,8,8
2,1029,528,135,9,9
1,1030,407,134,8,8
2,1030,529,135,9,9
1,1031,409,132,8,8
2,1031,531,133,9,9
1,1032,408,134,8,8
2,1032,530,134,9,9
1,1033,407,136,8,8
2,1033,530,136,9,9
1,1034,408,134,8,8
2,1034,530,135,9,9
1,1035,410,133,8,8
2,1035,532,134,9,9
1,1036,409,133,8,8
2,1036,531,133,9,9
1,1037,408,134,8,8
2,1037,531,134,9,9
1,1038,407,134,8,8
2,1038,530,134,9,9
1,1039,410,136,8,8
2,1039,533,135,9,9
1,1040,411,135,8,8
2,1040,533,134,9,9
1,1041,410,135,8,8
2,1041,533,135,9,9
1,1042,410,135,8,8
2,1042,533,136,9,9
1,1043,409,138,8,8
2,1043,533,138,9,9
1,1044,411,137,8,8
2,1044,534,137,9,9
1,1045,409,134,8,8
2,1045,538,135,9,9
1,1046,409,137,8,8
2,1046,538,138,9,9
1,1047,410,139,8,8
2,1047,539,140,9,9
1,1048,410,139,8,8
2,1048,540,140,9,9
1,1049,409,137,8,8
2,1049,538,138,9,9
1,1050,412,139,8,8
2,1050,542,140,9,9
1,1051,410,140,8,8
2,1051,537,142,9,9
1,1052,411,142,8,8
2,1052,535,144,9,9
1,1053,414,141,8,8
2,1053,538,142,9,9
1,1054,414,140,8,8
2,1054,538,142,9,9
1,1055,412,142,8,8
2,1055,537,144,9,9
1,1056,413,141,8,8
2,1056,537,144,9,9
1,1057,415,142,8,8
2,1057,539,145,9,9
1,1058,413,143,8,8
2,1058,538,145,9,9
1,1059,414,140,8,8
2,1059,539,143,9,9
1,1060,415,141,8,8
2,1060,540,144,9,9
1,1061,414,143,8,8
2,1061,538,145,9,9
1,1062,415,142,8,8
2,1062,539,145,9,9
1,1063,414,141,8,8
2,1063,539,145,9,9
1,1064,415,144,8,8
2,1064,540,147,9,9
1,1065,416,143,8,8
2,1065,541,146,9,9
1,1066,415,144,8,8
2,1066,541,146,9,9
1,1067,416,145,8,8
2,1067,541,146,9,9
1,1068,418,145,8,8
2,1068,543,147,9,9
1,1069,415,145,8,8
2,1069,542,147,9,9
1,1070,417,145,8,8
2,1070,542,147,9,9
1,1071,419,146,8,8
2,1071,544,147,9,9
1,1072,418,146,8,8
2,1072,544,147,9,9
1,1073,416,146,8,8
2,1073,542,147,9,9
1,1074,418,146,8,8
2,1074,544,147,9,9
1,1075,417,147,8,8
2,1075,543,148,9,9
1,1076,417,145,8,8
2,1076,543,146,9,9
1,1077,418,144,8,8
2,1077,544,145,9,9
1,1078,418,145,8,8
2,1078,544,146,9,9
1,1079,420,147,8,8
2,1079,546,147,9,9
1,1080,419,148,8,8
2,1080,545,148,9,9
1,1081,416,145,8,8
2,1081,548,146,9,9
1,1082,416,145,8,8
2,1082,548,146,9,9
1,1083,415,146,8,8
2,1083,547,146,9,9
1,1084,417,148,8,8
2,1084,549,147,9,9
1,1085,415,149,8,8
2,1085,548,148,9,9
1,1086,415,147,8,8
2,1086,548,146,9,9
1,1087,420,147,8,8
2,1087,548,147,9,9
1,1088,418,150,8,8
2,1088,546,151,9,9
1,1089,419,151,8,8
2,1089,546,152,9,9
1,1090,419,149,8,8
2,1090,546,149,9,9
1,1091,419,150,8,8
2,1091,546,150,9,9
1,1092,421,152,8,8
2,1092,549,153,9,9
1,1093,421,150,8,8
2,1093,548,151,9,9
1,1094,420,152,8,8
2,1094,547,152,9,9
1,1095,420,151,8,8
2,1095,548,152,9,9
1,1096,423,151,8,8
2,1096,551,151,9,9
1,1097,422,151,8,8
2,1097,550,150,9,9
1,1098,422,151,8,8
2,1098,551,151,9,9
1,1099,423,152,8,8
2,1099,551,153,9,9
1,1100,423,153,8,8
2,1100,551,153,9,9
1,1101,423,152,8,8
2,1101,551,152,9,9
1,1102,423,152,8,8
2,1102,552,152,9,9
1,1103,421,152,8,8
2,1103,550,153,9,9
1,1104,423,152,8,8
2,1104,552,153,9,9
1,1105,423,153,8,8
2,1105,552,153,9,9
1,1106,423,155,8,8
2,1106,553,154,9,9
1,1107,424,153,8,8
2,1107,554,153,9,9
1,1108,423,155,8,8
2,1108,552,155,9,9
1,1109,422,154,8,8
2,1109,551,153,9,9
1,1110,425,154,8,8
2,1110,554,153,9,9
1,1111,426,155,8,8
2,1111,555,155,9,9
1,1112,424,158,8,8
2,1112,554,157,9,9
1,1113,426,155,8,8
2,1113,555,154,9,9
1,1114,425,154,8,8
2,1114,555,154,9,9
1,1115,424,155,8,8
2,1115,554,155,9,9
1,1116,426,155,8,8
2,1116,557,154,9,9
1,1117,423,156,8,8
2,1117,560,156,8,8
1,1118,423,157,8,8
2,1118,558,155,8,8
1,1119,425,154,8,8
2,1119,560,153,8,8
1,1120,424,157,8,8
2,1120,560,155,8,8
1,1121,423,158,8,8
2,1121,559,156,8,8
1,1122,424,156,8,8
2,1122,561,154,8,8
1,1123,426,159,8,8
2,1123,558,157,8,8
1,1124,427,160,8,8
2,1124,557,158,8,8
1,1125,429,157,8,8
2,1125,559,157,8,8
1,1126,429,158,8,8
2,1126,560,158,8,8
1,1127,427,158,8,8
2,1127,558,158,8,8
1,1128,429,159,8,8
2,1128,560,159,8,8
1,1129,429,161,8,8
2,1129,560,161,8,8
1,1130,429,160,8,8
2,1130,560,159,8,8
1,1131,429,158,8,8
2,1131,560,157,8,8
1,1132,430,161,8,8
2,1132,561,161,8,8
1,1133,430,162,8,8
2,1133,561,163,8,8
1,1134,429,160,8,8
2,1134,561,159,8,8
1,1135,431,160,8,8
2,1135,563,161,8,8
1,1136,431,162,8,8
2,1136,563,162,8,8
1,1137,431,162,8,8
2,1137,564,163,8,8
1,1138,431,160,8,8
2,1138,563,161,8,8
1,1139,431,161,8,8
2,1139,563,162,8,8
1,1140,430,163,8,8
2,1140,564,164,8,8
1,1141,431,163,8,8
2,1141,564,163,8,8
1,1142,430,161,8,8
2,1142,563,161,8,8
1,1143,431,162,8,8
2,1143,564,163,8,8
1,1144,433,165,8,8
2,1144,565,166,8,8
1,1145,431,164,8,8
2,1145,563,165,8,8
1,1146,432,163,8,8
2,1146,564,164,8,8
1,1147,433,165,8,8
2,1147,566,167,8,8
1,1148,432,168,8,8
2,1148,566,169,8,8
1,1149,432,165,8,8
2,1149,566,166,8,8
1,1150,433,164,8,8
2,1150,567,166,8,8
1,1151,434,167,8,8
2,1151,568,169,8,8
1,1152,434,168,8,8
2,1152,570,168,8,8
1,1153,435,167,8,8
2,1153,572,168,8,8
1,1154,434,170,8,8
2,1154,571,171,8,8
1,1155,432,169,8,8
2,1155,572,170,8,8
1,1156,432,168,8,8
2,1156,572,169,8,8
1,1157,433,172,8,8
2,1157,573,173,8,8
1,1158,433,171,8,8
2,1158,573,173,8,8
1,1159,436,170,8,8
2,1159,570,171,8,8
1,1160,435,172,8,8
2,1160,569,173,8,8
1,1161,436,175,8,8
2,1161,571,176,8,8
1,1162,436,172,8,8
2,1162,572,172,8,8
1,1163,436,175,8,8
2,1163,571,175,8,8
1,1164,436,177,8,8
2,1164,571,177,8,8
1,1165,437,176,8,8
2,1165,573,175,8,8
1,1166,438,176,8,8
2,1166,573,174,8,8
1,1167,439,181,8,8
2,1167,574,178,8,8
1,1168,438,183,8,8
2,1168,573,179,8,8
1,1169,439,181,8,8
2,1169,574,176,8,8
1,1170,439,180,8,8
2,1170,574,175,8,8
1,1171,440,187,8,8
2,1171,575,181,8,8
1,1172,439,188,8,8
2,1172,574,182,8,8
1,1173,440,185,8,8
2,1173,575,178,8,8
1,1174,441,187,8,8
2,1174,577,180,8,8
1,1175,441,187,8,8
2,1175,577,181,8,8
1,1176,440,186,8,8
2,1176,576,180,8,8
1,1177,440,188,8,8
2,1177,576,181,8,8
1,1178,444,191,8,8
2,1178,580,184,8,8
1,1179,443,192,8,8
2,1179,579,186,8,8
1,1180,443,194,8,8
2,1180,578,188,8,8
1,1181,442,193,8,8
2,1181,577,188,8,8
1,1182,443,193,8,8
2,1182,579,188,8,8
1,1183,444,194,8,8
2,1183,581,190,8,8
1,1184,445,195,8,8
2,1184,582,191,8,8
1,1185,444,196,8,8
2,1185,580,193,8,8
1,1186,443,195,8,8
2,1186,580,193,8,8
1,1187,445,196,8,8
2,1187,582,195,8,8
1,1188,442,198,8,8
2,1188,586,196,8,8
1,1189,442,198,8,8
2,1189,587,196,8,8
1,1190,442,198,8,8
2,1190,586,196,8,8
1,1191,442,198,8,8
2,1191,586,197,8,8
1,1192,443,197,8,8
2,1192,586,197,8,8
1,1193,445,198,8,8
2,1193,588,198,8,8
1,1194,445,200,8,8
2,1194,586,202,8,8
1,1195,447,204,8,8
2,1195,585,204,8,8
1,1196,447,201,8,8
2,1196,585,202,8,8
1,1197,448,203,8,8
2,1197,586,203,8,8
1,1198,448,205,8,8
2,1198,587,205,8,8
1,1199,449,205,8,8
2,1199,588,204,8,8
1,1200,449,206,8,8
2,1200,587,206,8,8
1,1201,448,207,8,8
2,1201,587,207,8,8
1,1202,449,207,8,8
2,1202,588,206,8,8
1,1203,449,209,8,8
2,1203,588,208,8,8
1,1204,449,210,8,8
2,1204,588,209,8,8
1,1205,449,208,8,8
2,1205,588,208,8,8
1,1206,450,210,8,8
2,1206,589,209,8,8
1,1207,451,213,8,8
2,1207,590,211,8,8
1,1208,451,213,8,8
2,1208,590,211,8,8
1,1209,450,213,8,8
2,1209,590,211,8,8
1,1210,451,214,8,8
2,1210,591,212,8,8
1,1211,451,216,8,8
2,1211,591,214,8,8
1,1212,451,215,8,8
2,1212,591,213,8,8
1,1213,452,215,8,8
2,1213,592,213,8,8
1,1214,452,217,8,8
2,1214,593,213,8,8
1,1215,451,217,8,8
2,1215,592,214,8,8
1,1216,452,218,8,8
2,1216,592,215,8,8
1,1217,452,220,8,8
2,1217,592,217,8,8
1,1218,452,219,8,8
2,1218,593,215,8,8
1,1219,452,219,8,8
2,1219,594,215,8,8
1,1220,453,221,8,8
2,1220,594,217,8,8
1,1221,453,221,8,8
2,1221,595,217,8,8
1,1222,454,221,8,8
2,1222,595,217,8,8
1,1223,454,222,8,8
2,1223,595,218,8,8
1,1224,451,221,8,8
2,1224,599,216,8,8
1,1225,450,222,8,8
2,1225,599,218,8,8
1,1226,450,223,8,8
2,1226,599,218,8,8
1,1227,451,222,8,8
2,1227,599,218,8,8
1,1228,451,222,8,8
2,1228,600,219,8,8
1,1229,451,223,8,8
2,1229,601,220,8,8
1,1230,454,224,8,8
2,1230,597,221,8,8
1,1231,454,225,8,8
2,1231,597,222,8,8
1,1232,455,225,8,8
2,1232,597,223,8,8
1,1233,456,226,8,8
2,1233,599,223,8,8
1,1234,456,228,8,8
2,1234,600,225,8,8
1,1235,455,227,8,8
2,1235,599,223,8,8
1,1236,456,228,8,8
2,1236,599,225,8,8
1,1237,456,229,8,8
2,1237,600,226,8,8
1,1238,457,229,8,8
2,1238,601,225,8,8
1,1239,458,229,8,8
2,1239,602,226,8,8
1,1240,457,230,8,8
2,1240,601,226,8,8
1,1241,457,230,8,8
2,1241,602,227,8,8
1,1242,457,231,8,8
2,1242,602,228,8,8
1,1243,458,232,8,8
2,1243,603,228,8,8
1,1244,459,233,8,8
2,1244,604,229,8,8
1,1245,458,233,8,8
2,1245,603,229,8,8
1,1246,459,232,8,8
2,1246,603,229,8,8
1,1247,459,233,8,8
2,1247,604,231,8,8
1,1248,460,234,8,8
2,1248,604,232,8,8
1,1249,459,233,8,8
2,1249,604,231,8,8
1,1250,460,235,8,8
2,1250,604,232,8,8
1,1251,460,235,8,8
2,1251,605,232,8,8
1,1252,461,236,8,8
2,1252,606,233,8,8
1,1253,459,236,8,8
2,1253,605,233,8,8
1,1254,459,237,8,8
2,1254,605,234,8,8
1,1255,460,238,8,8
2,1255,606,235,8,8
1,1256,459,238,8,8
2,1256,606,235,8,8
1,1257,460,237,8,8
2,1257,607,234,8,8
1,1258,460,239,8,8
2,1258,607,235,8,8
1,1259,459,239,8,8
2,1259,606,235,8,8
1,1260,457,238,8,8
2,1260,610,233,8,8
1,1261,458,241,8,8
2,1261,611,235,8,8
1,1262,458,240,8,8
2,1262,612,235,8,8
1,1263,457,240,8,8
2,1263,612,235,8,8
1,1264,457,241,8,8
2,1264,611,237,8,8
1,1265,459,242,8,8
2,1265,612,237,8,8
1,1266,462,242,8,8
2,1266,610,238,8,8
1,1267,461,243,8,8
2,1267,610,238,8,8
1,1268,462,244,8,8
2,1268,610,239,8,8
1,1269,462,245,8,8
2,1269,610,241,8,8
1,1270,461,246,8,8
2,1270,610,242,8,8
1,1271,462,244,8,8
2,1271,611,241,8,8
1,1272,463,245,8,8
2,1272,612,242,8,8
1,1273,462,247,8,8
2,1273,611,245,8,8
1,1274,461,245,8,8
2,1274,611,244,8,8
1,1275,462,245,8,8
2,1275,611,244,8,8
1,1276,463,247,8,8
2,1276,612,247,8,8
1,1277,464,247,8,8
2,1277,613,247,8,8
1,1278,463,246,8,8
2,1278,612,247,8,8
1,1279,462,248,8,8
2,1279,612,248,8,8
1,1280,463,248,8,8
2,1280,613,250,8,8
1,1281,464,246,8,8
2,1281,613,249,8,8
1,1282,464,246,8,8
2,1282,614,250,8,8
1,1283,463,248,8,8
2,1283,614,252,8,8
1,1284,464,248,8,8
2,1284,615,252,8,8
1,1285,464,248,8,8
2,1285,615,253,8,8
1,1286,465,248,8,8
2,1286,616,254,8,8
1,1287,466,249,8,8
2,1287,616,256,8,8
1,1288,466,249,8,8
2,1288,616,256,8,8
1,1289,466,250,8,8
2,1289,616,256,8,8
1,1290,466,250,8,8
2,1290,617,257,8,8
1,1291,467,252,8,8
2,1291,617,259,8,8
1,1292,466,252,8,8
2,1292,617,259,8,8
1,1293,467,252,8,8
2,1293,617,259,8,8
1,1294,468,253,8,8
2,1294,619,260,8,8
1,1295,468,255,8,8
2,1295,623,261,8,8
1,1296,464,254,8,8
2,1296,623,261,8,8
1,1297,464,253,8,8
2,1297,623,261,8,8
1,1298,465,255,8,8
2,1298,623,262,8,8
1,1299,465,257,8,8
2,1299,624,263,8,8
1,1300,466,257,8,8
2,1300,624,262,8,8
1,1301,465,258,8,8
2,1301,625,263,8,8
1,1302,469,260,8,8
2,1302,622,264,8,8
1,1303,469,260,8,8
2,1303,622,265,8,8
1,1304,469,263,8,8
2,1304,621,266,8,8
1,1305,470,264,8,8
2,1305,622,266,8,8
1,1306,470,263,8,8
2,1306,622,265,8,8
1,1307,470,265,8,8
2,1307,622,266,8,8
1,1308,470,266,8,8
2,1308,622,267,8,8
1,1309,470,266,8,8
2,1309,625,267,8,8
1,1310,470,266,8,8
2,1310,624,268,8,8
1,1311,470,267,8,8
2,1311,625,269,8,8
1,1312,470,268,8,8
2,1312,625,269,8,8
1,1313,471,269,8,8
2,1313,626,270,8,8
1,1314,471,271,8,8
2,1314,625,272,8,8
1,1315,471,272,8,8
2,1315,625,272,8,8
1,1316,472,272,8,8
2,1316,626,272,8,8
1,1317,473,273,8,8
2,1317,627,273,8,8
1,1318,474,274,8,8
2,1318,628,274,8,8
1,1319,473,273,8,8
2,1319,627,273,8,8
1,1320,473,274,8,8
2,1320,626,274,8,8
1,1321,474,275,8,8
2,1321,628,276,8,8
1,1322,474,275,8,8
2,1322,629,275,8,8
1,1323,474,276,8,8
2,1323,629,276,8,8
1,1324,475,277,8,8
2,1324,630,276,8,8
1,1325,475,278,8,8
2,1325,630,278,8,8
1,1326,476,278,8,8
2,1326,630,279,8,8
1,1327,476,278,8,8
2,1327,631,279,8,8
1,1328,476,278,8,8
2,1328,631,279,8,8
1,1329,477,279,8,8
2,1329,632,280,8,8
1,1330,478,279,8,8
2,1330,633,281,8,8
1,1331,472,278,8,8
2,1331,636,281,8,8
1,1332,472,280,8,8
2,1332,636,282,8,8
1,1333,474,280,8,8
2,1333,637,283,8,8
1,1334,474,279,8,8
2,1334,639,283,8,8
1,1335,474,281,8,8
2,1335,639,284,8,8
1,1336,475,282,8,8
2,1336,639,285,8,8
1,1337,475,281,8,8
2,1337,638,285,8,8
1,1338,478,283,8,8
2,1338,636,286,8,8
1,1339,481,285,8,8
2,1339,637,288,8,8
1,1340,481,286,8,8
2,1340,637,290,8,8
1,1341,481,286,8,8
2,1341,636,289,8,8
1,1342,480,286,8,8
2,1342,638,289,8,8
1,1343,482,287,8,8
2,1343,640,290,8,8
1,1344,481,287,8,8
2,1344,639,291,8,8
1,1345,481,286,8,8
2,1345,639,291,8,8
1,1346,482,288,8,8
2,1346,640,292,8,8
1,1347,486,290,8,8
2,1347,641,294,8,8
1,1348,486,289,8,8
2,1348,641,292,8,8
1,1349,485,288,8,8
2,1349,641,292,8,8
1,1350,484,290,8,8
2,1350,642,295,8,8
1,1351,484,290,8,8
2,1351,642,295,8,8
1,1352,483,289,8,8
2,1352,642,293,8,8
1,1353,484,291,8,8
2,1353,643,294,8,8
1,1354,485,292,8,8
2,1354,643,296,8,8
1,1355,484,291,8,8
2,1355,644,296,8,8
1,1356,484,292,8,8
2,1356,645,297,8,8
1,1357,486,293,8,8
2,1357,645,296,8,8
1,1358,488,293,8,8
2,1358,646,296,8,8
1,1359,488,294,8,8
2,1359,646,298,8,8
1,1360,488,294,8,8
2,1360,647,297,8,8
1,1361,488,293,8,8
2,1361,648,297,8,8
1,1362,487,295,8,8
2,1362,647,298,8,8
1,1363,488,294,8,8
2,1363,647,298,8,8
1,1364,487,295,8,8
2,1364,648,299,8,8
1,1365,487,296,8,8
2,1365,648,300,8,8
1,1366,489,296,8,8
2,1366,649,298,8,8
1,1367,485,296,8,8
2,1367,654,298,8,8
1,1368,484,296,8,8
2,1368,655,299,8,8
1,1369,484,296,8,8
2,1369,655,298,8,8
1,1370,485,297,8,8
2,1370,655,300,8,8
1,1371,485,298,8,8
2,1371,656,300,8,8
1,1372,485,297,8,8
2,1372,657,298,8,8
1,1373,485,299,8,8
2,1373,654,299,8,8
1,1374,488,301,8,8
2,1374,653,301,8,8
1,1375,489,299,8,8
2,1375,655,299,8,8
1,1376,489,300,8,8
2,1376,655,301,8,8
1,1377,490,301,8,8
2,1377,655,302,8,8
1,1378,489,301,8,8
2,1378,655,302,8,8
1,1379,489,302,8,8
2,1379,655,302,8,8
1,1380,491,301,8,8
2,1380,656,302,8,8
1,1381,491,302,8,8
2,1381,658,302,8,8
1,1382,491,304,8,8
2,1382,658,304,8,8
1,1383,491,303,8,8
2,1383,658,303,8,8
1,1384,491,303,8,8
2,1384,658,304,8,8
1,1385,492,305,8,8
2,1385,659,306,8,8
1,1386,492,305,8,8
2,1386,660,305,8,8
1,1387,494,305,8,8
2,1387,660,305,8,8
1,1388,493,306,8,8
2,1388,660,306,8,8
1,1389,494,306,8,8
2,1389,661,306,8,8
1,1390,494,306,8,8
2,1390,662,306,8,8
1,1391,494,306,8,8
2,1391,662,306,8,8
1,1392,494,307,8,8
2,1392,663,308,8,8
1,1393,494,309,8,8
2,1393,663,309,8,8
1,1394,494,307,8,8
2,1394,663,308,8,8
1,1395,495,307,8,8
2,1395,663,309,8,8
1,1396,495,309,8,8
2,1396,665,310,8,8
1,1397,496,309,8,8
2,1397,665,310,8,8
1,1398,496,309,8,8
2,1398,665,310,8,8
1,1399,494,310,8,8
2,1399,666,311,8,8
1,1400,496,310,8,8
2,1400,666,312,8,8
1,1401,496,310,8,8
2,1401,667,312,8,8
1,1402,497,312,8,8
2,1402,668,314,8,8
1,1403,495,312,8,8
2,1403,672,312,8,8
1,1404,495,311,8,8
2,1404,671,311,8,8
1,1405,495,313,8,8
2,1405,672,314,8,8
1,1406,495,314,8,8
2,1406,673,315,8,8
1,1407,496,313,8,8
2,1407,674,314,8,8
1,1408,496,315,8,8
2,1408,675,315,8,8
1,1409,495,317,8,8
2,1409,669,319,8,8
1,1410,497,316,8,8
2,1410,670,318,8,8
1,1411,499,317,8,8
2,1411,672,318,8,8
1,1412,498,318,8,8
2,1412,672,320,8,8
1,1413,499,319,8,8
2,1413,673,320,8,8
1,1414,499,318,8,8
2,1414,673,320,8,8
1,1415,499,320,8,8
2,1415,673,322,8,8
1,1416,500,321,8,8
2,1416,674,324,8,8
1,1417,500,320,8,8
2,1417,675,324,8,8
1,1418,503,321,8,8
2,1418,674,323,8,8
1,1419,503,324,8,8
2,1419,675,325,8,8
1,1420,502,325,8,8
2,1420,675,327,8,8
1,1421,501,323,8,8
2,1421,674,326,8,8
1,1422,503,325,8,8
2,1422,676,328,8,8
1,1423,502,327,8,8
2,1423,676,331,8,8
1,1424,503,327,8,8
2,1424,676,330,8,8
1,1425,502,326,8,8
2,1425,677,331,8,8
1,1426,503,329,8,8
2,1426,677,334,8,8
1,1427,504,330,8,8
2,1427,678,335,8,8
1,1428,505,329,8,8
2,1428,679,335,8,8
