Adjusted Timestamp,Timestamp,UTC,Callsign,Latitude,Longitude,Altitude,Speed,Direction
-9302,1580982410,2020-02-06T09:46:50Z,EZY82KE,36.674679,-4.492181,0,0,180
-9206,1580982506,2020-02-06T09:48:26Z,EZY82KE,36.674446,-4.492006,0,9,331
-9186,1580982526,2020-02-06T09:48:46Z,EZY82KE,36.674252,-4.491806,0,10,357
-9168,1580982544,2020-02-06T09:49:04Z,EZY82KE,36.674046,-4.491763,0,9,36
-9143,1580982569,2020-02-06T09:49:29Z,EZY82KE,36.673805,-4.491976,0,10,42
-9121,1580982591,2020-02-06T09:49:51Z,EZY82KE,36.673595,-4.49221,0,10,59
-9104,1580982608,2020-02-06T09:50:08Z,EZY82KE,36.673439,-4.492435,0,10,90
-9083,1580982629,2020-02-06T09:50:29Z,EZY82KE,36.673412,-4.492692,0,9,129
-9063,1580982649,2020-02-06T09:50:49Z,EZY82KE,36.673561,-4.492941,0,9,135
-9042,1580982670,2020-02-06T09:51:10Z,EZY82KE,36.673737,-4.493151,0,10,132
-9021,1580982691,2020-02-06T09:51:31Z,EZY82KE,36.673908,-4.49338,0,10,132
-8882,1580982830,2020-02-06T09:53:50Z,EZY82KE,36.673656,-4.493204,0,17,151
-8876,1580982836,2020-02-06T09:53:56Z,EZY82KE,36.673428,-4.493279,0,21,188
-8870,1580982842,2020-02-06T09:54:02Z,EZY82KE,36.673271,-4.493525,0,21,227
-8863,1580982849,2020-02-06T09:54:09Z,EZY82KE,36.673248,-4.49373,0,17,250
-8855,1580982857,2020-02-06T09:54:17Z,EZY82KE,36.673386,-4.494022,0,17,295
-8842,1580982870,2020-02-06T09:54:30Z,EZY82KE,36.673595,-4.494314,0,15,309
-8834,1580982878,2020-02-06T09:54:38Z,EZY82KE,36.673759,-4.494533,0,16,312
-8824,1580982888,2020-02-06T09:54:48Z,EZY82KE,36.673943,-4.494781,0,19,312
-8813,1580982899,2020-02-06T09:54:59Z,EZY82KE,36.674274,-4.495254,0,24,312
-8807,1580982905,2020-02-06T09:55:05Z,EZY82KE,36.674458,-4.495511,0,26,312
-8801,1580982911,2020-02-06T09:55:11Z,EZY82KE,36.674664,-4.495797,0,28,312
-8795,1580982917,2020-02-06T09:55:17Z,EZY82KE,36.674892,-4.496126,0,30,312
-8789,1580982923,2020-02-06T09:55:23Z,EZY82KE,36.675133,-4.496455,0,33,312
-8783,1580982929,2020-02-06T09:55:29Z,EZY82KE,36.67543,-4.49687,0,15,312
-8777,1580982935,2020-02-06T09:55:35Z,EZY82KE,36.675716,-4.497271,0,16,312
-8767,1580982945,2020-02-06T09:55:45Z,EZY82KE,36.676193,-4.497952,0,17,312
-8761,1580982951,2020-02-06T09:55:51Z,EZY82KE,36.676552,-4.498448,0,18,312
-8755,1580982957,2020-02-06T09:55:57Z,EZY82KE,36.676891,-4.498916,0,19,312
-8743,1580982969,2020-02-06T09:56:09Z,EZY82KE,36.677681,-4.500026,0,21,312
-8737,1580982975,2020-02-06T09:56:15Z,EZY82KE,36.678089,-4.500611,0,22,312
-8731,1580982981,2020-02-06T09:56:21Z,EZY82KE,36.678566,-4.501262,0,23,312
-8725,1580982987,2020-02-06T09:56:27Z,EZY82KE,36.678989,-4.501863,0,24,312
-8719,1580982993,2020-02-06T09:56:33Z,EZY82KE,36.679485,-4.502539,0,25,312
-8713,1580982999,2020-02-06T09:56:39Z,EZY82KE,36.679905,-4.503138,0,20,312
-8701,1580983011,2020-02-06T09:56:51Z,EZY82KE,36.680523,-4.504008,0,17,312
-8695,1580983017,2020-02-06T09:56:57Z,EZY82KE,36.680859,-4.504467,0,18,312
-8689,1580983023,2020-02-06T09:57:03Z,EZY82KE,36.68121,-4.50495,0,20,312
-8678,1580983034,2020-02-06T09:57:14Z,EZY82KE,36.682011,-4.506097,0,22,312
-8671,1580983041,2020-02-06T09:57:21Z,EZY82KE,36.682476,-4.506732,0,23,312
-8665,1580983047,2020-02-06T09:57:27Z,EZY82KE,36.682884,-4.507317,0,20,312
-8659,1580983053,2020-02-06T09:57:33Z,EZY82KE,36.683208,-4.507769,0,16,312
