1,88,447,461,46,33
1,89,448,460,46,33
1,90,450,460,46,33
1,91,449,462,46,33
1,92,448,461,45,32
1,93,448,460,47,34
1,94,447,462,46,33
1,95,446,461,48,35
1,96,447,460,47,34
1,97,447,462,46,33
1,98,448,460,49,35
1,99,447,459,49,35
1,100,445,461,51,37
1,101,444,460,52,37
1,102,445,459,51,37
1,103,446,459,50,36
1,104,449,460,46,33
1,105,449,463,45,32
1,106,450,461,43,31
1,107,450,461,43,31
1,108,451,464,42,30
1,109,451,464,42,30
1,110,450,461,43,31
1,111,450,462,43,31
1,112,451,464,44,31
1,113,449,463,43,31
1,114,450,462,42,30
1,115,451,463,43,31
1,116,450,464,42,30
1,117,449,460,43,31
1,118,450,464,42,30
1,119,450,463,42,30
1,120,451,460,42,30
1,121,450,462,44,31
1,122,450,463,44,31
1,123,450,462,42,30
1,124,449,461,44,31
1,125,448,461,44,31
1,126,451,463,42,30
1,127,451,464,42,30
1,128,450,463,44,31
1,129,449,460,44,31
1,130,450,462,43,31
1,131,450,465,44,31
1,132,451,464,43,31
1,133,450,463,44,31
1,134,451,463,43,31
1,135,451,464,43,31
1,136,450,463,44,31
1,137,450,464,43,31
1,138,452,464,42,30
1,139,451,464,44,31
1,140,450,464,43,31
1,141,451,464,42,30
1,142,451,464,43,31
1,143,451,464,44,31
1,144,452,464,43,31
1,145,451,464,44,31
1,146,450,464,45,32
1,147,450,464,44,31
1,148,450,464,42,30
1,149,451,464,42,30
1,150,451,464,43,31
1,151,451,462,45,32
1,152,450,462,43,31
1,153,451,463,43,31
1,154,451,463,43,31
1,155,452,463,43,31
1,156,452,463,43,31
1,157,452,465,42,30
1,158,450,464,43,31
1,159,452,462,43,31
1,160,452,464,43,31
1,161,451,464,43,31
1,162,452,462,43,31
1,163,452,465,44,31
1,164,451,464,43,31
1,165,452,463,44,31
1,166,451,463,43,31
1,167,452,466,43,31
1,168,453,465,41,29
1,169,454,466,40,29
1,170,454,466,40,29
1,171,454,466,40,28
1,172,454,467,40,28
1,173,453,466,40,29
1,174,453,464,40,28
1,175,453,464,40,28
1,176,453,464,41,29
1,177,453,463,40,29
1,178,453,464,40,28
1,179,453,466,41,29
1,180,453,465,40,28
1,181,454,464,40,28
1,182,453,465,40,28
1,183,454,465,40,28
1,184,453,465,40,28
1,185,454,465,40,28
1,186,454,464,40,28
1,187,455,465,39,28
1,188,455,467,38,27
1,189,453,467,38,27
1,190,455,467,37,27
1,191,455,467,39,28
1,192,455,466,39,28
1,193,454,465,40,29
1,194,454,465,41,29
1,195,452,468,41,29
1,196,453,465,42,30
1,197,453,465,43,31
1,198,451,467,44,31
1,199,452,463,44,31
1,200,453,463,43,31
1,201,450,466,44,31
1,202,451,464,44,31
1,203,452,465,43,31
1,204,450,466,42,30
1,205,451,463,43,31
1,206,452,466,43,31
1,207,452,465,42,30
1,208,453,465,41,29
1,209,450,464,43,31
1,210,450,464,44,31
1,211,452,463,43,31
1,212,453,465,42,30
1,213,450,464,43,31
1,214,452,463,44,31
1,215,450,465,43,31
1,216,450,464,44,31
1,217,453,463,44,31
1,218,449,463,43,31
1,219,451,465,43,31
1,220,451,464,44,31
1,221,450,463,44,31
1,222,450,464,44,31
1,223,451,464,43,31
1,224,452,465,42,30
1,225,452,464,43,31
1,226,453,463,42,30
1,227,450,463,43,31
1,228,450,463,43,31
1,229,453,463,42,30
1,230,452,463,42,30
1,231,452,463,42,30
1,232,450,462,43,31
1,233,452,465,43,31
1,234,451,464,42,30
1,235,452,463,43,31
1,236,453,465,42,30
1,237,451,462,43,31
1,238,452,462,43,31
1,239,453,464,42,30
1,240,453,466,42,30
1,241,452,462,42,30
1,242,452,462,43,31
1,243,452,467,43,31
1,244,451,466,43,31
1,245,452,462,42,30
1,246,452,462,43,31
1,247,453,465,43,31
1,248,451,464,43,31
1,249,452,464,42,30
1,250,451,463,43,31
1,251,452,465,43,31
1,252,451,465,43,31
1,253,452,465,43,31
1,254,452,466,43,31
1,255,452,466,42,30
1,256,452,464,43,31
1,257,451,464,43,31
1,258,453,466,43,31
1,259,453,466,43,31
1,260,452,464,43,31
1,261,452,465,42,30
1,262,452,465,43,31
1,263,452,465,42,30
1,264,451,464,43,31
1,265,453,466,42,30
1,266,450,464,43,31
1,267,450,464,43,31
1,268,452,465,43,31
1,269,452,467,43,31
1,270,453,467,42,30
1,271,452,464,43,31
1,272,451,465,43,31
1,273,452,465,43,31
1,274,453,466,43,31
1,275,451,467,42,30
1,276,451,465,43,31
1,277,453,464,43,31
