376,6,17,16
377,9,17,16
377,7,17,16
377,5,17,16
375,7,17,16
375,8,17,16
381,8,17,16
377,7,17,16
375,9,17,16
377,7,17,16
377,6,17,16
375,6,17,16
375,2,17,16
372,4,17,16
375,5,17,16
377,2,17,16
375,4,17,16
377,4,17,16
381,4,17,16
381,4,17,16
376,4,17,16
375,5,17,16
380,6,17,16
379,6,17,16
374,7,17,16
376,8,17,16
375,6,17,16
379,5,17,16
376,6,17,16
376,5,17,16
375,6,17,16
372,5,17,16
377,4,17,16
375,5,17,16
377,6,17,16
374,2,17,16
380,6,17,16
384,5,17,16
380,6,17,16
380,5,17,16
382,7,17,16
384,9,17,16
385,9,17,16
386,10,17,16
381,7,17,16
383,9,17,16
382,9,17,16
380,6,17,16
377,10,17,16
379,7,17,16
376,7,17,16
381,9,17,16
384,11,17,16
385,10,17,16
385,9,17,16
387,9,17,16
388,9,17,16
391,11,17,16
391,12,17,16
392,11,17,16
393,10,17,16
393,11,17,16
391,7,17,16
395,10,17,16
393,11,17,16
392,12,17,16
393,9,17,16
390,11,17,16
386,8,17,16
389,10,17,16
388,10,17,16
390,11,17,16
396,9,17,16
393,8,17,16
394,11,17,16
391,10,17,16
392,11,17,16
389,11,17,16
385,10,17,16
383,12,17,16
385,11,17,16
386,10,17,16
381,12,17,16
386,16,17,16
383,16,17,16
386,14,17,16
388,16,17,16
385,16,17,16
390,16,17,16
393,16,17,16
394,17,17,16
395,16,17,16
392,14,17,16
396,16,17,16
398,19,17,16
397,16,17,16
396,16,17,16
391,17,17,16
392,17,17,16
391,17,17,16
394,18,17,16
391,12,17,16
386,12,17,16
388,18,17,16
386,12,17,16
393,14,17,16
394,20,17,16
398,19,17,16
398,15,17,16
396,18,17,16
396,19,17,16
395,12,17,16
398,17,17,16
399,21,17,16
402,17,17,16
402,17,17,16
399,21,17,16
396,17,17,16
396,15,17,16
389,16,17,16
385,17,17,16
385,15,17,16
386,15,17,16
395,20,17,16
387,20,17,16
