counter,time,x,y,w,h
2,80,536,144,15,11
1,80,415,143,13,11
2,80,535,144,15,11
1,80,416,144,13,11
2,80,536,145,15,11
1,80,418,145,13,11
2,80,538,146,15,11
1,80,416,145,13,11
2,80,536,146,15,11
1,80,416,145,13,11
2,80,537,145,15,11
1,80,418,145,13,11
2,80,538,145,15,11
1,80,417,146,13,11
2,80,538,146,15,11
1,80,416,145,13,11
2,80,536,145,15,11
1,80,418,145,13,11
2,80,539,145,15,11
1,81,416,147,13,11
2,81,539,147,15,11
1,81,417,146,13,11
2,81,538,145,15,11
1,81,417,144,13,11
2,81,539,144,15,11
1,81,417,145,13,11
2,81,539,144,15,11
1,81,419,147,13,11
2,81,541,146,15,11
1,81,418,148,13,11
2,81,540,146,15,11
1,81,416,146,13,11
2,81,543,144,15,11
1,81,416,145,13,11
2,81,544,144,15,11
1,81,414,146,13,11
2,81,542,145,15,11
1,81,416,147,13,11
2,81,545,146,15,11
1,81,415,149,13,11
2,81,543,147,15,11
1,82,414,147,13,11
2,82,543,145,15,11
1,82,420,147,13,11
2,82,542,146,15,11
1,82,418,150,13,11
2,82,540,149,15,11
1,82,418,151,13,11
2,82,541,150,15,11
1,82,419,149,13,11
2,82,542,147,15,11
1,82,419,150,13,11
2,82,542,148,15,11
1,82,420,152,13,11
2,82,543,151,15,11
1,82,420,149,13,11
2,82,543,149,15,11
1,82,418,152,13,11
2,82,542,151,15,11
1,82,420,151,13,11
2,82,543,151,15,11
1,83,423,151,13,11
2,83,546,150,15,11
1,83,421,150,13,11
2,83,544,149,15,11
1,83,422,151,13,11
2,83,545,149,15,11
1,83,422,152,13,11
2,83,546,150,15,11
1,83,421,153,13,11
2,83,546,151,15,11
1,83,422,152,13,11
2,83,547,151,15,11
1,83,422,152,13,11
2,83,547,151,15,11
1,83,421,152,13,11
2,83,545,152,15,11
1,83,422,151,13,11
2,83,547,151,15,11
1,83,423,153,13,11
2,83,547,152,15,11
1,84,424,155,13,11
2,84,548,153,15,11
1,84,424,154,13,11
2,84,548,151,15,11
1,84,423,155,13,11
2,84,547,153,15,11
1,84,421,154,13,11
2,84,546,152,15,11
1,84,424,154,13,11
2,84,550,152,15,11
1,84,426,155,13,11
2,84,551,153,15,11
1,84,424,156,13,11
2,84,549,155,15,11
1,84,425,155,13,11
2,84,550,153,15,11
1,84,424,154,13,11
2,84,550,152,15,11
1,84,424,155,13,11
2,84,549,153,15,11
1,84,426,155,13,11
2,84,552,152,15,11
1,85,423,156,13,11
2,85,555,153,15,11
1,85,422,156,13,11
2,85,554,154,15,11
1,85,425,154,13,11
2,85,557,151,15,11
1,85,424,155,13,11
2,85,556,153,15,11
1,85,423,157,13,11
2,85,555,155,15,11
1,85,424,155,13,11
2,85,556,153,15,11
1,85,426,157,13,11
2,85,553,156,15,11
1,85,426,159,13,11
2,85,552,157,15,11
1,85,427,157,13,11
2,85,554,155,15,11
1,85,428,158,13,11
2,85,555,156,15,11
1,86,426,157,13,11
2,86,553,157,15,11
1,86,429,158,13,11
2,86,555,157,15,11
1,86,428,160,13,11
2,86,554,159,15,11
1,86,429,159,13,11
2,86,555,158,15,11
1,86,428,157,13,11
2,86,556,156,15,11
1,86,430,160,13,11
2,86,557,159,15,11
1,86,429,162,13,11
2,86,556,161,15,11
1,86,428,160,13,11
2,86,556,159,15,11
1,86,430,160,13,11
2,86,558,160,15,11
1,86,430,162,13,11
2,86,558,161,15,11
1,86,431,162,13,11
2,86,559,162,15,11
1,87,431,160,13,11
2,87,559,160,15,11
1,87,431,162,13,11
2,87,558,162,15,11
1,87,431,163,13,11
2,87,558,163,15,11
1,87,430,162,13,11
2,87,559,162,15,11
1,87,429,160,13,11
2,87,558,160,15,11
1,87,431,161,13,11
2,87,559,162,15,11
1,87,433,164,13,11
2,87,561,165,15,11
1,87,431,164,13,11
2,87,559,164,15,11
1,87,431,163,13,11
2,87,560,163,15,11
1,87,433,165,13,11
2,87,561,166,15,11
1,88,432,166,13,11
2,88,561,168,15,11
1,88,432,164,13,11
2,88,561,166,15,11
1,88,434,164,13,11
2,88,562,165,15,11
1,88,435,167,13,11
2,88,563,169,15,11
1,88,434,168,13,11
2,88,566,168,15,11
1,88,435,167,13,11
2,88,568,167,15,11
1,88,433,169,13,11
2,88,566,169,15,11
1,88,434,169,13,11
2,88,567,169,15,11
1,88,434,169,13,11
2,88,567,168,15,11
1,88,435,173,13,11
2,88,568,172,15,11
1,89,435,172,13,11
2,89,566,172,15,11
1,89,435,169,13,11
2,89,566,169,15,11
1,89,435,172,13,11
2,89,566,172,15,11
1,89,436,174,13,11
2,89,566,175,15,11
1,89,436,171,13,11
2,89,567,171,15,11
1,89,436,174,13,11
2,89,567,173,15,11
1,89,436,177,13,11
2,89,567,176,15,11
1,89,437,176,13,11
2,89,568,174,15,11
1,89,437,177,13,11
2,89,568,173,15,11
1,90,438,181,13,11
2,90,570,177,15,11
1,90,438,183,13,11
2,90,569,178,15,11
1,90,438,180,13,11
2,90,570,175,15,11
1,90,438,180,13,11
2,90,570,174,15,11
1,90,440,186,13,11
2,90,571,180,15,11
1,90,439,187,13,11
2,90,570,182,15,11
1,90,440,184,13,11
2,90,572,178,15,11
1,90,441,186,13,11
2,90,573,179,15,11
1,90,440,187,13,11
2,90,572,180,15,11
1,90,440,186,13,11
2,90,572,179,15,11
1,90,439,188,13,11
2,90,572,180,15,11
1,91,442,190,13,11
2,91,574,183,15,11
1,91,442,191,13,11
2,91,574,185,15,11
1,91,442,193,13,11
2,91,574,187,15,11
1,91,440,192,13,11
2,91,573,187,15,11
1,91,443,192,13,11
2,91,575,187,15,11
1,91,444,194,13,11
2,91,577,189,15,11
1,91,444,194,13,11
2,91,577,190,15,11
1,91,443,195,13,11
2,91,575,192,15,11
1,91,443,195,13,11
2,91,576,193,15,11
1,91,444,196,13,11
2,91,577,194,15,11
1,92,446,199,13,11
2,92,578,196,15,11
1,92,445,199,13,11
2,92,578,197,15,11
1,92,446,198,13,11
2,92,577,197,15,11
1,92,445,199,13,11
2,92,577,197,15,11
1,92,445,198,13,11
2,92,582,197,15,11
1,92,447,199,13,11
2,92,580,199,15,11
1,92,448,202,13,11
2,92,581,201,15,11
1,92,446,204,13,11
2,92,581,203,15,11
1,92,446,201,13,11
2,92,581,201,15,11
1,92,448,202,13,11
2,92,581,203,15,11
1,92,448,204,13,11
2,92,582,204,15,11
1,93,449,204,13,11
2,93,582,204,15,11
1,93,449,206,13,11
2,93,583,205,15,11
1,93,448,208,13,11
2,93,583,207,15,11
1,93,449,207,13,11
2,93,584,206,15,11
1,93,449,209,13,11
2,93,583,208,15,11
1,93,450,209,13,11
2,93,584,208,15,11
1,93,449,208,13,11
2,93,584,206,15,11
1,93,449,210,13,11
2,93,584,208,15,11
1,93,450,213,13,11
2,93,585,210,15,11
1,93,450,213,13,11
2,93,585,210,15,11
1,94,450,212,13,11
2,94,585,209,15,11
1,94,451,213,13,11
2,94,586,211,15,11
1,94,451,215,13,11
2,94,587,212,15,11
1,94,451,215,13,11
2,94,587,211,15,11
1,94,451,216,13,11
2,94,588,211,15,11
1,94,452,216,13,11
2,94,588,212,15,11
1,94,451,217,13,11
2,94,588,213,15,11
1,94,451,218,13,11
2,94,588,214,15,11
1,94,451,220,13,11
2,94,588,215,15,11
1,94,451,218,13,11
2,94,589,213,15,11
1,95,452,219,13,11
2,95,589,214,15,11
1,95,452,221,13,11
2,95,590,216,15,11
1,95,452,221,13,11
2,95,590,217,15,11
1,95,453,221,13,11
2,95,590,217,15,11
1,95,454,222,13,11
2,95,590,218,15,11
1,95,454,222,13,11
2,95,595,216,15,11
1,95,454,224,13,11
2,95,591,219,15,11
1,95,454,224,13,11
2,95,591,220,15,11
1,95,454,223,13,11
2,95,594,217,15,11
1,95,455,223,13,11
2,95,595,218,15,11
1,95,456,224,13,11
2,95,596,218,15,11
1,96,454,225,13,11
2,96,592,219,15,11
1,96,454,224,13,11
2,96,592,220,15,11
1,96,455,225,13,11
2,96,593,221,15,11
1,96,455,226,13,11
2,96,594,222,15,11
1,96,456,228,13,11
2,96,594,223,15,11
1,96,454,227,13,11
2,96,594,222,15,11
1,96,454,227,13,11
2,96,595,224,15,11
1,96,455,228,13,11
2,96,595,225,15,11
1,96,456,228,13,11
2,96,596,224,15,11
1,96,457,228,13,11
2,96,597,225,15,11
1,97,456,229,13,11
2,97,596,225,15,11
1,97,456,230,13,11
2,97,597,226,15,11
1,97,456,230,13,11
2,97,597,227,15,11
1,97,458,231,13,11
2,97,598,228,15,11
1,97,458,232,13,11
2,97,599,229,15,11
1,97,458,232,13,11
2,97,598,229,15,11
1,97,459,232,13,11
2,97,598,228,15,11
1,97,459,233,13,11
2,97,600,230,15,11
1,97,459,234,13,11
2,97,600,230,15,11
1,97,458,233,13,11
2,97,600,230,15,11
1,97,458,234,13,11
2,97,600,231,15,11
1,98,459,235,13,11
2,98,600,232,15,11
1,98,460,236,13,11
2,98,601,232,15,11
1,98,459,236,13,11
2,98,600,233,15,11
1,98,459,236,13,11
2,98,601,233,15,11
1,98,459,237,13,11
2,98,601,234,15,11
1,98,459,237,13,11
2,98,602,233,15,11
1,98,460,236,13,11
2,98,602,233,15,11
1,98,459,238,13,11
2,98,602,234,15,11
1,98,459,239,13,11
2,98,602,234,15,11
1,98,457,238,13,11
2,98,607,232,15,11
1,99,457,240,13,11
2,99,606,235,15,11
1,99,457,239,13,11
2,99,603,236,15,11
1,99,457,239,13,11
2,99,607,234,15,11
1,99,456,241,13,11
2,99,606,236,15,11
1,99,458,242,13,11
2,99,608,236,15,11
1,99,462,243,13,11
2,99,605,237,15,11
1,99,461,243,13,11
2,99,605,238,15,11
1,99,461,244,13,11
2,99,605,239,15,11
1,99,461,245,13,11
2,99,605,240,15,11
1,99,461,246,13,11
2,99,605,241,15,11
1,100,462,245,13,11
2,100,606,240,15,11
1,100,463,244,13,11
2,100,607,240,15,11
1,100,462,246,13,11
2,100,606,243,15,11
1,100,461,245,13,11
2,100,605,242,15,11
1,100,462,245,13,11
2,100,606,242,15,11
1,100,463,246,13,11
2,100,608,245,15,11
1,100,464,246,13,11
2,100,609,246,15,11
1,100,462,246,13,11
2,100,608,246,15,11
1,100,462,247,13,11
2,100,608,248,15,11
1,100,462,247,13,11
2,100,609,250,15,11
1,101,463,246,13,11
2,101,609,249,15,11
1,101,463,246,13,11
2,101,609,249,15,11
1,101,463,247,13,11
2,101,609,251,15,11
1,101,464,247,13,11
2,101,611,252,15,11
1,101,464,247,13,11
2,101,610,252,15,11
1,101,465,247,13,11
2,101,611,252,15,11
1,101,465,249,13,11
2,101,612,254,15,11
1,101,465,250,13,11
2,101,613,256,15,11
1,101,464,250,13,11
2,101,612,256,15,11
1,101,465,250,13,11
2,101,613,256,15,11
1,101,466,252,13,11
2,101,614,258,15,11
1,102,465,252,13,11
2,102,613,259,15,11
1,102,466,252,13,11
2,102,614,259,15,11
1,102,467,252,13,11
2,102,615,260,15,11
1,102,468,254,13,11
2,102,619,261,15,11
1,102,464,253,13,11
2,102,618,261,15,11
1,102,464,253,13,11
2,102,618,260,15,11
1,102,464,256,13,11
2,102,619,262,15,11
1,102,465,257,13,11
2,102,619,262,15,11
1,102,465,257,13,11
2,102,620,261,15,11
1,102,465,258,13,11
2,102,621,262,15,11
1,103,469,259,13,11
2,103,617,263,15,11
1,103,469,260,13,11
2,103,616,263,15,11
1,103,468,263,13,11
2,103,617,265,15,11
1,103,468,263,13,11
2,103,618,265,15,11
1,103,469,262,13,11
2,103,619,264,15,11
1,103,470,264,13,11
2,103,618,265,15,11
1,103,469,265,13,11
2,103,618,266,15,11
1,103,470,266,13,11
2,103,620,266,15,11
1,103,470,266,13,11
2,103,620,266,15,11
1,103,470,267,13,11
2,103,621,268,15,11
1,104,470,268,13,11
2,104,621,268,15,11
1,104,470,269,13,11
2,104,621,269,15,11
1,104,471,271,13,11
2,104,621,270,15,11
1,104,471,272,13,11
2,104,622,271,15,11
1,104,470,272,13,11
2,104,622,271,15,11
1,104,472,274,13,11
2,104,623,272,15,11
1,104,474,274,13,11
2,104,623,273,15,11
1,104,473,273,13,11
2,104,623,272,15,11
1,104,473,274,13,11
2,104,623,273,15,11
1,104,473,275,13,11
2,104,624,275,15,11
1,104,474,275,13,11
2,104,625,275,15,11
1,105,474,276,13,11
2,105,625,276,15,11
1,105,475,277,13,11
2,105,626,276,15,11
1,105,475,278,13,11
2,105,626,278,15,11
1,105,475,277,13,11
2,105,626,278,15,11
1,105,474,278,13,11
2,105,626,278,15,11
1,105,475,278,13,11
2,105,627,278,15,11
1,105,477,279,13,11
2,105,628,280,15,11
1,105,476,278,13,11
2,105,629,280,15,11
1,105,472,278,13,11
2,105,632,280,15,11
1,105,471,279,13,11
2,105,632,281,15,11
1,106,472,279,13,11
2,106,633,282,15,11
1,106,474,279,13,11
2,106,635,282,15,11
1,106,474,280,13,11
2,106,635,283,15,11
1,106,474,282,13,11
2,106,636,285,15,11
1,106,474,281,13,11
2,106,631,286,15,11
1,106,480,283,13,11
2,106,632,286,15,11
1,106,480,284,13,11
2,106,633,288,15,11
1,106,481,285,13,11
2,106,633,288,15,11
1,106,481,285,13,11
2,106,632,288,15,11
1,106,480,285,13,11
2,106,633,288,15,11
1,107,481,287,13,11
2,107,635,289,15,11
1,107,481,287,13,11
2,107,635,290,15,11
1,107,483,287,13,11
2,107,636,289,15,11
1,107,483,288,13,11
2,107,637,290,15,11
1,107,484,290,13,11
2,107,637,292,15,11
1,107,485,289,13,11
2,107,637,291,15,11
1,107,484,287,13,11
2,107,638,291,15,11
1,107,484,290,13,11
2,107,638,294,15,11
1,107,484,290,13,11
2,107,638,294,15,11
1,107,483,288,13,11
2,107,639,293,15,11
1,107,484,290,13,11
2,107,639,294,15,11
1,108,484,292,13,11
2,108,639,295,15,11
1,108,484,291,13,11
2,108,641,295,15,11
1,108,483,292,13,11
2,108,640,297,15,11
1,108,484,292,13,11
2,108,641,296,15,11
1,108,484,291,13,11
2,108,642,296,15,11
1,108,484,293,13,11
2,108,642,298,15,11
1,108,487,293,13,11
2,108,643,296,15,11
1,108,486,293,13,11
2,108,644,296,15,11
1,108,487,294,13,11
2,108,643,297,15,11
1,108,486,293,13,11
2,108,644,296,15,11
1,108,487,294,13,11
2,108,645,297,15,11
1,109,486,295,13,11
2,109,644,298,15,11
1,109,486,295,13,11
2,109,645,297,15,11
1,109,484,296,13,11
2,109,651,297,15,11
1,109,483,297,13,11
2,109,651,298,15,11
1,109,483,296,13,11
2,109,651,298,15,11
1,109,484,297,13,11
2,109,652,298,15,11
1,109,484,299,13,11
2,109,652,299,15,11
1,109,485,297,13,11
2,109,653,297,15,11
1,109,485,299,13,11
2,109,649,300,15,11
1,109,488,300,13,11
2,109,649,301,15,11
1,110,489,299,13,11
2,110,650,299,15,11
1,110,489,300,13,11
2,110,650,300,15,11
1,110,490,301,13,11
2,110,651,301,15,11
1,110,488,301,13,11
2,110,650,300,15,11
1,110,489,301,13,11
2,110,651,300,15,11
1,110,490,301,13,11
2,110,653,300,15,11
1,110,491,302,13,11
2,110,653,301,15,11
1,110,490,304,13,11
2,110,654,303,15,11
1,110,490,303,13,11
2,110,654,302,15,11
1,110,489,303,13,11
2,110,654,302,15,11
1,110,491,305,13,11
2,110,655,305,15,11
1,111,492,305,13,11
2,111,655,305,15,11
1,111,492,305,13,11
2,111,655,304,15,11
1,111,491,306,13,11
2,111,656,305,15,11
1,111,492,307,13,11
2,111,658,306,15,11
1,111,493,306,13,11
2,111,658,306,15,11
1,111,493,305,13,11
2,111,658,306,15,11
1,111,493,307,13,11
2,111,658,306,15,11
1,111,493,308,13,11
2,111,658,308,15,11
1,111,493,306,13,11
2,111,660,307,15,11
1,111,493,307,13,11
2,111,660,307,15,11
1,112,493,308,13,11
2,112,660,309,15,11
1,112,495,309,13,11
2,112,661,310,15,11
1,112,494,308,13,11
2,112,660,309,15,11
1,112,494,309,13,11
2,112,661,310,15,11
1,112,494,310,13,11
2,112,662,310,15,11
1,112,496,311,13,11
2,112,663,311,15,11
1,112,497,313,13,11
2,112,665,313,15,11
1,112,494,312,13,11
2,112,668,311,15,11
1,112,494,311,13,11
2,112,667,311,15,11
1,112,495,313,13,11
2,112,668,313,15,11
1,112,495,313,13,11
2,112,669,314,15,11
1,113,496,313,13,11
2,113,670,313,15,11
1,113,496,315,13,11
2,113,671,314,15,11
1,113,495,316,13,11
2,113,665,317,15,11
1,113,496,316,13,11
2,113,666,316,15,11
1,113,497,317,13,11
2,113,667,317,15,11
1,113,498,318,13,11
2,113,667,319,15,11
1,113,499,319,13,11
2,113,668,319,15,11
1,113,499,318,13,11
2,113,669,318,15,11
1,113,498,319,13,11
2,113,669,321,15,11
1,114,499,321,13,11
2,114,670,322,15,11
1,114,499,321,13,11
2,114,671,323,15,11
1,114,502,322,13,11
2,114,671,323,15,11
1,114,502,324,13,11
2,114,672,325,15,11
1,114,501,325,13,11
2,114,671,326,15,11
1,114,501,323,13,11
2,114,670,326,15,11
1,114,501,324,13,11
2,114,673,327,15,11
1,114,501,327,13,11
2,114,672,330,15,11
1,114,501,326,13,11
2,114,672,330,15,11
1,114,502,326,13,11
2,114,672,330,15,11
1,114,501,328,13,11
2,114,673,334,15,11
1,115,502,329,13,11
2,115,675,335,15,11
1,115,504,329,13,11
2,115,676,335,15,11
1,115,505,329,13,11
2,115,674,334,15,11
1,115,504,330,13,11
2,115,676,335,15,11
1,115,505,332,13,11
2,115,676,337,15,11
1,115,505,333,13,11
2,115,677,339,15,11
1,115,505,334,13,11
2,115,677,340,15,11
1,115,503,334,13,11
2,115,677,341,15,11
1,115,505,334,13,11
2,115,678,341,15,11
1,115,504,334,13,11
2,115,678,341,15,11
1,116,506,335,13,11
2,116,679,341,15,11
1,116,506,337,13,11
2,116,679,343,15,11
1,116,504,338,13,11
2,116,684,345,15,11
1,116,505,337,13,11
2,116,687,344,15,11
1,116,505,338,13,11
2,116,687,344,15,11
1,116,504,341,13,11
2,116,686,346,15,11
1,116,507,342,13,11
2,116,688,347,15,11
1,116,505,344,13,11
2,116,687,348,15,11
1,116,506,344,13,11
2,116,682,349,15,11
1,116,509,346,13,11
2,116,685,351,15,11
1,116,508,349,13,11
2,116,683,353,15,11
1,117,511,355,13,11
2,117,686,353,15,11
1,117,513,354,13,11
2,117,686,351,15,11
1,117,513,356,13,11
2,117,686,354,15,11
1,117,513,356,13,11
2,117,687,354,15,11
1,117,514,356,13,11
2,117,688,354,15,11
1,117,513,358,13,11
2,117,688,356,15,11
1,117,511,353,13,11
2,117,689,356,15,11
1,117,514,354,13,11
2,117,689,358,15,11
1,117,513,357,13,11
2,117,689,360,15,11
1,117,512,355,13,11
2,117,689,358,15,11
1,118,513,355,13,11
2,118,690,360,15,11
1,118,515,358,13,11
2,118,692,364,15,11
1,118,515,356,13,11
2,118,693,363,15,11
1,118,514,355,13,11
2,118,692,363,15,11
1,118,513,357,13,11
2,118,692,365,15,11
1,118,513,356,13,11
2,118,694,365,15,11
1,118,513,355,13,11
2,118,693,365,15,11
1,118,516,357,13,11
2,118,696,368,15,11
1,118,516,356,13,11
2,118,696,368,15,11
1,118,514,357,13,11
2,118,697,369,15,11
1,118,514,355,13,11
2,118,697,368,15,11
1,119,514,356,13,11
2,119,698,368,15,11
