Adjusted Timestamp,Timestamp,UTC,Callsign,Latitude,Longitude,Altitude,Speed,Direction
-8358,1580982864,2020-02-06T09:54:24Z,RYR81WG,45.508049,12.339036,0,0,271
-8228,1580982994,2020-02-06T09:56:34Z,RYR81WG,45.508049,12.339037,0,0,271
-8058,1580983164,2020-02-06T09:59:24Z,RYR81WG,45.508049,12.339037,0,0,271
-7937,1580983285,2020-02-06T10:01:25Z,RYR81WG,45.508244,12.339297,0,2,210
-7712,1580983510,2020-02-06T10:05:10Z,RYR81WG,45.508541,12.339445,0,14,129
-7695,1580983527,2020-02-06T10:05:27Z,RYR81WG,45.508083,12.340158,0,22,135
-7682,1580983540,2020-02-06T10:05:40Z,RYR81WG,45.507851,12.340712,0,21,115
-7673,1580983549,2020-02-06T10:05:49Z,RYR81WG,45.507664,12.341297,0,25,115
-7662,1580983560,2020-02-06T10:06:00Z,RYR81WG,45.507294,12.341963,0,25,132
-7656,1580983566,2020-02-06T10:06:06Z,RYR81WG,45.507168,12.342175,0,26,132
-7586,1580983636,2020-02-06T10:07:16Z,RYR81WG,45.503368,12.343499,0,28,177
-7576,1580983646,2020-02-06T10:07:26Z,RYR81WG,45.502846,12.343541,0,32,177
-7566,1580983656,2020-02-06T10:07:36Z,RYR81WG,45.502235,12.343597,0,32,177
-7551,1580983671,2020-02-06T10:07:51Z,RYR81WG,45.501331,12.343425,0,28,210
-7545,1580983677,2020-02-06T10:07:57Z,RYR81WG,45.501148,12.343205,0,19,219
-7530,1580983692,2020-02-06T10:08:12Z,RYR81WG,45.500874,12.343009,0,10,194
-7470,1580983752,2020-02-06T10:09:12Z,RYR81WG,45.500576,12.343336,0,17,118
-7462,1580983760,2020-02-06T10:09:20Z,RYR81WG,45.500565,12.343859,0,27,90
-7452,1580983770,2020-02-06T10:09:30Z,RYR81WG,45.500587,12.344597,0,29,90
-7446,1580983776,2020-02-06T10:09:36Z,RYR81WG,45.500507,12.345085,0,27,112
-7440,1580983782,2020-02-06T10:09:42Z,RYR81WG,45.500343,12.345417,0,19,126
-7426,1580983796,2020-02-06T10:09:56Z,RYR81WG,45.500427,12.345756,0,12,50
-7412,1580983810,2020-02-06T10:10:10Z,RYR81WG,45.500908,12.34636,0,24,42
-7402,1580983820,2020-02-06T10:10:20Z,RYR81WG,45.502853,12.34891,0,72,42
-7375,1580983847,2020-02-06T10:10:47Z,RYR81WG,45.514206,12.363543,0,151,42
-7365,1580983857,2020-02-06T10:10:57Z,RYR81WG,45.519241,12.370214,0,154,43
-7354,1580983868,2020-02-06T10:11:08Z,RYR81WG,45.525063,12.378845,425,157,47
-7344,1580983878,2020-02-06T10:11:18Z,RYR81WG,45.529533,12.385812,700,159,47
-7338,1580983884,2020-02-06T10:11:24Z,RYR81WG,45.532558,12.390903,900,163,51
-7330,1580983892,2020-02-06T10:11:32Z,RYR81WG,45.535492,12.399248,1125,172,69
-7322,1580983900,2020-02-06T10:11:40Z,RYR81WG,45.536236,12.407248,1225,185,89
-7302,1580983920,2020-02-06T10:12:00Z,RYR81WG,45.532883,12.433777,1900,204,99
-7296,1580983926,2020-02-06T10:12:06Z,RYR81WG,45.531921,12.443193,2175,209,98
-7287,1580983935,2020-02-06T10:12:15Z,RYR81WG,45.530914,12.453722,2325,212,97
-7276,1580983946,2020-02-06T10:12:26Z,RYR81WG,45.529404,12.470529,2675,213,97
-7269,1580983953,2020-02-06T10:12:33Z,RYR81WG,45.528599,12.479866,2950,211,97
-7263,1580983959,2020-02-06T10:12:39Z,RYR81WG,45.527901,12.488173,3275,209,96
-7257,1580983965,2020-02-06T10:12:45Z,RYR81WG,45.527157,12.496211,3650,207,98
-7251,1580983971,2020-02-06T10:12:51Z,RYR81WG,45.52565,12.504207,4050,204,105
-7244,1580983978,2020-02-06T10:12:58Z,RYR81WG,45.522903,12.511662,4450,204,122
-7238,1580983984,2020-02-06T10:13:04Z,RYR81WG,45.519012,12.518117,4800,205,134
-7229,1580983993,2020-02-06T10:13:13Z,RYR81WG,45.512466,12.524806,5200,210,148
-7220,1580984002,2020-02-06T10:13:22Z,RYR81WG,45.50388,12.528902,5500,223,168
-7197,1580984025,2020-02-06T10:13:45Z,RYR81WG,45.479919,12.51467,5900,265,229
-7190,1580984032,2020-02-06T10:13:52Z,RYR81WG,45.475983,12.504927,6075,271,244
-7182,1580984040,2020-02-06T10:14:00Z,RYR81WG,45.473763,12.489311,6425,274,266
-7162,1580984060,2020-02-06T10:14:20Z,RYR81WG,45.483765,12.457189,7700,261,312
-7154,1580984068,2020-02-06T10:14:28Z,RYR81WG,45.489807,12.449929,8100,260,322
-7147,1580984075,2020-02-06T10:14:35Z,RYR81WG,45.498669,12.442083,8575,260,329
-7139,1580984083,2020-02-06T10:14:43Z,RYR81WG,45.50528,12.436654,8900,263,329
-7131,1580984091,2020-02-06T10:14:51Z,RYR81WG,45.514664,12.428741,9400,267,328
-7119,1580984103,2020-02-06T10:15:03Z,RYR81WG,45.527111,12.417297,10125,273,326
-7106,1580984116,2020-02-06T10:15:16Z,RYR81WG,45.540756,12.403303,10650,291,323
-7095,1580984127,2020-02-06T10:15:27Z,RYR81WG,45.553226,12.389351,10925,310,321
-7083,1580984139,2020-02-06T10:15:39Z,RYR81WG,45.566818,12.373421,11575,319,320
-7071,1580984151,2020-02-06T10:15:51Z,RYR81WG,45.580551,12.356941,12100,330,319
-7040,1580984182,2020-02-06T10:16:22Z,RYR81WG,45.617432,12.312927,14075,336,320
-7008,1580984214,2020-02-06T10:16:54Z,RYR81WG,45.655968,12.267883,16300,336,320
-6978,1580984244,2020-02-06T10:17:24Z,RYR81WG,45.692871,12.225238,18050,343,321
-6914,1580984308,2020-02-06T10:18:28Z,RYR81WG,45.773758,12.132457,21075,366,321
-6852,1580984370,2020-02-06T10:19:30Z,RYR81WG,45.859123,12.033737,23700,388,320
-6792,1580984430,2020-02-06T10:20:30Z,RYR81WG,45.942352,11.936847,26350,393,320
-6731,1580984491,2020-02-06T10:21:31Z,RYR81WG,46.029419,11.83529,28775,399,320
-6669,1580984553,2020-02-06T10:22:33Z,RYR81WG,46.119488,11.729828,30000,413,320
-6607,1580984615,2020-02-06T10:23:35Z,RYR81WG,46.213257,11.619449,31750,420,320
-6546,1580984676,2020-02-06T10:24:36Z,RYR81WG,46.305046,11.512161,33325,416,324
-6484,1580984738,2020-02-06T10:25:38Z,RYR81WG,46.406624,11.429283,34850,409,331
-6424,1580984798,2020-02-06T10:26:38Z,RYR81WG,46.507782,11.349838,36325,402,331
