counter,frame,x,y,w,h
2,937,506,121,11,10
1,938,390,116,9,8
2,938,508,121,11,10
1,939,390,117,9,8
2,939,508,123,11,10
1,940,392,117,9,8
2,940,509,121,11,10
1,941,390,116,9,8
2,941,508,121,11,10
1,942,391,116,9,8
2,942,509,122,11,10
1,943,391,117,9,8
2,943,510,122,11,10
1,944,394,120,9,8
2,944,508,125,11,10
1,945,395,122,9,8
2,945,509,126,11,10
1,946,395,120,9,8
2,946,508,124,11,10
1,947,397,123,9,8
2,947,511,126,11,10
1,948,397,122,9,8
2,948,510,126,11,10
1,949,397,120,9,8
2,949,510,124,11,10
1,950,396,120,9,8
2,950,509,122,11,10
1,951,397,126,9,8
2,951,511,129,11,10
1,952,398,126,9,8
2,952,511,128,11,10
1,953,397,122,9,8
2,953,511,124,11,10
1,954,396,120,9,8
2,954,511,123,11,10
1,955,397,124,9,8
2,955,511,125,11,10
1,956,397,124,9,8
2,956,510,125,11,10
1,957,397,123,9,8
2,957,511,124,11,10
1,958,397,124,9,8
2,958,512,124,11,10
1,959,398,126,9,8
2,959,512,126,11,10
1,960,398,125,9,8
2,960,512,124,11,10
1,961,398,126,9,8
2,961,512,125,11,10
1,962,398,127,9,8
2,962,512,126,11,10
1,963,398,127,9,8
2,963,514,125,11,10
1,964,398,127,9,8
2,964,513,125,11,10
1,965,398,126,9,8
2,965,513,124,11,10
1,966,399,126,9,8
2,966,513,124,11,10
1,967,399,128,9,8
2,967,515,125,11,10
1,968,401,129,9,8
2,968,516,125,11,10
1,969,399,128,9,8
2,969,514,124,11,10
1,970,400,129,9,8
2,970,515,126,11,10
1,971,401,129,9,8
2,971,516,126,11,10
1,972,399,128,9,8
2,972,515,125,11,10
1,973,398,128,9,8
2,973,519,124,11,10
1,974,397,128,9,8
2,974,519,124,11,10
1,975,398,127,9,8
2,975,519,124,11,10
1,976,399,127,9,8
2,976,520,123,11,10
1,977,399,128,9,8
2,977,520,124,11,10
1,978,398,130,9,8
2,978,519,126,11,10
1,979,399,129,9,8
2,979,517,127,11,10
1,980,400,130,9,8
2,980,517,127,11,10
1,981,402,130,9,8
2,981,519,127,11,10
1,982,403,130,9,8
2,982,519,127,11,10
1,983,400,131,9,8
2,983,517,128,11,10
1,984,401,130,9,8
2,984,518,127,11,10
1,985,404,130,9,8
2,985,521,127,11,10
1,986,403,132,9,8
2,986,520,129,11,10
1,987,402,132,9,8
2,987,519,130,11,10
1,988,403,129,9,8
2,988,520,126,11,10
1,989,403,130,9,8
2,989,519,129,11,10
1,990,403,131,9,8
2,990,520,129,11,10
1,991,402,128,9,8
2,991,519,127,11,10
1,992,403,130,9,8
2,992,520,128,11,10
1,993,402,131,9,8
2,993,520,129,11,10
1,994,404,128,9,8
2,994,521,127,11,10
1,995,402,129,9,8
2,995,519,127,11,10
1,996,403,131,9,8
2,996,521,130,11,10
1,997,405,131,9,8
2,997,523,131,11,10
1,998,405,128,9,8
2,998,523,128,11,10
1,999,403,128,9,8
2,999,521,129,11,10
1,1000,404,129,9,8
2,1000,521,128,11,10
1,1001,403,129,9,8
2,1001,522,130,11,10
1,1002,404,131,9,8
2,1002,522,130,11,10
1,1003,406,132,9,8
2,1003,524,132,11,10
1,1004,406,131,9,8
2,1004,524,131,11,10
1,1005,404,129,9,8
2,1005,523,129,11,10
1,1006,404,133,9,8
2,1006,523,134,11,10
1,1007,406,132,9,8
2,1007,524,133,11,10
1,1008,405,128,9,8
2,1008,524,130,11,10
1,1009,401,126,9,8
2,1009,525,128,11,10
1,1010,400,129,9,8
2,1010,525,130,11,10
1,1011,401,127,9,8
2,1011,526,129,11,10
1,1012,404,126,9,8
2,1012,528,128,11,10
1,1013,402,127,9,8
2,1013,528,130,11,10
1,1014,402,131,9,8
2,1014,526,134,11,10
1,1015,403,129,9,8
2,1015,525,133,11,10
1,1016,406,130,9,8
2,1016,526,132,11,10
1,1017,403,129,9,8
2,1017,523,132,11,10
1,1018,406,129,9,8
2,1018,525,133,11,10
1,1019,405,128,9,8
2,1019,524,132,11,10
1,1020,405,131,9,8
2,1020,524,134,11,10
1,1021,406,129,9,8
2,1021,525,132,11,10
1,1022,405,129,9,8
2,1022,525,132,11,10
1,1023,405,130,9,8
2,1023,525,133,11,10
1,1024,405,129,9,8
2,1024,525,133,11,10
1,1025,407,130,9,8
2,1025,527,133,11,10
1,1026,407,132,9,8
2,1026,527,136,11,10
1,1027,406,129,9,8
2,1027,527,131,11,10
1,1028,404,130,9,8
2,1028,524,133,11,10
1,1029,405,134,9,8
2,1029,526,135,11,10
1,1030,407,133,9,8
2,1030,527,135,11,10
1,1031,408,131,9,8
2,1031,529,134,11,10
1,1032,406,134,9,8
2,1032,528,135,11,10
1,1033,407,135,9,8
2,1033,528,136,11,10
1,1034,406,134,9,8
2,1034,528,136,11,10
1,1035,408,132,9,8
2,1035,530,134,11,10
1,1036,409,133,9,8
2,1036,529,134,11,10
1,1037,407,134,9,8
2,1037,528,135,11,10
1,1038,406,134,9,8
2,1038,527,135,11,10
1,1039,409,135,9,8
2,1039,530,136,11,10
1,1040,410,133,9,8
2,1040,531,135,11,10
1,1041,409,134,9,8
2,1041,531,136,11,10
1,1042,409,135,9,8
2,1042,530,136,11,10
1,1043,407,137,9,8
2,1043,530,139,11,10
1,1044,411,136,9,8
2,1044,532,138,11,10
1,1045,408,134,9,8
2,1045,536,136,11,10
1,1046,407,137,10,9
2,1046,535,139,11,10
1,1047,409,139,9,8
2,1047,536,140,11,10
1,1048,410,138,9,8
2,1048,537,140,11,10
1,1049,408,137,9,8
2,1049,536,138,11,10
1,1050,411,139,9,8
2,1050,540,141,11,10
1,1051,409,140,9,8
2,1051,534,143,11,10
1,1052,410,141,9,8
2,1052,532,144,11,10
1,1053,412,140,9,8
2,1053,535,143,11,10
1,1054,414,139,9,8
2,1054,536,142,11,10
1,1055,411,141,9,8
2,1055,534,144,11,10
1,1056,412,141,9,8
2,1056,535,144,11,10
1,1057,414,142,9,8
2,1057,537,145,11,10
1,1058,412,142,9,8
2,1058,536,145,11,10
1,1059,413,139,9,8
2,1059,536,143,11,10
1,1060,414,140,9,8
2,1060,537,145,11,10
1,1061,412,142,9,8
2,1061,535,146,11,10
1,1062,414,142,9,8
2,1062,537,145,11,10
1,1063,414,141,9,8
2,1063,536,145,11,10
1,1064,414,143,9,8
2,1064,538,147,11,10
1,1065,414,143,9,8
2,1065,538,146,11,10
1,1066,414,143,9,8
2,1066,538,147,11,10
1,1067,415,144,9,8
2,1067,539,147,11,10
1,1068,417,145,9,8
2,1068,541,148,11,10
1,1069,415,145,9,8
2,1069,539,148,11,10
1,1070,415,145,9,8
2,1070,540,148,11,10
1,1071,418,145,9,8
2,1071,541,147,11,10
1,1072,416,146,9,8
2,1072,541,148,11,10
1,1073,415,145,9,8
2,1073,540,148,11,10
1,1074,418,145,9,8
2,1074,542,147,11,10
1,1075,415,147,9,8
2,1075,541,149,11,10
1,1076,416,146,9,8
2,1076,540,147,11,10
1,1077,417,144,9,8
2,1077,541,145,11,10
1,1078,417,145,9,8
2,1078,542,147,11,10
1,1079,418,147,9,8
2,1079,543,148,11,10
1,1080,418,147,9,8
2,1080,542,149,11,10
1,1081,417,146,9,8
2,1081,546,146,11,10
1,1082,416,145,9,8
2,1082,547,146,11,10
1,1083,414,145,9,8
2,1083,545,147,11,10
1,1084,416,147,9,8
2,1084,547,148,11,10
1,1085,414,148,9,8
2,1085,546,149,11,10
1,1086,415,146,9,8
2,1086,546,147,11,10
1,1087,418,147,9,8
2,1087,545,148,11,10
1,1088,417,150,9,8
2,1088,544,151,11,10
1,1089,418,151,9,8
2,1089,544,152,11,10
1,1090,418,149,9,8
2,1090,545,149,11,10
1,1091,419,150,9,8
2,1091,545,151,11,10
1,1092,420,152,9,8
2,1092,547,153,11,10
1,1093,419,149,9,8
2,1093,546,151,11,10
1,1094,418,151,9,8
2,1094,545,153,11,10
1,1095,419,151,9,8
2,1095,545,152,11,10
1,1096,422,150,9,8
2,1096,548,151,11,10
1,1097,420,150,9,8
2,1097,548,152,11,10
1,1098,421,151,9,8
2,1098,548,151,11,10
1,1099,421,152,9,8
2,1099,548,153,11,10
1,1100,421,152,9,8
2,1100,548,154,11,10
1,1101,422,152,9,8
2,1101,549,153,11,10
1,1102,421,152,9,8
2,1102,549,153,11,10
1,1103,420,152,9,8
2,1103,547,153,11,10
1,1104,422,151,9,8
2,1104,549,153,11,10
1,1105,422,153,9,8
2,1105,550,154,11,10
1,1106,423,155,9,8
2,1106,551,155,11,10
1,1107,423,153,9,8
2,1107,552,153,11,10
1,1108,423,154,9,8
2,1108,551,156,11,10
1,1109,421,154,9,8
2,1109,549,154,11,10
1,1110,423,154,9,8
2,1110,552,154,11,10
1,1111,425,154,9,8
2,1111,554,155,11,10
1,1112,423,157,9,8
2,1112,552,157,11,10
1,1113,424,155,9,8
2,1113,553,155,11,10
1,1114,424,155,9,8
2,1114,552,155,11,10
1,1115,423,155,9,8
2,1115,552,155,11,10
1,1116,425,154,9,8
2,1116,554,155,11,10
1,1117,423,156,9,8
2,1117,557,155,11,10
1,1118,422,156,9,8
2,1118,557,157,11,10
1,1119,423,154,9,8
2,1119,559,154,11,10
1,1120,424,156,9,8
2,1120,558,155,11,10
1,1121,422,158,9,8
2,1121,557,158,11,10
1,1122,423,155,9,8
2,1122,558,156,11,10
1,1123,425,158,9,8
2,1123,555,158,11,10
1,1124,425,159,9,8
2,1124,555,160,11,10
1,1125,427,157,9,8
2,1125,558,157,11,10
1,1126,428,158,9,8
2,1126,558,159,11,10
1,1127,426,157,9,8
2,1127,557,159,11,10
1,1128,428,158,9,8
2,1128,559,159,11,10
1,1129,427,160,9,8
2,1129,558,162,11,10
1,1130,428,159,9,8
2,1130,558,160,11,10
1,1131,428,157,9,8
2,1131,558,159,11,10
1,1132,429,160,9,8
2,1132,560,162,11,10
1,1133,429,161,9,8
2,1133,560,164,11,10
1,1134,428,159,9,8
2,1134,559,161,11,10
1,1135,429,161,9,8
2,1135,561,162,11,10
1,1136,430,162,9,8
2,1136,560,164,11,10
1,1137,430,162,9,8
2,1137,561,164,11,10
1,1138,429,160,9,8
2,1138,561,162,11,10
1,1139,430,162,9,8
2,1139,561,163,11,10
1,1140,430,163,9,8
2,1140,561,165,11,10
1,1141,430,162,9,8
2,1141,561,165,11,10
1,1142,429,161,9,8
2,1142,561,163,11,10
1,1143,430,162,9,8
2,1143,563,164,11,10
1,1144,432,164,9,8
2,1144,564,167,11,10
1,1145,430,163,9,8
2,1145,562,166,11,10
1,1146,430,162,9,8
2,1146,562,165,11,10
1,1147,432,164,9,8
2,1147,564,168,11,10
1,1148,431,166,9,8
2,1148,563,169,11,10
1,1149,432,164,9,8
2,1149,564,168,11,10
1,1150,432,164,9,8
2,1150,565,168,11,10
1,1151,434,166,9,8
2,1151,566,170,11,10
1,1152,433,167,9,8
2,1152,568,170,11,10
1,1153,433,167,9,8
2,1153,570,169,11,10
1,1154,433,170,9,8
2,1154,569,172,11,10
1,1155,434,169,9,8
2,1155,570,171,11,10
1,1156,434,168,9,8
2,1156,571,171,11,10
1,1157,434,172,9,8
2,1157,571,174,11,10
1,1158,435,171,9,8
2,1158,568,175,11,10
1,1159,435,169,9,8
2,1159,568,172,11,10
1,1160,434,171,9,8
2,1160,568,174,11,10
1,1161,435,174,9,8
2,1161,569,176,11,10
1,1162,436,171,9,8
2,1162,570,173,11,10
1,1163,435,174,9,8
2,1163,570,176,11,10
1,1164,436,177,9,8
2,1164,570,177,11,10
1,1165,436,176,9,8
2,1165,570,176,11,10
1,1166,437,176,9,8
2,1166,571,176,11,10
1,1167,438,181,9,8
2,1167,572,180,11,10
1,1168,437,182,9,8
2,1168,571,180,11,10
1,1169,437,180,9,8
2,1169,572,178,11,10
1,1170,438,180,9,8
2,1170,573,177,11,10
1,1171,439,186,9,8
2,1171,573,182,11,10
1,1172,438,187,9,8
2,1172,573,184,11,10
1,1173,439,184,9,8
2,1173,574,180,11,10
1,1174,440,187,9,8
2,1174,576,181,11,10
1,1175,439,187,9,8
2,1175,575,183,11,10
1,1176,439,186,9,8
2,1176,575,182,11,10
1,1177,439,188,9,8
2,1177,574,182,11,10
1,1178,442,190,9,8
2,1178,577,186,11,10
1,1179,442,191,9,8
2,1179,577,187,11,10
1,1180,441,193,9,8
2,1180,577,190,11,10
1,1181,440,192,9,8
2,1181,576,188,11,10
1,1182,442,192,9,8
2,1182,578,190,11,10
1,1183,444,194,9,8
2,1183,579,191,11,10
1,1184,444,194,9,8
2,1184,580,193,11,10
1,1185,442,196,9,8
2,1185,579,194,11,10
1,1186,442,195,9,8
2,1186,579,194,11,10
1,1187,444,195,9,8
2,1187,580,196,11,10
1,1188,445,198,9,8
2,1188,585,197,11,10
1,1189,445,198,9,8
2,1189,585,198,11,10
1,1190,445,198,9,8
2,1190,584,198,11,10
1,1191,444,198,9,8
2,1191,584,198,11,10
1,1192,444,198,9,8
2,1192,584,199,11,10
1,1193,447,198,9,8
2,1193,587,199,11,10
1,1194,447,202,9,8
2,1194,585,203,11,10
1,1195,446,203,9,8
2,1195,583,206,11,10
1,1196,445,200,9,8
2,1196,583,203,11,10
1,1197,447,202,9,8
2,1197,584,204,11,10
1,1198,447,204,9,8
2,1198,585,207,11,10
1,1199,448,204,9,8
2,1199,586,206,11,10
1,1200,448,205,9,8
2,1200,586,207,11,10
1,1201,447,207,9,8
2,1201,585,209,11,10
1,1202,448,206,9,8
2,1202,586,208,11,10
1,1203,449,208,9,8
2,1203,586,209,11,10
1,1204,448,210,9,8
2,1204,587,210,11,10
1,1205,448,208,9,8
2,1205,587,209,11,10
1,1206,449,210,9,8
2,1206,588,210,11,10
1,1207,449,213,9,8
2,1207,589,212,11,10
1,1208,450,212,9,8
2,1208,588,213,11,10
1,1209,449,212,9,8
2,1209,589,211,11,10
1,1210,450,214,9,8
2,1210,589,213,11,10
1,1211,450,215,9,8
2,1211,589,214,11,10
1,1212,450,215,9,8
2,1212,590,214,11,10
1,1213,450,215,9,8
2,1213,591,214,11,10
1,1214,451,216,9,8
2,1214,591,215,11,10
1,1215,451,216,9,8
2,1215,590,215,11,10
1,1216,451,217,9,8
2,1216,591,216,11,10
1,1217,451,219,9,8
2,1217,591,217,11,10
1,1218,450,218,9,8
2,1218,591,216,11,10
1,1219,452,219,9,8
2,1219,593,217,11,10
1,1220,452,221,9,8
2,1220,593,218,11,10
1,1221,452,221,9,8
2,1221,593,218,11,10
1,1222,453,221,9,8
2,1222,594,219,11,10
1,1223,452,222,9,8
2,1223,594,219,11,10
1,1224,453,222,9,8
2,1224,598,218,11,10
1,1225,453,223,9,8
2,1225,598,219,11,10
1,1226,453,224,9,8
2,1226,597,220,11,10
1,1227,452,223,9,8
2,1227,597,219,11,10
1,1228,453,223,9,8
2,1228,599,220,11,10
1,1229,455,224,9,8
2,1229,599,220,11,10
1,1230,453,224,9,8
2,1230,595,222,11,10
1,1231,453,224,9,8
2,1231,595,223,11,10
1,1232,453,225,9,8
2,1232,595,223,11,10
1,1233,454,225,9,8
2,1233,596,224,11,10
1,1234,455,227,9,8
2,1234,597,226,11,10
1,1235,454,227,9,8
2,1235,597,225,11,10
1,1236,454,228,9,8
2,1236,597,226,11,10
1,1237,455,228,9,8
2,1237,597,226,11,10
1,1238,455,227,9,8
2,1238,599,226,11,10
1,1239,457,228,9,8
2,1239,600,227,11,10
1,1240,456,228,9,8
2,1240,600,228,11,10
1,1241,455,230,9,8
2,1241,599,228,11,10
1,1242,456,231,9,8
2,1242,600,229,11,10
1,1243,457,231,9,8
2,1243,601,230,11,10
1,1244,457,232,9,8
2,1244,602,231,11,10
1,1245,457,232,9,8
2,1245,601,231,11,10
1,1246,457,232,9,8
2,1246,602,230,11,10
1,1247,458,233,9,8
2,1247,603,232,11,10
1,1248,459,233,9,8
2,1248,602,233,11,10
1,1249,457,233,9,8
2,1249,603,233,11,10
1,1250,459,234,9,8
2,1250,603,233,11,10
1,1251,458,234,9,8
2,1251,604,234,11,10
1,1252,460,235,9,8
2,1252,605,234,11,10
1,1253,458,236,9,8
2,1253,604,235,11,10
1,1254,458,236,9,8
2,1254,604,234,11,10
1,1255,458,237,9,8
2,1255,604,236,11,10
1,1256,459,237,9,8
2,1256,604,235,11,10
1,1257,459,237,9,8
2,1257,604,235,11,10
1,1258,459,239,9,8
2,1258,604,237,11,10
1,1259,458,239,9,8
2,1259,605,236,11,10
1,1260,456,238,9,8
2,1260,609,235,11,10
1,1261,456,240,9,8
2,1261,609,237,11,10
1,1262,457,240,9,8
2,1262,610,236,11,10
1,1263,457,239,9,8
2,1263,610,237,11,10
1,1264,456,241,9,8
2,1264,610,238,11,10
1,1265,457,242,9,8
2,1265,611,239,11,10
1,1266,461,242,9,8
2,1266,608,239,11,10
1,1267,460,242,9,8
2,1267,608,240,11,10
1,1268,461,243,9,8
2,1268,607,241,11,10
1,1269,461,245,9,8
2,1269,608,242,11,10
1,1270,460,246,9,8
2,1270,608,243,11,10
1,1271,460,244,9,8
2,1271,609,242,11,10
1,1272,463,245,9,8
2,1272,610,243,11,10
1,1273,461,246,9,8
2,1273,609,246,11,10
1,1274,460,245,9,8
2,1274,609,244,11,10
1,1275,461,245,9,8
2,1275,610,245,11,10
1,1276,462,247,9,8
2,1276,611,248,11,10
1,1277,463,247,9,8
2,1277,612,248,11,10
1,1278,462,246,9,8
2,1278,611,248,11,10
1,1279,462,247,9,8
2,1279,610,250,11,10
1,1280,462,247,9,8
2,1280,611,251,11,10
1,1281,463,246,9,8
2,1281,611,250,11,10
1,1282,463,247,9,8
2,1282,612,252,11,10
1,1283,462,248,9,8
2,1283,612,253,11,10
1,1284,464,247,9,8
2,1284,612,254,11,10
1,1285,463,247,9,8
2,1285,613,254,11,10
1,1286,465,247,9,8
2,1286,614,254,11,10
1,1287,464,249,9,8
2,1287,615,257,11,10
1,1288,465,250,9,8
2,1288,615,257,11,10
1,1289,464,249,9,8
2,1289,615,258,11,10
1,1290,465,249,9,8
2,1290,615,258,11,10
1,1291,465,251,9,8
2,1291,616,260,11,10
1,1292,465,252,9,8
2,1292,615,261,11,10
1,1293,465,251,9,8
2,1293,615,261,11,10
1,1294,466,252,9,8
2,1294,617,261,11,10
1,1295,467,254,9,8
2,1295,621,263,11,10
1,1296,463,254,9,8
2,1296,620,262,11,10
1,1297,463,253,9,8
2,1297,621,262,11,10
1,1298,463,255,9,8
2,1298,621,263,11,10
1,1299,464,257,9,8
2,1299,622,264,11,10
1,1300,464,257,9,8
2,1300,622,264,11,10
1,1301,464,258,9,8
2,1301,623,264,11,10
1,1302,468,260,9,8
2,1302,620,266,11,10
1,1303,468,260,9,8
2,1303,620,266,11,10
1,1304,468,262,9,8
2,1304,620,267,11,10
1,1305,468,263,9,8
2,1305,621,267,11,10
1,1306,468,262,9,8
2,1306,621,267,11,10
1,1307,469,264,9,8
2,1307,621,268,11,10
1,1308,469,265,9,8
2,1308,621,268,11,10
1,1309,469,266,9,8
2,1309,623,268,11,10
1,1310,469,267,9,8
2,1310,622,269,11,10
1,1311,470,267,9,8
2,1311,623,270,11,10
1,1312,470,268,9,8
2,1312,624,270,11,10
1,1313,470,269,9,8
2,1313,623,271,11,10
1,1314,470,270,9,8
2,1314,624,272,11,10
1,1315,471,271,9,8
2,1315,624,273,11,10
1,1316,470,272,9,8
2,1316,624,273,11,10
1,1317,472,273,9,8
2,1317,626,274,11,10
1,1318,474,274,9,8
2,1318,626,275,11,10
1,1319,473,273,9,8
2,1319,625,274,11,10
1,1320,473,274,9,8
2,1320,625,275,11,10
1,1321,473,275,9,8
2,1321,627,277,11,10
1,1322,473,276,9,8
2,1322,628,276,11,10
1,1323,473,276,9,8
2,1323,628,277,11,10
1,1324,474,277,9,8
2,1324,629,278,11,10
1,1325,475,278,9,8
2,1325,629,280,11,10
1,1326,474,278,9,8
2,1326,628,279,11,10
1,1327,474,278,9,8
2,1327,629,280,11,10
1,1328,475,278,9,8
2,1328,629,281,11,10
1,1329,475,279,9,8
2,1329,631,282,11,10
1,1330,476,278,9,8
2,1330,632,282,11,10
1,1331,472,278,9,8
2,1331,636,282,11,10
1,1332,471,280,9,8
2,1332,635,283,11,10
1,1333,472,280,9,8
2,1333,636,283,11,10
1,1334,474,279,9,8
2,1334,638,284,11,10
1,1335,473,280,9,8
2,1335,637,285,11,10
1,1336,474,282,9,8
2,1336,638,287,11,10
1,1337,474,282,9,8
2,1337,633,287,11,10
1,1338,479,284,9,8
2,1338,634,288,11,10
1,1339,480,285,9,8
2,1339,635,289,11,10
1,1340,480,286,9,8
2,1340,636,291,11,10
1,1341,481,286,9,8
2,1341,635,290,11,10
1,1342,479,285,9,8
2,1342,636,290,11,10
1,1343,481,286,9,8
2,1343,637,292,11,10
1,1344,480,286,9,8
2,1344,637,292,11,10
1,1345,479,286,9,8
2,1345,638,292,11,10
1,1346,480,287,9,8
2,1346,639,293,11,10
1,1347,481,289,9,8
2,1347,640,294,11,10
1,1348,480,288,9,8
2,1348,639,293,11,10
1,1349,482,288,9,8
2,1349,640,293,11,10
1,1350,483,290,9,8
2,1350,640,296,11,10
1,1351,483,290,9,8
2,1351,640,296,11,10
1,1352,483,289,9,8
2,1352,641,294,11,10
1,1353,483,291,9,8
2,1353,641,296,11,10
1,1354,484,292,9,8
2,1354,642,297,11,10
1,1355,484,291,9,8
2,1355,642,297,11,10
1,1356,483,293,9,8
2,1356,642,298,11,10
1,1357,483,292,9,8
2,1357,643,298,11,10
1,1358,487,293,9,8
2,1358,644,298,11,10
1,1359,487,295,9,8
2,1359,645,299,11,10
1,1360,487,294,9,8
2,1360,646,298,11,10
1,1361,486,293,9,8
2,1361,646,298,11,10
1,1362,487,295,9,8
2,1362,646,299,11,10
1,1363,486,294,9,8
2,1363,646,299,11,10
1,1364,486,294,9,8
2,1364,647,299,11,10
1,1365,486,295,9,8
2,1365,646,301,11,10
1,1366,485,294,9,8
2,1366,647,299,11,10
1,1367,484,295,9,8
2,1367,653,299,11,10
1,1368,483,296,9,8
2,1368,653,300,11,10
1,1369,483,296,9,8
2,1369,654,300,11,10
1,1370,484,297,9,8
2,1370,654,300,11,10
1,1371,484,298,9,8
2,1371,654,301,11,10
1,1372,484,297,9,8
2,1372,655,299,11,10
1,1373,485,298,9,8
2,1373,652,301,11,10
1,1374,488,300,9,8
2,1374,652,302,11,10
1,1375,489,299,9,8
2,1375,653,301,11,10
1,1376,488,300,9,8
2,1376,653,302,11,10
1,1377,490,301,9,8
2,1377,653,303,11,10
1,1378,488,301,9,8
2,1378,653,303,11,10
1,1379,488,301,9,8
2,1379,653,303,11,10
1,1380,490,301,9,8
2,1380,654,302,11,10
1,1381,491,302,9,8
2,1381,656,303,11,10
1,1382,491,305,9,8
2,1382,656,306,11,10
1,1383,490,304,9,8
2,1383,656,305,11,10
1,1384,490,304,9,8
2,1384,656,305,11,10
1,1385,491,305,9,8
2,1385,657,306,11,10
1,1386,491,305,9,8
2,1386,658,307,11,10
1,1387,491,305,9,8
2,1387,658,306,11,10
1,1388,492,306,9,8
2,1388,658,307,11,10
1,1389,491,306,9,8
2,1389,659,308,11,10
1,1390,494,306,9,8
2,1390,660,308,11,10
1,1391,493,306,9,8
2,1391,660,308,11,10
1,1392,492,307,9,8
2,1392,660,309,11,10
1,1393,493,308,9,8
2,1393,660,310,11,10
1,1394,492,307,9,8
2,1394,661,309,11,10
1,1395,493,307,9,8
2,1395,662,309,11,10
1,1396,493,309,9,8
2,1396,663,311,11,10
1,1397,495,309,9,8
2,1397,664,312,11,10
1,1398,495,309,9,8
2,1398,664,311,11,10
1,1399,494,310,9,8
2,1399,664,312,11,10
1,1400,494,310,9,8
2,1400,664,313,11,10
1,1401,495,311,9,8
2,1401,665,313,11,10
1,1402,498,312,9,8
2,1402,668,314,11,10
1,1403,494,311,9,8
2,1403,671,314,11,10
1,1404,493,311,9,8
2,1404,670,313,11,10
1,1405,495,313,9,8
2,1405,671,315,11,10
1,1406,494,314,9,8
2,1406,672,316,11,10
1,1407,495,312,9,8
2,1407,671,315,11,10
1,1408,495,314,9,8
2,1408,673,316,11,10
1,1409,495,316,9,8
2,1409,668,319,11,10
1,1410,496,316,9,8
2,1410,668,319,11,10
1,1411,498,317,9,8
2,1411,670,319,11,10
1,1412,498,318,9,8
2,1412,670,320,11,10
1,1413,498,318,9,8
2,1413,670,321,11,10
1,1414,499,317,9,8
2,1414,671,321,11,10
1,1415,497,319,9,8
2,1415,670,323,11,10
1,1416,499,320,9,8
2,1416,672,324,11,10
1,1417,500,320,9,8
2,1417,672,325,11,10
1,1418,502,321,9,8
2,1418,673,324,11,10
1,1419,502,323,9,8
2,1419,674,327,11,10
1,1420,502,324,9,8
2,1420,674,328,11,10
1,1421,501,322,9,8
2,1421,673,327,11,10
1,1422,501,324,9,8
2,1422,674,329,11,10
1,1423,500,326,9,8
2,1423,675,332,11,10
1,1424,500,326,9,8
2,1424,675,332,11,10
1,1425,502,326,9,8
2,1425,675,333,11,10
1,1426,501,328,9,8
2,1426,675,335,11,10
1,1427,504,330,9,8
2,1427,677,337,11,10
1,1428,504,329,9,8
2,1428,679,336,11,10
1,1429,504,329,9,8
2,1429,677,336,11,10
1,1430,505,329,9,8
2,1430,677,338,11,10
1,1431,505,331,9,8
2,1431,678,339,11,10
1,1432,506,332,9,8
2,1432,679,341,11,10
1,1433,505,333,9,8
2,1433,679,342,11,10
1,1434,504,334,9,8
2,1434,679,343,11,10
1,1435,505,334,9,8
2,1435,680,343,11,10
1,1436,504,333,9,8
2,1436,680,343,11,10
1,1437,507,334,9,8
2,1437,681,343,11,10
1,1438,507,336,9,8
2,1438,681,345,11,10
1,1439,503,337,9,8
2,1439,687,347,11,10
1,1440,505,337,9,8
2,1440,689,345,11,10
1,1441,504,338,9,8
2,1441,689,347,11,10
1,1442,504,341,9,8
2,1442,689,348,11,10
1,1443,506,342,9,8
2,1443,691,349,11,10
1,1444,505,343,9,8
2,1444,690,350,11,10
1,1445,506,344,9,8
2,1445,684,350,11,10
1,1446,509,345,9,8
2,1446,687,353,11,10
1,1447,508,348,9,8
2,1447,686,354,11,10
1,1448,512,354,9,8
2,1448,688,355,11,10
1,1449,513,353,9,8
2,1449,688,353,11,10
1,1450,513,356,9,8
2,1450,688,356,11,10
1,1451,513,355,9,8
2,1451,688,356,11,10
1,1452,514,355,9,8
2,1452,690,356,11,10
1,1453,513,357,9,8
2,1453,690,359,11,10
1,1454,512,352,9,8
2,1454,691,358,11,10
1,1455,511,353,9,8
2,1455,690,360,11,10
1,1456,512,356,9,8
2,1456,690,362,11,10
1,1457,512,355,9,8
2,1457,691,361,11,10
1,1458,513,355,9,8
2,1458,692,362,11,10
1,1459,512,356,9,8
2,1459,694,366,11,10
1,1460,514,356,9,8
2,1460,695,365,11,10
1,1461,514,355,9,8
2,1461,694,365,11,10
