394	7	12	10
392	11	12	10
391	9	12	10
395	6	12	10
391	10	12	10
393	8	12	10
395	8	12	10
393	10	12	10
392	11	12	10
392	12	12	10
391	10	12	10
393	10	12	10
392	11	12	10
389	10	12	10
394	11	12	10
391	12	12	10
389	12	12	10
393	11	12	10
394	10	12	10
388	10	12	10
392	6	12	10
389	9	12	10
390	10	12	10
394	7	12	10
390	7	12	10
388	8	12	10
392	7	12	10
391	7	12	10
389	8	12	10
390	9	12	10
391	9	12	10
390	8	12	10
391	10	12	10
391	11	12	10
392	9	12	10
391	7	12	10
392	10	12	10
394	8	12	10
395	9	12	10
393	9	12	10
393	6	12	10
392	8	12	10
393	7	12	10
392	6	12	10
392	8	12	10
389	7	12	10
390	7	12	10
393	7	12	10
393	9	12	10
394	10	12	10
392	10	12	10
390	10	12	10
393	8	12	10
392	10	12	10
392	10	12	10
393	9	12	10
393	11	12	10
391	9	12	10
392	10	12	10
392	10	12	10
392	11	12	10
395	12	12	10
394	10	12	10
392	9	12	10
392	9	12	10
393	11	12	10
394	12	12	10
392	11	12	10
392	9	12	10
392	10	12	10
393	8	12	10
396	9	12	10
393	11	12	10
395	11	12	10
397	9	12	10
399	11	12	10
397	10	12	10
396	9	12	10
394	11	12	10
394	11	12	10
396	9	12	10
394	9	12	10
394	10	12	10
396	12	12	10
395	11	12	10
397	12	12	10
397	12	12	10
395	13	12	10
395	12	12	10
398	12	12	10
397	15	12	10
399	16	12	10
398	17	12	10
398	15	12	10
400	17	12	10
399	17	12	10
397	16	12	10
398	15	12	10
399	17	12	10
397	15	12	10
398	14	12	10
398	16	12	10
398	17	12	10
399	16	12	10
400	16	12	10
399	18	12	10
400	17	12	10
399	17	12	10
397	17	12	10
401	12	12	10
403	14	12	10
402	19	12	10
400	13	12	10
402	13	12	10
403	19	12	10
403	18	12	10
401	16	12	10
399	17	12	10
400	18	12	10
401	13	12	10
401	16	12	10
403	20	12	10
402	15	12	10
401	16	12	10
402	20	12	10
404	17	12	10
403	15	12	10
403	18	12	10
404	19	12	10
403	17	12	10
405	17	12	10
406	20	12	10
403	21	12	10
405	18	12	10
406	18	12	10
404	20	12	10
405	19	12	10
406	17	12	10
404	20	12	10
406	20	12	10
406	18	12	10
404	18	12	10
407	20	12	10
407	20	12	10
406	21	12	10
410	20	12	10
410	20	12	10
410	21	12	10
411	20	12	10
410	21	12	10
408	21	12	10
408	20	12	10
409	19	12	10
408	22	12	10
408	24	12	10
408	21	12	10
409	21	12	10
410	23	12	10
408	25	12	10
410	22	12	10
410	22	12	10
410	25	12	10
410	23	12	10
411	23	12	10
410	23	12	10
412	24	12	10
411	23	12	10
410	23	12	10
410	22	12	10
412	22	12	10
410	22	12	10
412	23	12	10
412	24	12	10
412	24	12	10
413	23	12	10
413	24	12	10
413	26	12	10
413	24	12	10
413	25	12	10
414	24	12	10
415	24	12	10
417	26	12	10
418	27	12	10
417	27	12	10
416	26	12	10
417	26	12	10
417	29	12	10
416	28	12	10
417	26	12	10
415	27	12	10
417	28	12	10
419	27	12	10
416	27	12	10
417	28	12	10
419	29	12	10
418	29	12	10
417	28	12	10
420	28	12	10
418	29	12	10
419	29	12	10
419	29	12	10
418	30	12	10
420	29	12	10
421	30	12	10
421	30	12	10
421	30	12	10
421	30	12	10
420	30	12	10
421	31	12	10
421	31	12	10
423	30	12	10
422	30	12	10
422	31	12	10
420	31	12	10
423	31	12	10
425	30	12	10
426	30	12	10
424	30	12	10
424	30	12	10
424	31	12	10
427	29	12	10
427	30	12	10
425	32	12	10
424	32	12	10
425	30	12	10
425	32	12	10
425	34	12	10
424	32	12	10
426	32	12	10
428	34	12	10
426	34	12	10
426	33	12	10
427	33	12	10
427	32	12	10
427	33	12	10
428	34	12	10
428	36	12	10
427	33	12	10
427	33	12	10
429	35	12	10
429	36	12	10
430	34	12	10
429	35	12	10
428	36	12	10
429	35	12	10
430	35	12	10
430	35	12	10
431	34	12	10
430	35	12	10
429	35	12	10
431	35	12	10
431	34	12	10
431	34	12	10
432	34	12	10
432	37	12	10
433	35	12	10
433	32	12	10
432	32	12	10
430	34	12	10
432	35	12	10
431	34	12	10
430	34	12	10
430	36	12	10
431	37	12	10
432	38	12	10
431	36	12	10
433	39	12	10
432	41	12	10
433	40	12	10
434	40	12	10
434	42	12	10
434	42	12	10
433	42	12	10
434	45	12	10
435	42	12	10
434	41	12	10
434	45	12	10
435	46	12	10
435	42	12	10
435	41	12	10
435	44	12	10
436	45	12	10
434	44	12	10
436	44	12	10
434	44	12	10
434	46	12	10
