Adjusted Timestamp,Timestamp,UTC,Callsign,Latitude,Longitude,Altitude,Speed,Direction
-8336,1580981474,2020-02-06T09:31:14Z,EZY6014,37.803658,-1.129926,0,9,264
-8303,1580981507,2020-02-06T09:31:47Z,EZY6014,37.803688,-1.129606,0,2,222
-8156,1580981654,2020-02-06T09:34:14Z,EZY6014,37.803223,-1.130204,0,27,225
-8148,1580981662,2020-02-06T09:34:22Z,EZY6014,37.802959,-1.130555,0,31,225
-8137,1580981673,2020-02-06T09:34:33Z,EZY6014,37.802361,-1.131338,0,15,225
-8130,1580981680,2020-02-06T09:34:40Z,EZY6014,37.802025,-1.131592,0,15,202
-8124,1580981686,2020-02-06T09:34:46Z,EZY6014,37.801609,-1.131358,0,16,140
-8116,1580981694,2020-02-06T09:34:54Z,EZY6014,37.80106,-1.130832,0,17,160
-8106,1580981704,2020-02-06T09:35:04Z,EZY6014,37.800442,-1.131285,0,18,227
-8100,1580981710,2020-02-06T09:35:10Z,EZY6014,37.800098,-1.131723,0,19,225
-8091,1580981719,2020-02-06T09:35:19Z,EZY6014,37.799461,-1.132532,0,20,225
-8085,1580981725,2020-02-06T09:35:25Z,EZY6014,37.799034,-1.133082,0,21,225
-8076,1580981734,2020-02-06T09:35:34Z,EZY6014,37.798393,-1.133915,0,22,225
-8064,1580981746,2020-02-06T09:35:46Z,EZY6014,37.79744,-1.13513,0,24,225
-8053,1580981757,2020-02-06T09:35:57Z,EZY6014,37.796448,-1.136413,0,26,225
-8046,1580981764,2020-02-06T09:36:04Z,EZY6014,37.795948,-1.137055,0,24,225
-8035,1580981775,2020-02-06T09:36:15Z,EZY6014,37.795086,-1.138151,0,19,225
-8029,1580981781,2020-02-06T09:36:21Z,EZY6014,37.794678,-1.138473,0,16,199
-8023,1580981787,2020-02-06T09:36:27Z,EZY6014,37.794262,-1.138283,0,17,146
-8016,1580981794,2020-02-06T09:36:34Z,EZY6014,37.794022,-1.137757,0,18,109
-8009,1580981801,2020-02-06T09:36:41Z,EZY6014,37.793953,-1.137041,0,19,92
-8002,1580981808,2020-02-06T09:36:48Z,EZY6014,37.794132,-1.136309,0,18,56
-7995,1580981815,2020-02-06T09:36:55Z,EZY6014,37.794605,-1.135697,0,19,45
-7989,1580981821,2020-02-06T09:37:01Z,EZY6014,37.795246,-1.134864,0,43,45
-7981,1580981829,2020-02-06T09:37:09Z,EZY6014,37.797192,-1.132353,0,84,45
-7975,1580981835,2020-02-06T09:37:15Z,EZY6014,37.799206,-1.129741,275,111,45
-7965,1580981845,2020-02-06T09:37:25Z,EZY6014,37.802948,-1.12493,250,144,45
-7959,1580981851,2020-02-06T09:37:31Z,EZY6014,37.806107,-1.120839,275,159,46
-7953,1580981857,2020-02-06T09:37:37Z,EZY6014,37.809265,-1.11669,525,157,46
-7947,1580981863,2020-02-06T09:37:43Z,EZY6014,37.812149,-1.112892,800,154,46
-7941,1580981869,2020-02-06T09:37:49Z,EZY6014,37.815033,-1.109093,1100,150,46
-7934,1580981876,2020-02-06T09:37:56Z,EZY6014,37.818329,-1.10471,1350,153,46
-7928,1580981882,2020-02-06T09:38:02Z,EZY6014,37.821396,-1.100503,1525,160,47
