Adjusted Timestamp,Timestamp,UTC,Callsign,Latitude,Longitude,Altitude,Speed,Direction
-3939,1580987541,2020-02-06T11:12:21Z,EZY39NY,55.867249,-4.435344,0,10,137
-3882,1580987598,2020-02-06T11:13:18Z,EZY39NY,55.867527,-4.436021,0,0,303
-3736,1580987744,2020-02-06T11:15:44Z,EZY39NY,55.867836,-4.434107,0,27,75
-3728,1580987752,2020-02-06T11:15:52Z,EZY39NY,55.86795,-4.433316,0,29,73
-3722,1580987758,2020-02-06T11:15:58Z,EZY39NY,55.86805,-4.43279,0,30,73
-3716,1580987764,2020-02-06T11:16:04Z,EZY39NY,55.868122,-4.432297,0,27,73
-3710,1580987770,2020-02-06T11:16:10Z,EZY39NY,55.868225,-4.431694,0,27,73
-3704,1580987776,2020-02-06T11:16:16Z,EZY39NY,55.868305,-4.431256,0,28,73
-3697,1580987783,2020-02-06T11:16:23Z,EZY39NY,55.868423,-4.430473,0,30,73
-3662,1580987818,2020-02-06T11:16:58Z,EZY39NY,55.870216,-4.428306,0,15,19
-3654,1580987826,2020-02-06T11:17:06Z,EZY39NY,55.87072,-4.427989,0,16,19
-3646,1580987834,2020-02-06T11:17:14Z,EZY39NY,55.87138,-4.427576,0,17,19
-3640,1580987840,2020-02-06T11:17:20Z,EZY39NY,55.871796,-4.427282,0,18,22
-3633,1580987847,2020-02-06T11:17:27Z,EZY39NY,55.872253,-4.426949,0,18,22
-3622,1580987858,2020-02-06T11:17:38Z,EZY39NY,55.873276,-4.426289,0,20,19
-3616,1580987864,2020-02-06T11:17:44Z,EZY39NY,55.873764,-4.425945,0,15,25
-3610,1580987870,2020-02-06T11:17:50Z,EZY39NY,55.874104,-4.425473,0,32,43
-3601,1580987879,2020-02-06T11:17:59Z,EZY39NY,55.874474,-4.424765,0,33,45
-3595,1580987885,2020-02-06T11:18:05Z,EZY39NY,55.874737,-4.424286,0,15,45
-3588,1580987892,2020-02-06T11:18:12Z,EZY39NY,55.875057,-4.423671,0,15,47
-3576,1580987904,2020-02-06T11:18:24Z,EZY39NY,55.875675,-4.422517,0,34,47
-3570,1580987910,2020-02-06T11:18:30Z,EZY39NY,55.875931,-4.42204,0,29,45
-3564,1580987916,2020-02-06T11:18:36Z,EZY39NY,55.876129,-4.421654,0,26,47
-3558,1580987922,2020-02-06T11:18:42Z,EZY39NY,55.876316,-4.42131,0,24,45
-3547,1580987933,2020-02-06T11:18:53Z,EZY39NY,55.876637,-4.420728,0,23,38
-3541,1580987939,2020-02-06T11:18:59Z,EZY39NY,55.87685,-4.420323,0,25,45
-3534,1580987946,2020-02-06T11:19:06Z,EZY39NY,55.877014,-4.42,0,20,47
-3528,1580987952,2020-02-06T11:19:12Z,EZY39NY,55.877151,-4.419765,0,16,47
-3511,1580987969,2020-02-06T11:19:29Z,EZY39NY,55.877396,-4.419293,0,13,46
-3496,1580987984,2020-02-06T11:19:44Z,EZY39NY,55.877537,-4.419057,0,2,25
-3428,1580988052,2020-02-06T11:20:52Z,EZY39NY,55.877541,-4.419063,0,2,271
-3394,1580988086,2020-02-06T11:21:26Z,EZY39NY,55.877686,-4.418864,0,14,36
-3385,1580988095,2020-02-06T11:21:35Z,EZY39NY,55.877968,-4.418607,0,20,22
-3376,1580988104,2020-02-06T11:21:44Z,EZY39NY,55.878193,-4.418501,0,16,14
-3367,1580988113,2020-02-06T11:21:53Z,EZY39NY,55.878399,-4.41846,0,9,5
-3351,1580988129,2020-02-06T11:22:09Z,EZY39NY,55.878689,-4.418499,0,16,354
-3343,1580988137,2020-02-06T11:22:17Z,EZY39NY,55.879025,-4.418736,0,25,326
-3337,1580988143,2020-02-06T11:22:23Z,EZY39NY,55.879223,-4.419063,0,23,317
-3331,1580988149,2020-02-06T11:22:29Z,EZY39NY,55.87936,-4.419313,0,16,309
-3325,1580988155,2020-02-06T11:22:35Z,EZY39NY,55.879341,-4.419529,0,15,270
-3293,1580988187,2020-02-06T11:23:07Z,EZY39NY,55.877747,-4.4188,0,2,227
-3255,1580988225,2020-02-06T11:23:45Z,EZY39NY,55.879211,-4.419687,0,2,227
-3241,1580988239,2020-02-06T11:23:59Z,EZY39NY,55.878548,-4.420915,0,38,227
-3235,1580988245,2020-02-06T11:24:05Z,EZY39NY,55.877575,-4.422746,0,61,225
-3229,1580988251,2020-02-06T11:24:11Z,EZY39NY,55.876186,-4.425344,0,88,225
-3222,1580988258,2020-02-06T11:24:18Z,EZY39NY,55.873917,-4.429572,0,110,225
-3216,1580988264,2020-02-06T11:24:24Z,EZY39NY,55.871372,-4.434336,0,135,225
-3204,1580988276,2020-02-06T11:24:36Z,EZY39NY,55.865845,-4.444635,0,144,226
-3197,1580988283,2020-02-06T11:24:43Z,EZY39NY,55.862965,-4.450064,175,142,226
-3186,1580988294,2020-02-06T11:24:54Z,EZY39NY,55.857845,-4.459763,775,137,226
-3175,1580988305,2020-02-06T11:25:05Z,EZY39NY,55.852707,-4.469521,1250,141,227
-3168,1580988312,2020-02-06T11:25:12Z,EZY39NY,55.849823,-4.475098,1475,145,227
-3162,1580988318,2020-02-06T11:25:18Z,EZY39NY,55.846531,-4.481564,1700,151,227
-3156,1580988324,2020-02-06T11:25:24Z,EZY39NY,55.844112,-4.48637,1850,155,228
-3150,1580988330,2020-02-06T11:25:30Z,EZY39NY,55.840946,-4.492636,2075,161,228
-3142,1580988338,2020-02-06T11:25:38Z,EZY39NY,55.836594,-4.501149,2275,170,227
-3134,1580988346,2020-02-06T11:25:46Z,EZY39NY,55.832977,-4.507973,2450,179,226
-3124,1580988356,2020-02-06T11:25:56Z,EZY39NY,55.826096,-4.520788,2775,196,225
-3117,1580988363,2020-02-06T11:26:03Z,EZY39NY,55.821716,-4.528697,3000,205,225
-3106,1580988374,2020-02-06T11:26:14Z,EZY39NY,55.814178,-4.54216,3450,219,225
-3099,1580988381,2020-02-06T11:26:21Z,EZY39NY,55.809383,-4.550571,3800,230,224
-3093,1580988387,2020-02-06T11:26:27Z,EZY39NY,55.803955,-4.560075,4175,236,224
-3081,1580988399,2020-02-06T11:26:39Z,EZY39NY,55.794342,-4.576388,4900,245,223
-3075,1580988405,2020-02-06T11:26:45Z,EZY39NY,55.789719,-4.584129,5175,250,223
-3064,1580988416,2020-02-06T11:26:56Z,EZY39NY,55.779648,-4.601024,5850,257,223
-3053,1580988427,2020-02-06T11:27:07Z,EZY39NY,55.770653,-4.615459,6475,263,218
-3047,1580988433,2020-02-06T11:27:13Z,EZY39NY,55.763901,-4.622669,6875,267,206
-3040,1580988440,2020-02-06T11:27:20Z,EZY39NY,55.754871,-4.628162,7375,269,194
-3033,1580988447,2020-02-06T11:27:27Z,EZY39NY,55.746689,-4.630155,7850,271,186
-3027,1580988453,2020-02-06T11:27:33Z,EZY39NY,55.739414,-4.630051,8200,275,176
-3020,1580988460,2020-02-06T11:27:40Z,EZY39NY,55.731361,-4.627476,8600,278,166
