ICAO,CALLSIGN,ALTITUDE,LONGITUDE,LATITUDE,TIMESTAMP,DISTANCE,BHATDOTRHAT,BHATDOTRHATV,DF,TC,ALTCOR,ARCANG,T,AS,M,RP,RSURF,H,PBARO,VRATE,GS,HDNG,MHDNG,ROLL,TRACK,RTRACK
4066cd,TOM3KM,6050.0,-3.0953257,50.6294861,193.31210275,26.360528362911708,-0.43109833603441927,0.06406580133875409,17,11,75.0,0.004131127756061386,0.0,0.0,0.0,6367.221424941714,6365.400244941714,1.8211799999999998,1009.0,-1216.0,213.0,74.0,76.47,0.2,15.645,0.031
4066cd,TOM3KM,6049.893710599619,-3.0953247446708696,50.62948800640669,193.31397325,26.36049459177618,-0.4310908260676867,0.06406465921760135,5,24,75.0,0.0041311228018802056,0.0,0.0,0.0,6367.221391845908,6365.400244242918,1.8211476029907636,1009.0,-1216.0,213.0,74.0,76.47,0.2,15.645,0.031
4066cd,TOM3KM,6034.650855940785,-3.095187741893196,50.629761402247844,193.58221975,26.355651507624017,-0.43003778390411546,0.06391991566537662,17,19,75.0,0.004130412327802606,0.0,0.0,0.0,6367.216645610189,6365.400144029298,1.816501580890751,1009.0,-1216.0,213.0,74.0,76.47,0.2,15.645,0.031
4066cd,TOM3KM,6034.650855940785,-3.095187741893196,50.629761402247844,193.58221975,26.355651507624017,-0.43003778390411546,0.06391991566537662,17,19,75.0,0.004130412327802606,0.0,0.0,0.0,6367.216645610189,6365.400144029298,1.816501580890751,1009.0,-1216.0,213.0,74.0,76.47,0.2,15.645,0.031
4066cd,TOM3KM,6025.0,-3.095101,50.6299345,193.75205725,26.35258515893096,-0.4294907764825377,0.06392346166251887,17,11,75.0,0.004129962498480865,0.0,0.0,0.0,6367.213640580079,6365.40008058008,1.8135599999999998,1009.0,-1216.0,213.0,74.0,76.47,0.2,15.645,0.031
4066cd,TOM3KM,6025.0,-3.0949730545858163,50.630148508382504,194.022088,26.350403615407895,-0.4286210559872871,0.06392909027153743,17,19,75.0,0.004129619905637265,0.0,0.0,0.0,6367.213562115486,6365.400002115486,1.8135599999999998,1009.0,-1216.0,213.0,74.0,76.47,0.2,15.645,0.031
4066cd,TOM3KM,6025.0,-3.0949327208335218,50.63021597278632,194.107213,26.349715901536786,-0.4282854151571888,0.06388920390198055,17,4,75.0,0.004129511906026808,0.0,0.0,0.0,6367.213537380159,6365.39997738016,1.8135599999999998,1009.0,-1216.0,213.0,74.0,76.47,0.2,15.645,0.031
4066cd,TOM3KM,6025.0,-3.0948945808582975,50.6302797677606,194.187708,26.349065592837167,-0.4279680300339142,0.06385148697607772,11,14,75.0,0.004129409780580186,0.0,0.0,0.0,6367.213513990203,6365.399953990203,1.8135599999999998,1009.0,-1216.0,213.0,74.0,76.47,0.2,15.645,0.031
4066cd,TOM3KM,6025.0,-3.0948783,50.630307,194.222069,26.348787994759927,-0.427832547454613,0.06383538670536588,17,11,75.0,0.004129366186164739,0.0,0.0,0.0,6367.213504005704,6365.399944005704,1.8135599999999998,1009.0,-1216.0,213.0,74.0,76.47,0.2,15.645,0.031
4066cd,TOM3KM,6020.18644223272,-3.094835420827409,50.63041455413475,194.327019,26.346253969769286,-0.4274187382902217,0.06378621108733365,20,16,75.0,0.004128983689718338,0.0,0.0,0.0,6367.211997407454,6365.399904579861,1.812092827592533,1009.0,-1216.0,213.0,74.0,76.29,0.2,15.645,0.031
4066cd,TOM3KM,6019.18301380544,-3.0948264822869787,50.63043697473953,194.34889675,26.345725729986164,-0.4273324761325632,0.06377595999750608,20,16,75.0,0.004128903954971981,0.0,0.0,0.0,6367.211683343806,6365.3998963611975,1.811786982607898,1009.0,-1216.0,213.0,74.0,76.29,0.2,15.645,0.031
4066cd,TOM3KM,6017.7114158602035,-3.0948133732924825,50.63046985612402,194.380982,26.34495102941131,-0.4272059666471722,0.06376092605754927,20,16,75.0,0.004128787018391638,0.0,0.0,0.0,6367.211222747507,6365.3998843079535,1.8113384395541898,1009.0,-1216.0,213.0,74.0,76.29,0.4,15.82,0.0
4066cd,TOM3KM,6012.615259367976,-3.09476797673045,50.63058372464468,194.4920935,26.34226823457808,-0.4267678631982034,0.06370886339263274,17,19,75.0,0.004128382065996171,0.0,0.0,0.0,6367.209627698518,6365.399842567462,1.8097851310553592,1009.0,-1152.0,213.0,74.0,76.29,0.4,15.82,0.0
4066cd,TOM3KM,6000.0,-3.0946556,50.6308656,194.767144,26.33562712127948,-0.4257249854899802,0.06368489573425917,17,11,75.0,0.004127379628275058,0.0,0.0,0.0,6367.205679241138,6365.3997392411375,1.8059399999999999,1009.0,-1152.0,213.0,74.0,76.29,0.4,15.82,0.0
4066cd,TOM3KM,6000.0,-3.0946556,50.6308656,194.767144,26.33562712127948,-0.4257249854899802,0.06368489573425917,17,11,75.0,0.004127379628275058,0.0,0.0,0.0,6367.205679241138,6365.3997392411375,1.8059399999999999,1009.0,-1152.0,213.0,74.0,76.29,0.4,15.82,0.0
4066cd,TOM3KM,6000.0,-3.0945521499036515,50.63112634877301,195.03713525,26.32975916456487,-0.42471662244235436,0.06370001278713071,17,19,75.0,0.0041264568643310665,0.0,0.0,0.0,6367.205583640157,6365.399643640157,1.8059399999999999,1009.0,-1152.0,213.0,74.0,76.29,0.4,15.82,0.0
4066cd,TOM3KM,6000.0,-3.0945271008541497,50.63118948558151,195.10251,26.328338317766214,-0.424473297116669,0.0637033840603671,20,16,75.0,0.004126233429452539,0.0,0.0,0.0,6367.205560491665,6365.399620491665,1.8059399999999999,1009.0,-1152.0,213.0,74.0,76.29,0.4,15.82,0.0
4066cd,TOM3KM,6000.0,-3.094524487409289,50.63119607284014,195.10933075,26.32819007642224,-0.424448102048467,0.06370366947688505,21,16,75.0,0.0041262101178001385,0.0,0.0,0.0,6367.205558076512,6365.399618076512,1.8059399999999999,1009.0,-1152.0,213.0,74.0,76.29,0.4,15.82,0.0
4066cd,TOM3KM,6000.0,-3.0945243341449205,50.63119645914714,195.10973075,26.328181382871296,-0.4244466244943445,0.06370368621501607,21,16,75.0,0.004126208750698139,0.0,0.0,0.0,6367.205557934876,6365.399617934876,1.8059399999999999,1009.0,-1152.0,213.0,74.0,76.29,0.4,15.82,0.0
4066cd,TOM3KM,6000.0,-3.0944583,50.6313629,195.28207125,26.32443575558088,-0.4238100184537388,0.06371089785969007,17,11,75.0,0.004125619733092978,0.0,0.0,0.0,6367.2054969109695,6365.399556910969,1.8059399999999999,1009.0,-1152.0,213.0,74.0,76.29,0.4,15.82,0.0
4066cd,TOM3KM,6000.0,-3.0944583,50.6313629,195.28207125,26.32443575558088,-0.4238100184537388,0.06371089785969007,17,11,75.0,0.004125619733092978,0.0,0.0,0.0,6367.2054969109695,6365.399556910969,1.8059399999999999,1009.0,-1152.0,213.0,74.0,76.29,0.4,15.82,0.0
4066cd,TOM3KM,6000.0,-3.094435369750854,50.63141132005562,195.3338975,26.32359461880842,-0.4236185782303905,0.06371306654609743,20,16,75.0,0.004125487504364766,0.0,0.0,0.0,6367.205479158288,6365.399539158288,1.8059399999999999,1009.0,-1152.0,213.0,74.0,76.11,0.4,15.82,0.0
4066cd,TOM3KM,6000.0,-3.094429320868267,50.63142409301894,195.347569,26.323372731224726,-0.42356807727742746,0.06371363863449313,20,16,75.0,0.004125452623101743,0.0,0.0,0.0,6367.20547447522,6365.39953447522,1.8059399999999999,1009.0,-1152.0,213.0,74.0,76.11,0.4,15.82,0.0
4066cd,TOM3KM,6000.0,-3.094429320868267,50.63142409301894,195.347569,26.323372731224726,-0.42356807727742746,0.06371363863449313,20,16,75.0,0.004125452623101743,0.0,0.0,0.0,6367.20547447522,6365.39953447522,1.8059399999999999,1009.0,-1152.0,213.0,74.0,76.11,0.4,15.82,0.0
4066cd,TOM3KM,6000.0,-3.0942415,50.6318207,195.772076,26.31648300935858,-0.42185324373251776,0.06360005635102484,17,11,75.0,0.00412436954221653,0.0,0.0,0.0,6367.205329063623,6365.399389063623,1.8059399999999999,1009.0,-1152.0,213.0,74.0,76.11,0.4,15.82,0.0
4066cd,TOM3KM,5984.655602513097,-3.0940856009215327,50.632120222638946,196.042171,26.31193196908146,-0.420686723317996,0.06345393083114938,17,19,75.0,0.004123705133027391,0.0,0.0,0.0,6367.200542300315,6365.3992792726685,1.8012630276459918,1009.0,-1152.0,213.0,74.0,76.11,0.4,15.82,0.0
4066cd,TOM3KM,5983.666606257516,-3.0940755527195765,50.63213952784586,196.0595795,26.311638639754133,-0.4206266624780005,0.06345478871300342,0,17,75.0,0.004123662309697196,0.0,0.0,0.0,6367.200233777872,6365.399272196285,1.8009615815872908,1009.0,-1152.0,213.0,74.0,76.11,0.4,15.82,0.0
4066cd,TOM3KM,5983.666606257516,-3.0940755527195765,50.63213952784586,196.0595795,26.311638639754133,-0.4206266624780005,0.06345478871300342,0,17,75.0,0.004123662309697196,0.0,0.0,0.0,6367.200233777872,6365.399272196285,1.8009615815872908,1009.0,-1152.0,213.0,74.0,76.11,0.4,15.82,0.0
4066cd,TOM3KM,5978.946810027615,-3.0940275995898805,50.63223165826826,196.14265825,26.31023878141754,-0.4203400335604736,0.06345888279072875,11,14,75.0,0.0041234579435115125,0.0,0.0,0.0,6367.198761413289,6365.399238425592,1.799522987696417,1009.0,-1152.0,213.0,74.0,76.11,0.4,15.82,0.0
4066cd,TOM3KM,5975.0,-3.0939875,50.6323087,196.21213075,26.309068185347073,-0.4201003473895468,0.06346230635950867,17,11,75.0,0.004123287047466075,0.0,0.0,0.0,6367.197530185706,6365.399210185706,1.79832,1009.0,-1152.0,213.0,74.0,76.11,0.4,15.82,0.0
4066cd,TOM3KM,5975.0,-3.093950782193969,50.63240080987515,196.31600875,26.307076895080765,-0.4197419592494404,0.06346742541349003,20,16,75.0,0.004122973925665942,0.0,0.0,0.0,6367.197496414876,6365.399176414876,1.79832,1009.0,-1152.0,213.0,74.0,76.11,0.4,15.82,0.0
4066cd,TOM3KM,5975.0,-3.0939386438411134,50.63243126001058,196.35034925,26.306418604553514,-0.41962348153591766,0.06346911769552517,4,0,75.0,0.004122870412321658,0.0,0.0,0.0,6367.197485250749,6365.399165250749,1.79832,1009.0,-1152.0,213.0,74.0,76.11,0.4,15.82,0.0
4066cd,TOM3KM,5975.0,-3.093892037168331,50.63254817698561,196.48220375,26.303891018515866,-0.4191685720361231,0.06347561541692127,17,19,75.0,0.00412247296032609,0.0,0.0,0.0,6367.197442384734,6365.399122384734,1.79832,1009.0,-1152.0,213.0,74.0,76.11,0.4,15.82,0.0
4066cd,TOM3KM,5975.0,-3.0938563666953187,50.63263765953293,196.58311875,26.301956527505023,-0.4188204065038753,0.06348058845579888,4,0,75.0,0.004122168769963737,0.0,0.0,0.0,6367.197409577178,6365.3990895771785,1.79832,1009.0,-1152.0,213.0,74.0,76.11,0.4,15.82,0.0
4066cd,TOM3KM,5975.0,-3.0938541873731036,50.632643126556125,196.58928425,26.30183833789667,-0.4187991349923154,0.06348089228844218,5,24,75.0,0.004122150185157919,0.0,0.0,0.0,6367.197407572769,6365.3990875727695,1.79832,1009.0,-1152.0,213.0,74.0,76.11,0.4,15.82,0.0
4066cd,TOM3KM,5975.0,-3.0937066925386953,50.633013130438464,197.0065605,26.293839357025014,-0.4173331008901024,0.0633907259735333,20,16,75.0,0.004120892379938788,0.0,0.0,0.0,6367.197271915891,6365.398951915891,1.79832,1009.0,-1152.0,213.0,74.0,76.29,0.4,15.82,0.0
4066cd,TOM3KM,5975.0,-3.093703866453878,50.63302021992305,197.01455575,26.29368609200738,-0.4173041504351489,0.06338538880387296,21,16,75.0,0.004120868279676244,0.0,0.0,0.0,6367.197269316628,6365.398949316628,1.79832,1009.0,-1152.0,213.0,74.0,76.29,0.4,15.82,0.0
4066cd,TOM3KM,5975.0,-3.093703725065688,50.63302057460787,197.01495575,26.29367842420374,-0.4173027020524239,0.06338512178684856,21,16,75.0,0.004120867073947215,0.0,0.0,0.0,6367.197269186588,6365.398949186588,1.79832,1009.0,-1152.0,213.0,74.0,76.29,0.4,15.82,0.0
4066cd,TOM3KM,5975.0,-3.0936906,50.6330535,197.05208775,26.292966621991834,-0.41716824868406993,0.06336033459647572,17,11,75.0,0.004120755146121472,0.0,0.0,0.0,6367.197257114942,6365.398937114942,1.79832,1009.0,-1152.0,213.0,74.0,76.29,0.4,15.82,0.0
4066cd,TOM3KM,5969.329906572096,-3.093640090807744,50.63313798439208,197.147346,26.292124113027963,-0.41682332267480526,0.06329674566031998,20,16,75.0,0.004120641575988508,0.0,0.0,0.0,6367.1954979049115,6365.3989061493885,1.7965917555231747,1009.0,-1152.0,213.0,74.0,76.29,0.4,15.82,0.0
4066cd,TOM3KM,5967.331676797547,-3.0936222905769126,50.633167758015716,197.1809165,26.29182719966695,-0.4167017653441382,0.06327433592277792,20,16,75.0,0.004120601552094004,0.0,0.0,0.0,6367.19487793173,6365.398895236642,1.7959826950878923,1009.0,-1152.0,213.0,74.0,76.29,0.4,15.82,0.0
4066cd,TOM3KM,5965.469815096559,-3.0936057051128802,50.63319549975506,197.212196,26.291550548992227,-0.416588503625528,0.06325345552524296,20,16,75.0,0.004120564259607799,0.0,0.0,0.0,6367.194300268271,6365.39888506863,1.795415199641431,1009.0,-1152.0,213.0,74.0,76.29,0.7,15.996,0.094
4066cd,TOM3KM,5958.926945164678,-3.0935474212275267,50.63329298851705,197.322117,26.29057835574054,-0.4162100322199314,0.0632157191082762,17,19,75.0,0.004120433208044438,0.0,0.0,0.0,6367.192270269549,6365.398849336663,1.7934209328861939,1009.0,-1088.0,213.0,74.0,76.29,0.7,15.996,0.094
4066cd,TOM3KM,5950.0,-3.0934679,50.633426,197.47209075,26.289251917046563,-0.4157255860838909,0.06322245202791299,17,11,75.0,0.004120254404227146,0.0,0.0,0.0,6367.189500584768,6365.398800584769,1.7907,1009.0,-1088.0,213.0,74.0,76.29,0.7,15.996,0.094
4066cd,TOM3KM,5950.0,-3.09337884717178,50.63364947219157,197.7421325,26.284521226064005,-0.41483979328420983,0.06322886131990822,17,19,75.0,0.004119510551270085,0.0,0.0,0.0,6367.189418652245,6365.398718652245,1.7907,1009.0,-1088.0,213.0,74.0,76.29,0.7,15.996,0.094
4066cd,TOM3KM,5950.0,-3.0933195,50.6337984,197.9220955,26.28136856784988,-0.41413720461964976,0.0631856204593533,17,11,75.0,0.004119014827887639,0.0,0.0,0.0,6367.189364050234,6365.398664050234,1.7907,1009.0,-1088.0,213.0,74.0,76.29,0.7,15.996,0.094
4066cd,TOM3KM,5950.0,-3.0933195,50.6337984,197.9220955,26.28136856784988,-0.41413720461964976,0.0631856204593533,17,11,75.0,0.004119014827887639,0.0,0.0,0.0,6367.189364050234,6365.398664050234,1.7907,1009.0,-1088.0,213.0,74.0,76.29,0.7,15.996,0.094
4066cd,TOM3KM,5943.349083610004,-3.093201007273596,50.63406466278676,198.192125,26.27654584268914,-0.41308298977661645,0.06312073874502751,17,19,75.0,0.004118278508704672,0.0,0.0,0.0,6367.187239241681,6365.398566440997,1.788672800684329,1009.0,-1088.0,213.0,74.0,76.29,0.7,15.996,0.094
4066cd,TOM3KM,5940.251720767397,-3.093145824657192,50.6341886626108,198.317879,26.274299877045145,-0.41259203699786146,0.06309052302747321,11,14,75.0,0.004117935601420338,0.0,0.0,0.0,6367.186249708408,6365.398520983918,1.7877287244899027,1009.0,-1088.0,213.0,74.0,76.29,0.7,15.996,0.094
4066cd,TOM3KM,5940.251720767397,-3.093145824657192,50.6341886626108,198.317879,26.274299877045145,-0.41259203699786146,0.06309052302747321,11,14,75.0,0.004117935601420338,0.0,0.0,0.0,6367.186249708408,6365.398520983918,1.7877287244899027,1009.0,-1088.0,213.0,74.0,76.29,0.7,15.996,0.094
4066cd,TOM3KM,5921.484509552813,-3.092811468022193,50.63493998914456,199.07983425,26.260691361103234,-0.4096173081838719,0.06290744316820028,20,16,75.0,0.004115857894106366,0.0,0.0,0.0,6367.18025403374,6365.398245555229,1.7820084785116972,1009.0,-1088.0,213.0,74.0,76.29,0.7,15.996,0.094
4066cd,TOM3KM,5921.353500813848,-3.0928091339704995,50.63494523394842,199.08515325,26.260596363796903,-0.4095965424203161,0.0629061651380647,4,0,75.0,0.004115843390203148,0.0,0.0,0.0,6367.1802121795845,6365.398243632537,1.7819685470480608,1009.0,-1088.0,213.0,74.0,76.29,0.7,15.996,0.094
4066cd,TOM3KM,5921.3165122119035,-3.0928084749815676,50.63494671475011,199.086655,26.26056954255141,-0.4095906794788947,0.06290580430299116,21,16,75.0,0.004115839295215996,0.0,0.0,0.0,6367.180200362612,6365.39824308969,1.781957272922188,1009.0,-1088.0,213.0,74.0,76.29,0.7,15.996,0.094
4066cd,TOM3KM,5921.306660078874,-3.0928082994559656,50.634947109170405,199.087055,26.26056239855394,-0.4095891178497498,0.06290570819243387,21,16,75.0,0.004115838204491934,0.0,0.0,0.0,6367.1801972150915,6365.3982429451,1.7819542699920408,1009.0,-1088.0,213.0,74.0,76.29,0.7,15.996,0.094
4066cd,TOM3KM,5916.597069556921,-3.0927243933912263,50.635135652917356,199.278266,26.257147371304285,-0.40884261617363193,0.0628597647030079,11,14,75.0,0.004115316808395232,0.0,0.0,0.0,6367.178692613674,6365.398173826873,1.7805187868009495,1009.0,-1088.0,213.0,74.0,76.29,0.7,15.996,0.094
4066cd,TOM3KM,5916.255342165196,-3.092718305176015,50.63514933363176,199.29214025,26.256899577287108,-0.408788450090719,0.06285643104825912,17,19,75.0,0.004115278975949427,0.0,0.0,0.0,6367.178583439954,6365.398168811662,1.7804146282919517,1009.0,-1088.0,213.0,74.0,76.29,0.7,15.996,0.094
4066cd,TOM3KM,5900.0,-3.0924287,50.6358001,199.95211275,26.245112472614657,-0.4062074757755077,0.0627533913678208,17,11,75.0,0.004113479356233873,0.0,0.0,0.0,6367.17339024731,6365.39793024731,1.7754599999999998,1009.0,-1088.0,213.0,74.0,76.29,0.7,15.996,0.094
4066cd,TOM3KM,5900.0,-3.0924287,50.6358001,199.95211275,26.245112472614657,-0.4062074757755077,0.0627533913678208,17,11,75.0,0.004113479356233873,0.0,0.0,0.0,6367.17339024731,6365.39793024731,1.7754599999999998,1009.0,-1088.0,213.0,74.0,76.29,0.7,15.996,0.094
4066cd,TOM3KM,5900.0,-3.0924287,50.6358001,199.95211275,26.245112472614657,-0.4062074757755077,0.0627533913678208,17,11,75.0,0.004113479356233873,0.0,0.0,0.0,6367.17339024731,6365.39793024731,1.7754599999999998,1009.0,-1088.0,213.0,74.0,76.29,0.7,15.996,0.094
4066cd,TOM3KM,5900.0,-3.0923036589668427,50.63606413385526,200.22214975,26.24115148585322,-0.4051472994953908,0.06276349190312179,17,19,75.0,0.004112856848611878,0.0,0.0,0.0,6367.173293445251,6365.397833445251,1.7754599999999998,1009.0,-1088.0,213.0,74.0,76.29,0.7,15.996,0.094
4066cd,TOM3KM,5900.0,-3.092246778070031,50.636184242287634,200.344989,26.23934964150213,-0.4046650275877731,0.06276808661488713,20,16,75.0,0.004112573671234685,0.0,0.0,0.0,6367.1732494102025,6365.397789410203,1.7754599999999998,1009.0,-1088.0,213.0,74.0,76.29,0.7,15.996,0.094
4066cd,TOM3KM,5900.0,-3.0922246876202477,50.63623088798844,200.39269525,26.238649871379195,-0.40447773090375083,0.06276987103206774,11,14,75.0,0.004112463695548975,0.0,0.0,0.0,6367.173232308608,6365.397772308608,1.7754599999999998,1009.0,-1088.0,213.0,74.0,76.29,0.7,15.996,0.094
4066cd,TOM3KM,5900.0,-3.0922246876202477,50.63623088798844,200.39269525,26.238649871379195,-0.40447773090375083,0.06276987103206774,11,14,75.0,0.004112463695548975,0.0,0.0,0.0,6367.173232308608,6365.397772308608,1.7754599999999998,1009.0,-1088.0,213.0,74.0,76.29,0.7,15.996,0.094
4066cd,TOM3KM,5900.0,-3.0920744113231646,50.636548208063864,200.71723,26.233889494659053,-0.40320359423350316,0.0627820100156099,17,19,75.0,0.004111715556014478,0.0,0.0,0.0,6367.173115970359,6365.397655970359,1.7754599999999998,1009.0,-1088.0,213.0,74.0,76.29,0.7,15.996,0.094
4066cd,TOM3KM,5900.0,-3.091967626326227,50.63677369288043,200.9478415,26.23050681340228,-0.4023283915629492,0.06276906975112899,5,24,75.0,0.004111183934731211,0.0,0.0,0.0,6367.173033301435,6365.397573301435,1.7754599999999998,1009.0,-1088.0,213.0,74.0,76.29,0.7,15.996,0.094
4066cd,TOM3KM,5900.0,-3.091955916911865,50.6367984182185,200.973129,26.230135888481882,-0.40223570851414847,0.0627653028846848,20,16,75.0,0.004111125640269744,0.0,0.0,0.0,6367.173024236447,6365.397564236448,1.7754599999999998,1009.0,-1088.0,213.0,74.0,76.11,0.7,15.996,0.094
4066cd,TOM3KM,5900.0,-3.0919522399358064,50.636806182439095,200.98106975,26.23001941108943,-0.40220660429586813,0.06276412001786458,21,16,75.0,0.004111107334713841,0.0,0.0,0.0,6367.173021389871,6365.397561389871,1.7754599999999998,1009.0,-1088.0,213.0,74.0,76.11,0.7,15.996,0.094
4066cd,TOM3KM,5900.0,-3.0919520547152133,50.636806573546764,200.98146975,26.230013543764933,-0.40220513822688064,0.06276406043322483,21,31,75.0,0.004111106412606689,0.0,0.0,0.0,6367.17302124648,6365.39756124648,1.7754599999999998,1009.0,-1088.0,213.0,74.0,76.11,0.7,15.996,0.094
4066cd,TOM3KM,5900.0,-3.0919286,50.6368561,201.03212225,26.229270557130015,-0.40201948807841287,0.06275651515581253,17,11,75.0,0.004110989645025495,0.0,0.0,0.0,6367.173003088723,6365.397543088723,1.7754599999999998,1009.0,-1088.0,213.0,74.0,76.11,0.7,15.996,0.094
4066cd,TOM3KM,5900.0,-3.0919286,50.6368561,201.03212225,26.229270557130015,-0.40201948807841287,0.06275651515581253,17,11,75.0,0.004110989645025495,0.0,0.0,0.0,6367.173003088723,6365.397543088723,1.7754599999999998,1009.0,-1088.0,213.0,74.0,76.11,0.7,15.996,0.094
4066cd,TOM3KM,5897.222077913406,-3.0918604409036834,50.637012919257636,201.20269725,26.226564357694276,-0.40139430128457443,0.06273110603099928,11,14,75.0,0.00411057332417614,0.0,0.0,0.0,6367.172098888896,6365.3974855995475,1.774613289348006,1009.0,-1088.0,213.0,74.0,76.11,0.7,15.996,0.094
4066cd,TOM3KM,5895.602390144846,-3.091820700244594,50.63710435387154,201.30215225,26.22498648834131,-0.4010297815567057,0.06271629105513353,17,19,75.0,0.004110330585263213,0.0,0.0,0.0,6367.171571688579,6365.397452080064,1.7741196085161488,1009.0,-1024.0,213.0,74.0,76.11,0.7,15.996,0.094
4066cd,TOM3KM,5894.0468677757935,-3.091782533947747,50.63719216622032,201.39766725,26.22347112771341,-0.40067970260836344,0.0627020629879693,5,24,75.0,0.004110097462672411,0.0,0.0,0.0,6367.171065373783,6365.397419888484,1.7736454852980619,1009.0,-1024.0,213.0,74.0,76.11,0.7,15.996,0.094
4066cd,TOM3KM,5887.133803260742,-3.0916129149968055,50.63758242253832,201.82215575,26.21673655031826,-0.3991238790449088,0.06263883050209336,17,19,75.0,0.004109061417455578,0.0,0.0,0.0,6367.168815205654,6365.39727682242,1.771538383233874,1009.0,-1024.0,213.0,74.0,76.11,0.7,15.996,0.094
4066cd,TOM3KM,5878.903340851325,-3.0914109723711283,50.63804704860226,202.3275375,26.20871858867861,-0.3972715677686553,0.06256354802831884,20,31,75.0,0.004107827936820032,0.0,0.0,0.0,6367.166136231061,6365.397106492769,1.7690297382914837,1009.0,-1024.0,213.0,74.0,76.11,-0.2,16.172,0.0
4066cd,TOM3KM,5878.828048292117,-3.091409124992895,50.63805129901781,202.33216075,26.208645240083907,-0.39725462276003964,0.06256285934160453,17,19,75.0,0.004107816652895853,0.0,0.0,0.0,6367.166111723707,6365.397104934587,1.7690067891194372,1009.0,-1024.0,213.0,74.0,76.11,-0.2,16.172,0.0
4066cd,TOM3KM,5878.367523122751,-3.09139782554734,50.63807729658467,202.36043875,26.208196605127767,-0.39715097901297153,0.06255864700549744,21,16,75.0,0.004107747635038734,0.0,0.0,0.0,6367.165961825054,6365.397095404006,1.7688664210478144,1009.0,-1024.0,213.0,74.0,76.11,-0.2,16.172,0.0
4066cd,TOM3KM,5878.248898561832,-3.091394914975113,50.638083993178384,202.36772275,26.208081043312202,-0.39712434061582963,0.06255730733951771,11,14,75.0,0.004107729857046258,0.0,0.0,0.0,6367.16592321335,6365.397092949068,1.7688302642816462,1009.0,-1024.0,213.0,74.0,76.11,-0.2,16.172,0.0
4066cd,TOM3KM,5875.0,-3.0913152,50.6382674,202.5672175,26.20491602745476,-0.39641634282158333,0.06242705136843491,17,11,75.0,0.004107242952026403,0.0,0.0,0.0,6367.164865713021,6365.39702571302,1.7678399999999999,1009.0,-1024.0,213.0,74.0,76.11,-0.2,16.172,0.0
4066cd,TOM3KM,5875.0,-3.0913152,50.6382674,202.5672175,26.20491602745476,-0.39641634282158333,0.06242705136843491,17,11,75.0,0.004107242952026403,0.0,0.0,0.0,6367.164865713021,6365.39702571302,1.7678399999999999,1009.0,-1024.0,213.0,74.0,76.11,-0.2,16.172,0.0
4066cd,TOM3KM,5850.0,-3.0910925,50.6386398,203.00221225,26.20221783912805,-0.3947925760365181,0.06224718196436918,17,11,75.0,0.00410690101555729,0.0,0.0,0.0,6367.157109224255,6365.396889224255,1.76022,1009.0,-1024.0,213.0,74.0,76.11,-0.2,16.172,0.0
4066cd,TOM3KM,5849.273455640147,-3.091073083828527,50.63868715034902,203.05001775,26.20137244980654,-0.39460379663333645,0.062240863405738554,20,16,75.0,0.004106770477507935,0.0,0.0,0.0,6367.1568704151605,6365.396871865881,1.7599985492791168,1009.0,-1024.0,213.0,74.0,76.11,-0.2,16.172,0.0
4066cd,TOM3KM,5849.16981719633,-3.0910703141947544,50.63869390467368,203.056837,26.20125185863752,-0.3945768680593199,0.062239962090389025,21,16,75.0,0.004106751856813809,0.0,0.0,0.0,6367.156836350065,6365.396869389783,1.7599669602814412,1009.0,-1024.0,213.0,74.0,76.11,-0.2,16.172,0.0
4066cd,TOM3KM,5849.163738026696,-3.091070151735025,50.638694300865325,203.057237,26.201244785063796,-0.3945752884971091,0.06223990922150465,21,31,75.0,0.004106750764570871,0.0,0.0,0.0,6367.156834351892,6365.396869244541,1.759965107350537,1009.0,-1024.0,213.0,74.0,76.11,-0.2,16.172,0.0
4066cd,TOM3KM,5843.524156948354,-3.0909194395702877,50.63906184364336,203.42831275,26.194682705877902,-0.3931099454169154,0.0621908633191968,11,14,75.0,0.004105737502402962,0.0,0.0,0.0,6367.154980668448,6365.396734505411,1.7582461630378583,1009.0,-1024.0,213.0,74.0,76.11,-0.2,16.172,0.0
4066cd,TOM3KM,5843.524156948354,-3.0909194395702877,50.63906184364336,203.42831275,26.194682705877902,-0.3931099454169154,0.0621908633191968,11,14,75.0,0.004105737502402962,0.0,0.0,0.0,6367.154980668448,6365.396734505411,1.7582461630378583,1009.0,-1024.0,213.0,74.0,76.11,-0.2,16.172,0.0
4066cd,TOM3KM,5837.84226484936,-3.090767596685834,50.639432143915236,203.8021725,26.1880713946189,-0.39163360858373397,0.06214144944945366,17,19,75.0,0.004104716638224209,0.0,0.0,0.0,6367.153113077723,6365.3965987553975,1.7565143223260848,1009.0,-832.0,212.0,74.0,76.11,-0.2,16.172,0.0
4066cd,TOM3KM,5834.802022722112,-3.0906863492552255,50.639630282575155,204.00221575,26.184533842927355,-0.39084365668812526,0.06211500929081532,17,4,75.0,0.00410417039865676,0.0,0.0,0.0,6367.152113775396,6365.3965261188705,1.7555876565256998,1009.0,-832.0,212.0,74.0,76.11,-0.2,16.172,0.0
