ICAO,CALLSIGN,ALTITUDE,LONGITUDE,LATITUDE,TIMESTAMP,DISTANCE,BHATDOTRHAT,BHATDOTRHATV,DF,TC,ALTCOR,ARCANG,T,AS,M,RP,RSURF,H,PBARO,VRATE,GS,HDNG,MHDNG,ROLL,TRACK,RTRACK
4066cd,TOM3KM,2734.1556547275127,-3.2284811828553748,50.76314084631892,478.06058675,14.680306648205548,0.23511622967972354,0.05193771545455295,17,19,-75.0,0.0023029398016029437,0.0,0.0,0.0,6366.2074990746,6365.351268431038,0.8562306435609458,1010.0,-960.0,153.0,-167.0,-176.31,-0.9,256.992,-0.094
4066cd,TOM3KM,2732.507266602075,-3.2285105505382177,50.763134806624834,478.090258,14.678110719477425,0.23512009953503765,0.05194780744230305,20,16,-75.0,0.0023025985904983758,0.0,0.0,0.0,6366.206998861045,6365.351270646185,0.8557282148603124,1010.0,-960.0,153.0,-167.0,-176.31,-0.9,256.992,-0.094
4066cd,TOM3KM,2730.599366894518,-3.2285445416794074,50.7631278160803,478.1246005,14.675569077910403,0.23512457863538305,0.051959488247436215,4,4,-75.0,0.002302203661320852,0.0,0.0,0.0,6366.206419897098,6365.351273210069,0.855146687029449,1010.0,-960.0,153.0,-167.0,-176.31,-0.9,256.992,-0.094
4066cd,TOM3KM,2728.8681739495646,-3.2285753846129146,50.763121472989354,478.15576225,14.673262839310961,0.23512864288828222,0.0519700871942036,4,4,-75.0,0.002301845309881739,0.0,0.0,0.0,6366.205894555911,6365.351275536491,0.8546190194198273,1010.0,-960.0,153.0,-167.0,-176.31,-0.9,256.992,-0.094
4066cd,TOM3KM,2725.0,-3.2286443,50.7631073,478.22539,14.66810978453573,0.23513772404658684,0.0519937694590245,17,11,-75.0,0.0023010446101644683,0.0,0.0,0.0,6366.204720734642,6365.351280734642,0.85344,1010.0,-960.0,153.0,-167.0,-176.31,-0.9,256.992,-0.094
4066cd,TOM3KM,2725.0,-3.2286864315897597,50.76310152353896,478.2584965,14.665073365194868,0.23514204194235988,0.052005029867414725,5,24,-75.0,0.0023005669483033716,0.0,0.0,0.0,6366.204722850641,6365.351282850641,0.85344,1010.0,-960.0,153.0,-167.0,-176.31,-0.9,256.992,-0.094
4066cd,TOM3KM,2725.0,-3.2289400750481443,50.76306674769584,478.4578065,14.646793307235622,0.23516803683177817,0.05207282054284878,4,4,-75.0,0.0022976912959228645,0.0,0.0,0.0,6366.204735589519,6365.351295589519,0.85344,1010.0,-960.0,153.0,-167.0,-176.31,-0.9,256.992,-0.094
4066cd,TOM3KM,2725.0,-3.2290070056277322,50.76305757116375,478.51039975,14.641969627248345,0.2351748962754483,0.05209070891744499,17,19,-75.0,0.0022969324784798814,0.0,0.0,0.0,6366.204738951012,6365.351298951012,0.85344,1010.0,-960.0,153.0,-167.0,-176.31,-0.9,256.992,-0.094
4066cd,TOM3KM,2725.0,-3.229211326944198,50.76302955764393,478.670953,14.627244210984509,0.2351925160747156,0.05213767951138571,11,14,-75.0,0.0022946160099857732,0.0,0.0,0.0,6366.204749212756,6365.351309212756,0.85344,1010.0,-960.0,153.0,-167.0,-176.31,-0.9,256.992,-0.094
4066cd,TOM3KM,2725.0,-3.2293124,50.7630157,478.750375,14.61995988624797,0.23520068765964947,0.052159662170099125,17,11,-75.0,0.0022934701063012384,0.0,0.0,0.0,6366.204754289005,6365.351314289005,0.85344,1010.0,-960.0,153.0,-167.0,-176.31,-0.9,256.992,-0.094
4066cd,TOM3KM,2725.0,-3.22931853746573,50.76301485581326,478.7563385,14.619517493532046,0.23520130123330352,0.052161312765466115,4,4,-75.0,0.0022934005124846464,0.0,0.0,0.0,6366.204754598242,6365.351314598242,0.85344,1010.0,-960.0,153.0,-167.0,-176.31,-0.9,256.992,-0.094
4066cd,TOM3KM,2725.0,-3.2296284774267403,50.76297222466621,479.05749325,14.59717680974462,0.23523228649705732,0.05224466727793332,4,4,-75.0,0.002289886048086692,0.0,0.0,0.0,6366.204770214638,6365.351330214638,0.85344,1010.0,-960.0,153.0,-167.0,-176.31,-0.9,256.992,-0.094
4066cd,TOM3KM,2725.0,-3.2299042,50.7629343,479.3254005,14.577302538604586,0.23533198551936524,0.05213105421969135,17,11,-75.0,0.0022867595807403223,0.0,0.0,0.0,6366.2047841069825,6365.351344106983,0.85344,1010.0,-960.0,153.0,-167.0,-176.31,-0.9,256.992,-0.094
4066cd,TOM3KM,2723.7567010937214,-3.22993383527273,50.762931519983646,479.35275325,14.575179364288598,0.23534466518327246,0.052112945518918916,4,4,-75.0,0.002286428779391278,0.0,0.0,0.0,6366.20440616989,6365.351345127397,0.8530610424933662,1010.0,-960.0,153.0,-167.0,-176.31,-0.9,256.992,-0.094
4066cd,TOM3KM,2723.4706233687616,-3.229940654221382,50.76293088031385,479.359047,14.574690831020417,0.23534758271934164,0.0521087787848433,20,27,-75.0,0.0022863526634252216,0.0,0.0,0.0,6366.204319208192,6365.351345362189,0.8529738460027985,1010.0,-960.0,153.0,-167.0,-176.13,-0.9,256.992,-0.094
4066cd,TOM3KM,2722.6266855574545,-3.2299607703230526,50.76292899326891,479.37761375,14.573249643325157,0.2353561895376634,0.052096486795187136,20,16,-75.0,0.002286128119057749,0.0,0.0,0.0,6366.204062668593,6365.351346054836,0.8527166137579121,1010.0,-960.0,153.0,-167.0,-176.13,-0.9,256.992,-0.094
4066cd,TOM3KM,2722.362562238241,-3.2299670659664894,50.76292840268916,479.3834245,14.572798601468067,0.23535888317384437,0.05209263982795302,20,16,-75.0,0.002286057844444083,0.0,0.0,0.0,6366.20398238058,6365.351346271609,0.8526361089702158,1010.0,-960.0,153.0,-167.0,-176.13,-0.9,256.992,-0.094
4066cd,TOM3KM,2722.052893754313,-3.229974447224472,50.76292771027043,479.39023725,14.572269782397909,0.23536204129799218,0.052088129493482536,21,27,-75.0,0.0022859754517453343,0.0,0.0,0.0,6366.20388824778,6365.351346525764,0.8525417220163146,1010.0,-960.0,153.0,-167.0,-176.13,-0.9,256.992,-0.094
4066cd,TOM3KM,2722.0347120518327,-3.2299748806035327,50.76292766961615,479.39063725,14.572238733610257,0.23536222672233023,0.05208786467622251,21,31,-75.0,0.002285970614186419,0.0,0.0,0.0,6366.20388272092,6365.351346540687,0.8525361802333985,1010.0,-960.0,153.0,-167.0,-176.13,-0.9,256.992,-0.094
4066cd,TOM3KM,2721.6028625272374,-3.229985174168801,50.762926704000606,479.400138,14.57150126668709,0.23536663089802984,0.05208157476976468,21,27,-75.0,0.0022858557130917595,0.0,0.0,0.0,6366.203751447617,6365.351346895119,0.8524045524983019,1010.0,-960.0,153.0,-167.0,-176.13,-0.9,256.992,-0.094
4066cd,TOM3KM,2721.5846808247593,-3.229985607547861,50.76292666334632,479.400538,14.571470217899442,0.2353668163223679,0.05208130995250469,21,31,-75.0,0.002285850875532845,0.0,0.0,0.0,6366.203745920756,6365.351346910041,0.8523990107153866,1010.0,-960.0,153.0,-167.0,-176.13,-0.9,256.992,-0.094
4066cd,TOM3KM,2721.039672929355,-3.229998598356056,50.76292544470867,479.41252825,14.570539511084139,0.23537237453279147,0.05207337188962484,20,31,-75.0,0.0022857058666808875,0.0,0.0,0.0,6366.203580249655,6365.351347357346,0.8522328923088673,1010.0,-960.0,153.0,-167.0,-176.13,-0.9,256.816,-0.094
4066cd,TOM3KM,2718.9541407463776,-3.230048309101169,50.7629207814587,479.45841025,14.566978059896737,0.23539364363148876,0.052042996025814366,5,24,-75.0,0.002285150974485519,0.0,0.0,0.0,6366.202946291106,6365.351349069007,0.851597222099496,1010.0,-960.0,153.0,-167.0,-176.13,-0.9,256.816,-0.094
4066cd,TOM3KM,2713.6101633898684,-3.230175688145439,50.76290883232534,479.5759785,14.55785218082513,0.23544814366882189,0.051965160771238805,11,14,-75.0,0.002283729116145688,0.0,0.0,0.0,6366.201321832776,6365.351353454975,0.8499683778012319,1010.0,-960.0,153.0,-167.0,-176.13,-0.9,256.816,-0.094
4066cd,TOM3KM,2712.041855188195,-3.230213070339734,50.7629053255882,479.6104815,14.555173990024405,0.23546413790866216,0.05194231829643275,17,19,-75.0,0.00228331184040756,0.0,0.0,0.0,6366.2008450995945,6365.3513547421335,0.8494903574613617,1010.0,-896.0,153.0,-167.0,-176.13,-0.9,256.816,-0.094
4066cd,TOM3KM,2710.009970391098,-3.230261502345758,50.76290078229379,479.65518325,14.551704152166062,0.23548485988967197,0.05191272380905012,4,27,-75.0,0.002282771222034466,0.0,0.0,0.0,6366.2002274487395,6365.351356409765,0.8488710389752065,1010.0,-896.0,153.0,-167.0,-176.13,-0.9,256.816,-0.094
4066cd,TOM3KM,2710.009970391098,-3.230261502345758,50.76290078229379,479.65518325,14.551704152166062,0.23548485988967197,0.05191272380905012,4,27,-75.0,0.002282771222034466,0.0,0.0,0.0,6366.2002274487395,6365.351356409765,0.8488710389752065,1010.0,-896.0,153.0,-167.0,-176.13,-0.9,256.816,-0.094
4066cd,TOM3KM,2710.009970391098,-3.230261502345758,50.76290078229379,479.65518325,14.551704152166062,0.23548485988967197,0.05191272380905012,4,27,-75.0,0.002282771222034466,0.0,0.0,0.0,6366.2002274487395,6365.351356409765,0.8488710389752065,1010.0,-896.0,153.0,-167.0,-176.13,-0.9,256.816,-0.094
4066cd,TOM3KM,2700.0,-3.2305001,50.7628784,479.875404,14.534610183908832,0.23530916261249132,0.051957363056253085,17,11,-75.0,0.002280107894903278,0.0,0.0,0.0,6366.197184625257,6365.351364625258,0.8458199999999999,1010.0,-896.0,153.0,-167.0,-176.13,-0.9,256.816,-0.094
4066cd,TOM3KM,2700.0,-3.2305841694914057,50.762855201663,479.9573195,14.528249181012328,0.23523336176660742,0.05198112930521384,4,27,-75.0,0.002279107208206595,0.0,0.0,0.0,6366.197193123147,6365.351373123148,0.8458199999999999,1010.0,-896.0,153.0,-167.0,-176.13,-0.9,256.816,-0.094
