843 482 23 90 18
844 480 23 89 18
845 481 23 93 18
846 483 23 93 18
847 482 23 91 18
848 482 23 91 18
849 484 23 94 18
850 484 22 94 17
851 485 22 92 17
852 486 23 94 18
853 485 22 96 17
854 486 23 93 18
855 486 23 91 18
856 485 23 95 18
857 486 23 95 18
858 485 22 95 17
859 484 23 94 18
860 485 23 94 18
861 486 23 98 18
862 488 23 97 18
863 488 23 97 18
864 487 23 98 18
865 487 23 100 18
866 488 23 96 18
867 488 23 98 18
868 488 23 98 18
869 490 23 98 18
870 488 23 98 18
871 488 23 98 18
872 488 23 98 18
873 488 23 98 18
874 488 23 100 18
875 487 23 102 18
876 490 23 101 18
877 489 23 99 18
878 488 23 100 18
879 489 23 105 18
880 488 23 103 18
881 490 23 101 18
882 491 23 103 18
883 492 23 103 18
884 489 23 102 18
885 489 23 102 18
886 492 23 102 18
887 493 23 104 18
888 489 23 103 18
889 489 23 103 18
890 491 23 104 18
891 491 23 105 18
892 492 23 105 18
893 492 23 106 18
894 491 23 106 18
895 493 23 104 18
896 491 23 105 18
897 492 23 108 18
898 493 23 107 18
899 494 23 107 18
900 493 23 107 18
901 494 23 108 18
902 496 23 107 18
903 495 23 108 18
904 496 23 108 18
905 494 23 109 18
906 496 23 109 18
907 497 23 109 18
908 495 23 111 18
909 495 23 111 18
910 495 23 112 18
911 495 23 113 18
912 495 23 111 18
913 496 23 112 18
914 498 23 113 18
915 498 23 112 18
916 497 23 112 18
917 497 23 114 18
918 498 23 115 18
919 498 23 114 18
920 499 23 113 18
921 497 23 114 18
922 498 23 114 18
923 498 23 115 18
924 499 23 119 18
925 502 23 117 18
926 498 23 116 18
927 498 23 118 18
928 501 23 118 18
929 501 23 119 18
930 499 23 118 18
931 502 23 117 18
932 501 23 120 18
933 502 23 121 18
934 502 23 117 18
935 503 23 120 18
936 502 23 121 18
937 504 23 118 18
938 503 23 119 18
939 503 23 120 18
940 504 23 120 18
941 503 23 119 18
942 505 23 119 18
943 505 23 120 18
944 504 23 121 18
945 506 23 123 18
946 505 23 121 18
947 507 23 123 18
948 507 23 124 18
949 507 23 121 18
950 505 23 120 18
951 507 23 126 18
952 508 23 125 18
953 507 23 122 18
954 507 23 119 18
955 508 23 123 18
956 508 23 122 18
957 508 23 121 18
958 508 23 122 18
959 508 23 123 18
960 509 23 121 18
961 509 23 122 18
962 509 23 123 18
963 509 23 123 18
964 509 23 122 18
965 509 23 121 18
966 510 23 121 18
967 512 23 122 18
968 513 23 122 18
969 511 23 121 18
970 511 23 123 18
971 513 23 123 18
972 511 23 122 18
973 514 23 122 18
974 514 23 122 18
975 516 23 122 18
976 516 23 121 18
977 516 23 121 18
978 514 23 123 18
979 516 23 123 18
980 514 23 124 18
981 515 23 123 18
982 516 23 124 18
983 515 23 125 18
984 514 23 124 18
985 518 23 124 18
986 517 23 126 18
987 517 23 126 18
988 518 23 123 18
989 517 23 125 18
990 516 23 126 18
991 516 23 123 18
992 517 23 125 18
993 517 23 125 18
994 519 23 123 18
995 516 23 124 18
996 518 23 127 18
997 521 23 127 18
998 519 23 125 18
999 517 23 125 18
1000 518 23 125 18
1001 519 23 126 18
1002 521 23 126 18
