x,y,w,h
640,412,23,25
641,412,22,24
642,411,21,23
642,409,22,24
643,408,21,23
643,408,22,24
642,409,22,24
644,408,22,24
645,408,21,23
644,407,20,22
645,406,21,23
644,405,22,24
644,402,22,24
644,402,23,25
644,402,23,25
644,402,22,24
644,399,22,24
645,401,22,24
645,400,22,24
645,400,22,24
644,400,22,24
643,400,22,24
642,398,23,25
644,399,24,26
643,399,24,27
644,400,24,26
642,398,24,27
644,399,24,27
644,397,24,27
646,399,25,27
647,402,24,27
647,401,24,27
649,401,25,27
647,400,25,28
647,400,26,28
646,399,25,28
647,401,24,27
644,401,25,27
647,402,25,27
650,400,25,27
652,398,25,27
653,400,25,28
656,398,25,27
652,396,25,27
655,396,25,27
655,398,25,27
658,395,25,28
659,396,25,27
656,395,25,27
656,395,25,27
658,392,25,28
661,393,25,28
663,395,25,28
660,391,25,28
662,394,25,28
659,392,25,28
660,391,26,28
658,388,26,28
661,387,26,28
659,388,26,29
658,390,26,29
658,391,26,29
661,389,27,29
659,387,27,29
660,386,26,29
658,385,27,29
657,384,27,29
659,385,26,29
658,384,26,29
658,384,26,29
657,384,27,29
656,384,26,29
656,383,27,29
657,383,27,29
657,383,27,29
658,383,27,29
662,380,27,29
661,378,27,29
659,377,27,29
659,375,27,29
658,375,27,29
657,376,26,29
659,376,26,29
659,376,26,29
657,374,27,29
659,376,27,29
660,376,27,29
660,376,27,29
661,377,27,29
662,377,27,29
664,378,27,29
665,379,27,29
665,380,27,29
666,380,27,29
667,382,27,29
667,381,27,29
667,379,27,29
669,382,27,29
669,380,27,29
669,382,27,29
670,381,27,29
668,382,27,29
668,382,27,29
672,381,27,29
672,381,27,29
675,382,27,29
673,380,27,29
673,382,27,29
674,381,27,29
674,379,27,29
674,380,27,29
675,381,27,29
674,381,27,29
674,382,27,29
676,382,27,29
677,382,27,29
676,382,27,29
676,381,27,29
676,380,27,29
676,378,27,29
676,377,27,29
675,376,27,29
673,373,27,29
674,373,27,29
674,370,27,29
674,368,27,29
676,366,27,29
675,364,27,29
675,362,27,29
676,360,27,29
676,361,27,29
676,359,27,29
677,358,27,29
677,358,27,29
677,357,27,29
679,357,27,29
679,357,27,29
680,359,27,29
681,359,27,29
681,362,27,29
682,364,27,29
682,366,27,29
684,366,27,29
684,369,27,29
684,370,27,29
685,371,27,29
686,370,27,29
688,373,27,29
687,373,27,29
688,372,27,29
692,370,27,29
692,371,27,29
691,369,27,29
694,371,28,30
695,369,28,30
698,369,28,30
700,368,28,30
699,366,28,30
700,362,28,30
701,358,28,30
702,355,28,30
706,350,28,30
705,349,28,30
705,345,28,30
709,340,28,30
711,340,28,30
712,337,28,30
712,334,28,30
711,332,28,31
712,332,28,31
709,330,28,31
712,329,28,31
712,330,28,31
711,331,28,31
709,331,28,31
706,332,29,31
705,334,29,31
705,336,29,31
705,335,29,31
704,334,29,31
706,334,29,31
705,335,29,31
705,337,29,31
705,340,29,31
705,342,29,31
706,342,29,31
706,343,29,31
709,344,29,31
708,342,29,31
710,342,29,31
711,342,29,31
713,341,29,31
717,339,29,31
718,340,29,31
720,338,29,31
723,337,29,31
727,337,29,31
727,337,29,31
730,336,29,31
733,336,29,31
736,337,29,31
738,337,29,31
740,336,29,31
743,336,29,31
746,334,29,31
747,334,29,31
750,332,29,31
753,330,29,31
752,330,29,31
754,328,29,31
755,328,29,31
757,327,29,31
757,324,29,32
759,325,29,32
759,323,29,32
763,323,29,32
760,320,29,32
762,318,30,32
763,317,30,32
762,314,30,33
764,313,31,34
762,310,32,35
760,306,32,35
760,304,32,35
759,302,32,35
760,299,33,36
760,297,33,36
761,296,33,36
759,294,33,36
761,291,33,36
760,289,33,36
758,284,34,37
758,285,33,36
759,283,33,36
760,282,33,36
760,279,34,37
759,276,34,37
762,275,34,37
762,274,34,37
763,274,34,37
764,273,34,37
764,275,35,38
764,275,36,40
767,276,36,40
769,274,37,41
768,273,37,41
771,272,37,41
772,269,37,41
772,262,38,41
775,259,39,42
777,256,39,42
778,252,39,42
783,251,39,42
783,247,40,43
786,244,40,43
787,244,40,44
788,243,42,46
789,243,42,46
793,241,42,46
795,238,43,47
796,235,43,47
798,234,43,47
802,233,43,47
805,231,43,47
808,229,43,47
811,226,43,47
815,225,43,47
817,221,43,47
820,219,43,47
822,215,44,48
826,213,44,48
830,208,44,48
832,205,44,48
835,202,44,48
837,197,45,49
839,194,44,48
842,190,45,49
845,189,44,48
847,185,44,48
852,185,45,49
855,185,44,48
860,186,43,47
867,185,45,49
874,185,45,49
881,185,45,49
889,182,45,49
895,179,45,49
901,172,45,49
909,168,45,49
914,159,45,49
918,153,45,49
924,144,45,49
929,138,44,48
935,131,44,48
943,127,44,48
949,118,45,49
954,111,45,49
959,102,45,49
968,91,45,49
973,85,46,50
980,79,45,49
984,71,46,50
991,67,46,50
999,64,46,50
1006,61,46,50
1014,57,47,52
1020,53,47,52
1027,48,47,52
1034,44,47,52
1041,38,46,50
1046,29,47,52
1054,19,48,53
1062,12,48,53
1067,1,48,53
1074,-6,46,50
1095,-9,46,50
1105,-16,45,49
1112,-22,45,49
1114,-17,45,49
1125,-10,45,49
1127,-24,45,49
1122,-13,45,49
