700,343,17,18
700,345,17,18
701,346,17,18
700,346,17,18
701,348,17,18
699,348,17,18
700,350,17,18
700,351,17,18
700,352,17,18
700,352,17,18
701,354,17,18
702,353,17,18
701,356,17,18
701,357,17,18
700,358,17,18
701,359,17,18
702,361,17,18
700,362,17,18
702,365,17,18
702,367,17,18
700,370,17,18
702,372,17,18
703,375,17,18
705,380,17,18
706,380,17,18
707,383,17,18
707,384,17,18
706,385,17,18
706,385,17,18
708,386,17,18
708,386,17,18
707,387,17,18
708,388,17,18
706,387,17,18
705,387,17,18
705,389,17,18
704,389,17,18
705,386,17,18
706,387,17,18
706,385,17,18
706,385,17,18
705,382,17,18
705,381,17,18
706,379,17,18
706,378,17,18
706,375,17,18
707,374,17,18
708,372,17,18
708,371,17,18
709,368,17,18
709,364,17,18
708,362,17,18
707,361,17,18
706,360,17,18
706,358,17,18
706,357,17,18
705,356,17,18
704,354,17,18
703,352,17,18
701,352,17,18
699,350,17,18
698,349,17,18
697,349,17,18
695,348,17,18
695,347,17,18
694,346,17,18
692,345,17,18
692,344,17,18
690,342,17,18
690,340,17,18
690,339,17,18
690,337,17,18
690,336,17,18
690,335,17,18
691,333,17,18
692,332,17,18
693,330,17,18
695,328,17,18
696,326,17,18
697,324,17,18
698,320,17,18
699,319,17,18
701,317,17,18
702,314,17,18
704,312,17,18
705,310,17,18
707,309,17,18
709,306,17,18
711,306,17,18
714,306,17,18
715,306,17,18
717,306,17,18
720,307,17,18
723,306,17,18
726,307,17,18
728,305,17,18
730,304,17,18
732,303,17,18
734,301,17,18
737,300,17,18
740,297,17,18
743,295,17,18
747,293,17,18
750,290,17,18
754,289,17,18
757,287,17,18
761,285,17,18
766,283,17,18
769,282,17,18
772,281,17,18
775,281,17,18
777,279,17,18
780,281,17,18
781,281,17,18
781,282,17,18
779,285,17,18
778,287,17,18
778,288,17,18
777,290,17,18
777,291,17,18
776,292,17,18
776,293,17,18
774,292,17,18
773,293,17,18
772,294,17,18
770,294,17,18
767,295,17,18
765,294,17,18
762,294,17,18
762,293,17,18
762,291,17,18
763,290,17,18
762,288,17,18
763,285,17,18
762,281,17,18
763,278,17,18
762,274,17,18
762,272,17,18
760,269,17,18
760,266,17,18
760,265,17,18
758,262,17,18
758,262,17,18
758,261,17,18
755,259,17,18
755,258,17,18
753,255,17,18
751,255,17,18
749,251,17,18
748,250,17,18
748,248,17,18
745,247,17,18
742,247,17,18
740,245,17,18
738,243,17,18
737,241,17,18
736,238,17,18
734,237,17,18
732,235,17,18
729,232,17,18
727,230,17,18
724,227,17,18
723,227,17,18
722,223,17,18
720,222,17,18
719,220,17,18
717,219,17,18
717,217,17,18
717,215,17,18
717,213,17,18
719,211,17,18
721,208,17,18
722,206,17,18
724,203,17,18
725,200,17,18
728,197,17,18
731,193,17,18
737,190,17,18
742,187,17,18
747,183,17,18
754,181,17,18
760,176,17,18
766,173,17,18
772,170,17,18
779,166,17,18
785,163,17,18
792,161,17,18
799,159,17,18
805,157,17,18
813,155,17,18
820,152,17,18
826,150,17,18
831,146,17,18
838,144,17,18
845,141,17,18
852,140,17,18
857,136,17,18
864,133,17,18
872,131,17,18
880,126,17,18
889,121,17,18
898,114,17,18
906,108,17,18
916,100,17,18
927,92,17,18
937,84,17,18
947,73,17,18
955,64,17,18
965,54,17,18
971,42,17,18
982,30,17,18
992,18,17,18
1004,6,17,18
1014,-4,17,18
1025,3,17,18
