x,y,w,h
667,399,7,10
665,399,7,10
663,400,7,10
662,400,7,10
661,400,7,10
659,401,7,10
659,400,7,10
658,400,7,10
657,400,7,10
657,400,7,10
655,399,7,10
655,398,7,10
654,398,7,10
652,398,7,10
651,397,7,10
651,397,7,10
650,398,7,10
649,398,7,10
649,399,7,10
648,400,7,10
647,399,7,10
648,400,7,10
647,399,7,10
646,399,7,10
647,397,7,10
646,397,7,10
645,397,7,10
645,398,7,10
645,397,7,10
645,399,7,10
645,399,7,10
645,399,7,10
645,399,7,10
645,401,7,10
646,400,7,10
646,401,7,10
647,401,7,10
647,402,7,10
646,403,7,10
646,403,7,10
647,404,7,10
646,402,7,10
648,403,7,10
647,404,7,10
648,404,7,10
649,404,7,10
650,404,7,10
651,404,7,10
651,404,7,10
652,405,7,10
651,404,7,10
653,404,7,10
655,402,7,10
655,401,7,10
655,400,7,10
655,397,7,10
655,397,7,10
657,397,7,10
658,396,7,10
658,396,7,10
659,395,7,10
662,394,7,10
663,395,7,10
662,394,7,10
665,394,7,10
666,395,7,10
668,395,7,10
666,395,7,10
667,393,7,10
669,394,7,10
669,393,7,10
669,393,7,10
668,393,7,10
666,394,7,10
666,393,7,10
667,393,7,10
666,393,7,10
667,391,7,10
666,393,7,10
666,392,7,10
666,392,7,10
666,392,7,10
666,392,7,10
667,393,7,10
668,393,7,10
669,392,7,10
670,392,7,10
670,391,7,10
669,390,7,10
671,391,7,10
673,389,7,10
673,388,7,10
673,387,7,10
673,385,7,10
675,383,7,10
676,383,7,10
677,381,7,10
676,381,7,10
677,378,7,10
678,378,7,10
679,376,7,10
678,374,7,10
680,374,7,10
681,373,7,10
683,373,7,10
685,371,7,10
686,372,7,10
688,372,7,10
687,373,7,10
686,372,7,10
685,373,7,10
685,372,7,10
686,373,7,10
686,374,7,10
688,374,7,10
688,375,7,10
688,375,7,10
686,375,7,10
686,377,7,10
686,378,7,10
686,378,7,10
686,380,7,10
686,379,7,10
685,380,7,10
684,380,7,10
683,381,7,10
683,381,7,10
685,381,7,10
685,382,7,10
685,382,7,10
685,384,7,10
685,385,7,10
687,385,7,10
687,383,7,10
688,381,7,10
688,382,7,10
689,379,7,10
689,378,7,10
691,378,7,10
691,378,7,10
692,378,7,10
692,377,7,10
691,377,7,10
692,375,7,10
691,372,7,10
690,370,7,10
690,364,7,10
691,361,7,10
691,358,7,10
692,358,7,10
692,358,7,10
692,357,7,10
696,356,7,10
697,355,7,10
699,356,7,10
701,356,7,10
701,363,7,10
703,363,7,10
705,361,7,10
707,358,7,10
709,356,7,10
709,354,7,10
712,350,7,10
714,349,7,10
715,350,7,10
715,349,7,10
716,349,7,10
716,350,7,10
716,350,7,10
718,349,7,10
722,351,7,10
723,350,7,10
724,351,7,10
724,350,7,10
725,350,7,10
726,348,7,10
727,347,7,10
727,347,7,10
727,345,7,10
728,344,7,10
730,341,7,10
732,339,7,10
733,334,7,10
735,331,7,10
737,327,7,10
738,326,7,10
740,324,7,10
742,321,7,10
745,321,7,10
748,319,7,10
749,318,7,10
751,318,7,10
752,318,7,10
752,318,7,10
753,316,7,10
753,317,7,10
753,316,7,10
753,316,7,10
752,316,7,10
754,315,7,10
754,317,7,10
753,314,7,10
754,317,7,10
754,315,7,10
752,313,7,10
754,314,7,10
753,313,7,10
752,313,7,10
753,317,7,10
752,317,7,10
752,319,7,10
753,322,7,10
755,324,7,10
758,325,7,10
759,326,7,10
760,327,7,10
762,327,7,10
765,324,7,10
765,325,7,10
769,324,7,10
770,324,7,10
775,324,7,10
777,323,7,10
779,322,7,10
781,322,7,10
782,321,7,10
784,319,7,10
786,317,7,10
787,315,7,10
789,311,7,10
792,308,7,10
792,303,7,10
792,300,7,10
793,297,7,10
794,294,7,10
795,290,7,10
795,288,7,10
796,283,7,10
797,281,7,10
801,279,7,10
803,276,7,10
805,274,7,10
807,272,7,10
808,267,7,10
810,264,7,10
811,260,7,10
812,257,7,10
812,255,7,10
815,250,7,10
814,247,7,10
813,244,7,10
812,241,7,10
811,237,7,10
811,233,7,10
811,229,7,10
812,228,7,10
813,224,7,10
815,222,7,10
816,221,7,10
817,218,7,10
820,216,7,10
824,215,7,10
829,212,7,10
835,212,7,10
841,210,7,10
848,208,7,10
855,208,7,10
860,206,7,10
867,206,7,10
873,205,7,10
877,205,7,10
883,205,7,10
886,204,7,10
889,203,7,10
893,201,7,10
896,200,7,10
898,196,7,10
900,193,7,10
902,189,7,10
905,185,7,10
907,180,7,10
909,174,7,10
913,167,7,10
916,162,7,10
921,157,7,10
924,152,7,10
926,147,7,10
930,141,7,10
932,134,7,10
936,128,7,10
938,120,7,10
940,113,7,10
942,105,7,10
944,97,7,10
945,90,7,10
948,82,7,10
951,75,7,10
954,68,7,10
956,62,7,10
960,54,7,10
965,48,7,10
963,46,7,10
967,48,7,10
0,0,7,10
0,0,7,10
0,0,7,10
0,0,7,10
0,0,7,10
0,0,7,10
0,0,7,10
0,0,7,10
0,0,7,10
0,0,7,10
0,0,7,10
0,0,7,10
0,0,7,10
0,0,7,10
0,0,7,10
0,0,7,10
