-0.0736	0	1.00E-04	8.20E-03
-0.0736	0	1.00E-04	8.20E-03
-0.073654792	0	1.00E-04	8.20E-03
-0.073654792	0	1.00E-04	8.20E-03
-0.073654792	0	1.00E-04	8.20E-03
-0.073654792	0	1.00E-04	8.20E-03
-0.073654792	0	1.00E-04	8.20E-03
-0.0736	0	1.00E-04	8.20E-03
-0.0736	0	1.00E-04	8.20E-03
-0.07370958	0	1.00E-04	8.20E-03
-0.0736	0	1.00E-04	8.20E-03
-0.07370958	0	1.00E-04	8.20E-03
-0.0736	0	1.00E-04	8.20E-03
-0.0736	0	1.00E-04	8.20E-03
-0.0736	0	1.00E-04	8.20E-03
-0.0736	0	1.00E-04	8.20E-03
-0.0736	0	1.00E-04	8.20E-03
-0.0736	0	1.00E-04	8.20E-03
-0.0736	0	1.00E-04	8.20E-03
-0.0736	0	1.00E-04	8.20E-03
-0.073545208	0	1.00E-04	8.20E-03
-0.07349042	0	1.00E-04	8.20E-03
-0.07349042	0	1.00E-04	8.20E-03
-0.07343563	0	1.00E-04	8.20E-03
-0.07327125	0	1.00E-04	8.20E-03
-0.07283292	0	1.00E-04	8.20E-03
-0.0724	0	1.00E-04	8.20E-03
-0.0721	0	1.00E-04	8.20E-03
-0.0721	0	1.00E-04	8.20E-03
-0.072	0	1.00E-04	8.20E-03
-0.0717	0	1.00E-04	8.20E-03
-0.0714	0	1.00E-04	8.20E-03
-0.0712	0	1.00E-04	8.20E-03
-0.071	0	1.00E-04	8.20E-03
-0.0707	0	1.00E-04	8.20E-03
-0.0704	0	1.00E-04	8.20E-03
-0.07	0	1.00E-04	8.20E-03
-0.0698	0	1.00E-04	8.20E-03
-0.0698	0	1.00E-04	8.20E-03
-0.0697	0	1.00E-04	8.20E-03
-0.0697	0	1.00E-04	8.20E-03
-0.0697	0	1.00E-04	8.20E-03
-0.0696	0	1.00E-04	8.20E-03
-0.0694	0	1.00E-04	8.20E-03
-0.0692	0	1.00E-04	8.20E-03
-0.0689	0	1.00E-04	8.20E-03
-0.0687	0	1.00E-04	8.20E-03
-0.0684	0	1.00E-04	8.20E-03
-0.0681	0	1.00E-04	8.20E-03
-0.0678	0	1.00E-04	8.20E-03
-0.0675	0	1.00E-04	8.20E-03
-0.0672	0	1.00E-04	8.20E-03
-0.067	0	1.00E-04	8.20E-03
-0.0667	0	1.00E-04	8.20E-03
-0.0661	0	1.00E-04	8.20E-03
-0.0658	0	1.00E-04	8.20E-03
-0.0656	0	1.00E-04	8.20E-03
-0.0655	0	1.00E-04	8.20E-03
-0.0655	0	1.00E-04	8.20E-03
-0.0655	0	1.00E-04	8.20E-03
-0.0655	0	1.00E-04	8.20E-03
-0.0655	0	1.00E-04	8.20E-03
-0.0655	0	1.00E-04	8.20E-03
-0.0655	0	1.00E-04	8.20E-03
-0.0653	0	1.00E-04	8.20E-03
-0.0648	0	1.00E-04	8.20E-03
-0.0644	0	1.00E-04	8.20E-03
-0.0644	0	1.00E-04	8.20E-03
-0.0644	0	1.00E-04	8.20E-03
-0.0642	0	1.00E-04	8.20E-03
-0.0638	0	1.00E-04	8.20E-03
-0.0636	0	1.00E-04	8.20E-03
-0.0631	0	1.00E-04	8.20E-03
-0.0627	0	1.00E-04	8.20E-03
-0.0625	0	1.00E-04	8.20E-03
-0.0624	0	1.00E-04	8.20E-03
-0.0623	0	1.00E-04	8.20E-03
-0.0623	0	1.00E-04	8.20E-03
-0.0623	0	1.00E-04	8.20E-03
-0.0623	0	1.00E-04	8.20E-03
-0.062	0	1.00E-04	8.20E-03
-0.0616	0	1.00E-04	8.20E-03
-0.0614	0	1.00E-04	8.20E-03
-0.0613	0	1.00E-04	8.20E-03
-0.061	0	1.00E-04	8.20E-03
-0.0607	0	1.00E-04	8.20E-03
-0.0603	0	1.00E-04	8.20E-03
-0.0601	0	1.00E-04	8.20E-03
-0.0597	0	1.00E-04	8.20E-03
-0.0596	0	1.00E-04	8.20E-03
-0.0594	0	1.00E-04	8.20E-03
-0.0592	0	1.00E-04	8.20E-03
-0.0591	0	1.00E-04	8.20E-03
-0.0588	0	1.00E-04	8.20E-03
-0.0587	0	1.00E-04	8.20E-03
-0.0585	0	1.00E-04	8.20E-03
-0.0584	0	1.00E-04	8.20E-03
-0.0581	0	1.00E-04	8.20E-03
-0.0579	0	1.00E-04	8.20E-03
-0.0576	0	1.00E-04	8.20E-03
-0.0575	0	1.00E-04	8.20E-03
-0.0575	0	1.00E-04	8.20E-03
-0.0575	0	1.00E-04	8.20E-03
-0.0575	0	1.00E-04	8.20E-03
-0.0575	0	1.00E-04	8.20E-03
-0.0574	0	1.00E-04	8.20E-03
-0.0571	0	1.00E-04	8.20E-03
-0.0569	0	1.00E-04	8.20E-03
-0.0567	0	1.00E-04	8.20E-03
-0.0566	0	1.00E-04	8.20E-03
-0.0563	0	1.00E-04	8.20E-03
-0.0561	0	1.00E-04	8.20E-03
-0.0558	0	1.00E-04	8.20E-03
-0.0557	0	1.00E-04	8.20E-03
-0.0557	0	1.00E-04	8.20E-03
-0.0555	0	1.00E-04	8.20E-03
-0.0554	0	1.00E-04	8.20E-03
-0.0552	0	1.00E-04	8.20E-03
-0.0552	0	1.00E-04	8.20E-03
-0.0552	0	1.00E-04	8.20E-03
-0.0552	0	1.00E-04	8.20E-03
-0.0552	0	1.00E-04	8.20E-03
-0.055	0	1.00E-04	8.20E-03
-0.0548	0	1.00E-04	8.20E-03
-0.0548	0	1.00E-04	8.20E-03
-0.0547	0	1.00E-04	8.20E-03
-0.0546	0	1.00E-04	8.20E-03
-0.0544	0	1.00E-04	8.20E-03
-0.0542	0	1.00E-04	8.20E-03
-0.0539	0	1.00E-04	8.20E-03
-0.0538	0	1.00E-04	8.20E-03
-0.0537	0	1.00E-04	8.20E-03
-0.0534	0	1.00E-04	8.20E-03
-0.0531	0	1.00E-04	8.20E-03
-0.0528	0	1.00E-04	8.20E-03
-0.0528	0	1.00E-04	8.20E-03
-0.0527	0	1.00E-04	8.20E-03
-0.0525	0	1.00E-04	8.20E-03
-0.0523	0	1.00E-04	8.20E-03
-0.0521	0	1.00E-04	8.20E-03
-0.052	0	1.00E-04	8.20E-03
-0.0519	0	1.00E-04	8.20E-03
-0.0514	0	1.00E-04	8.20E-03
-0.051	0	1.00E-04	8.20E-03
-0.0506	0	1.00E-04	8.20E-03
-0.0505	0	1.00E-04	8.20E-03
-0.0505	0	1.00E-04	8.20E-03
-0.0505	0	1.00E-04	8.20E-03
-0.0505	0	1.00E-04	8.20E-03
-0.0505	0	1.00E-04	8.20E-03
-0.0504	0	1.00E-04	8.20E-03
-0.0503	0	1.00E-04	8.20E-03
-0.0501	0	1.00E-04	8.20E-03
-0.0498	0	1.00E-04	8.20E-03
-0.0493	0	1.00E-04	8.20E-03
-0.0489	0	1.00E-04	8.20E-03
-0.0487	0	1.00E-04	8.20E-03
-0.0487	0	1.00E-04	8.20E-03
-0.0487	0	1.00E-04	8.20E-03
-0.0487	0	1.00E-04	8.20E-03
-0.0487	0	1.00E-04	8.20E-03
-0.0483	0	1.00E-04	8.20E-03
-0.0478	0	1.00E-04	8.20E-03
-0.0474	0	1.00E-04	8.20E-03
-0.047	0	1.00E-04	8.20E-03
-0.0467	0	1.00E-04	8.20E-03
-0.0465	0	1.00E-04	8.20E-03
-0.0462	0	1.00E-04	8.20E-03
-0.0457	0	1.00E-04	8.20E-03
-0.0453	0	1.00E-04	8.20E-03
-0.0448	0	1.00E-04	8.20E-03
-0.0446	0	1.00E-04	8.20E-03
-0.0445	0	1.00E-04	8.20E-03
-0.0445	0	1.00E-04	8.20E-03
-0.0445	0	1.00E-04	8.20E-03
-0.0441	0	1.00E-04	8.20E-03
