60	0.0024209	5.6464E-05
75	0.0021771	5.32581E-05
90	0.0018093	4.90398E-05
105	0.00153	    4.51283E-05
120	0.0012803	4.14162E-05
135	0.0011049	3.82102E-05
150	0.0009126	3.51962E-05
165	0.0007776	3.24888E-05
180	0.0006556	2.98811E-05
195	0.0005775	2.75801E-05
210	0.0004826	2.5471E-05
225	0.0003961	2.33619E-05
240	0.0003472	2.17589E-05
255	0.0003	    2.00562E-05
270	0.000259	1.85529E-05
285	0.0002223	1.71493E-05
300	0.0001908	1.59452E-05
