60	0.0091805	4.28516E-05
75	0.008092	4.02394E-05
90	0.0068628	3.70567E-05
105	0.0057834	3.40137E-05
120	0.004994	3.16115E-05
135	0.0042224	2.90642E-05
150	0.0036091	2.68734E-05
165	0.0030444	2.46806E-05
180	0.0026076	2.28423E-05
195	0.0022496	2.12151E-05
210	0.0019317	1.96596E-05
225	0.0016254	1.80325E-05
240	0.001404	1.67598E-05
255	0.0011988	1.54871E-05
270	0.00103	    1.43558E-05
285	0.000874	1.32246E-05
300	0.0007654	1.23762E-05
