60	0.005856	4.95262E-05
75	0.005278	4.69554E-05
90	0.0044726	4.31478E-05
105	0.0038115	3.97525E-05
120	0.003186	3.65262E-05
135	0.0027384	3.36648E-05
150	0.00231	    3.09724E-05
165	0.0019667	2.85955E-05
180	0.0016575	2.63154E-05
195	0.001416	2.43508E-05
210	0.0012208	2.25078E-05
225	0.0010452	2.07617E-05
240	0.0008976	1.93062E-05
255	0.0007568	1.77539E-05
270	0.000656	1.6517E-05
285	0.0005586	1.51832E-05
300	0.0004795	1.414E-05
